year,team,conference,poll_week,rank,rank_numeric,table_id
2014,Texas A&M,SEC,2/10,14.0,14,1
2014,NC State,ACC,2/10,10.0,10,1
2014,Purdue,Big Ten,2/10,23.0,23,1
2014,Gonzaga,WCC,2/10,20.0,20,1
2014,Michigan State,Big Ten,2/10,25.0,25,1
2014,Oklahoma State,Big 12,2/10,12.0,12,1
2014,California,Pac-12,2/10,22.0,22,1
2014,Arizona State,Pac-12,2/10,15.0,15,1
2014,LSU,SEC,2/10,19.0,19,1
2014,St. John's (NY),Big East,2/10,24.0,24,1
2014,Vanderbilt,SEC,2/10,16.0,16,1
2014,UConn,AAC,2/17,1.0,1,1
2014,Notre Dame,ACC,2/17,2.0,2,1
2014,Tennessee,SEC,2/17,10.0,10,1
2014,Louisville,AAC,2/17,3.0,3,1
2014,Baylor,Big 12,2/17,6.0,6,1
2014,Stanford,Pac-12,2/17,5.0,5,1
2014,West Virginia,Big 12,2/17,13.0,13,1
2014,South Carolina,SEC,2/17,4.0,4,1
2014,Duke,ACC,2/17,7.0,7,1
2014,Kentucky,SEC,2/17,15.0,15,1
2014,Maryland,ACC,2/17,8.0,8,1
2014,UNC,ACC,2/17,11.0,11,1
2014,Nebraska,Big Ten,2/17,17.0,17,1
2014,Penn State,Big Ten,2/17,9.0,9,1
2014,Texas A&M,SEC,2/17,16.0,16,1
2014,NC State,ACC,2/17,14.0,14,1
2014,Purdue,Big Ten,2/17,21.0,21,1
2014,Gonzaga,WCC,2/17,24.0,24,1
2014,Michigan State,Big Ten,2/17,23.0,23,1
2014,Oklahoma State,Big 12,2/17,12.0,12,1
2014,California,Pac-12,2/17,18.0,18,1
2014,Rutgers,AAC,2/17,25.0,25,1
2014,Arizona State,Pac-12,2/17,20.0,20,1
2014,LSU,SEC,2/17,19.0,19,1
2014,St. John's (NY),Big East,2/17,22.0,22,1
2014,UConn,AAC,2/24,1.0,1,1
2014,Notre Dame,ACC,2/24,2.0,2,1
2014,Tennessee,SEC,2/24,10.0,10,1
2014,Louisville,AAC,2/24,3.0,3,1
2014,Baylor,Big 12,2/24,6.0,6,1
2014,Stanford,Pac-12,2/24,5.0,5,1
2014,West Virginia,Big 12,2/24,11.0,11,1
2014,South Carolina,SEC,2/24,4.0,4,1
2014,Duke,ACC,2/24,7.0,7,1
2014,Kentucky,SEC,2/24,12.0,12,1
2014,Maryland,ACC,2/24,9.0,9,1
2014,UNC,ACC,2/24,14.0,14,1
2014,Nebraska,Big Ten,2/24,16.0,16,1
2014,Penn State,Big Ten,2/24,8.0,8,1
2014,Texas A&M,SEC,2/24,17.0,17,1
2014,NC State,ACC,2/24,13.0,13,1
2014,Purdue,Big Ten,2/24,19.0,19,1
2014,Gonzaga,WCC,2/24,22.0,22,1
2014,Iowa,Big Ten,2/24,25.0,25,1
2014,Michigan State,Big Ten,2/24,21.0,21,1
2014,Oklahoma State,Big 12,2/24,15.0,15,1
2014,Middle Tennessee,CUSA,2/24,23.0,23,1
2014,California,Pac-12,2/24,18.0,18,1
2014,Rutgers,AAC,2/24,24.0,24,1
2014,Arizona State,Pac-12,2/24,20.0,20,1
2014,UConn,AAC,3/3,1.0,1,1
2014,Notre Dame,ACC,3/3,2.0,2,1
2014,Tennessee,SEC,3/3,6.0,6,1
2014,Louisville,AAC,3/3,3.0,3,1
2014,Baylor,Big 12,3/3,9.0,9,1
2014,Stanford,Pac-12,3/3,4.0,4,1
2014,West Virginia,Big 12,3/3,7.0,7,1
2014,South Carolina,SEC,3/3,5.0,5,1
2014,Duke,ACC,3/3,10.0,10,1
2014,Kentucky,SEC,3/3,12.0,12,1
2014,Maryland,ACC,3/3,8.0,8,1
2014,UNC,ACC,3/3,13.0,13,1
2014,Nebraska,Big Ten,3/3,16.0,16,1
2014,Penn State,Big Ten,3/3,11.0,11,1
2014,Texas A&M,SEC,3/3,15.0,15,1
2014,NC State,ACC,3/3,14.0,14,1
2014,Purdue,Big Ten,3/3,17.0,17,1
2014,Gonzaga,WCC,3/3,21.0,21,1
2014,Iowa,Big Ten,3/3,23.0,23,1
2014,Michigan State,Big Ten,3/3,19.0,19,1
2014,Oklahoma State,Big 12,3/3,18.0,18,1
2014,Middle Tennessee,CUSA,3/3,22.0,22,1
2014,DePaul,Big East,3/3,25.0,25,1
2014,California,Pac-12,3/3,20.0,20,1
2014,Rutgers,AAC,3/3,24.0,24,1
2014,UConn,AAC,3/10,1.0,1,1
2014,Notre Dame,ACC,3/10,2.0,2,1
2014,Tennessee,SEC,3/10,4.0,4,1
2014,Louisville,AAC,3/10,3.0,3,1
2014,Baylor,Big 12,3/10,7.0,7,1
2014,Stanford,Pac-12,3/10,6.0,6,1
2014,West Virginia,Big 12,3/10,5.0,5,1
2014,South Carolina,SEC,3/10,8.0,8,1
2014,Duke,ACC,3/10,9.0,9,1
2014,Kentucky,SEC,3/10,10.0,10,1
2014,Maryland,ACC,3/10,11.0,11,1
2014,UNC,ACC,3/10,12.0,12,1
2014,Nebraska,Big Ten,3/10,13.0,13,1
2014,Penn State,Big Ten,3/10,14.0,14,1
2014,Texas A&M,SEC,3/10,15.0,15,1
2014,NC State,ACC,3/10,16.0,16,1
2014,Purdue,Big Ten,3/10,17.0,17,1
2014,Gonzaga,WCC,3/10,18.0,18,1
2014,Iowa,Big Ten,3/10,19.0,19,1
2014,Michigan State,Big Ten,3/10,20.0,20,1
2014,Oklahoma State,Big 12,3/10,21.0,21,1
2014,Middle Tennessee,CUSA,3/10,22.0,22,1
2014,DePaul,Big East,3/10,23.0,23,1
2014,California,Pac-12,3/10,24.0,24,1
2014,Bowling Green,MAC,3/10,25.0,25,1
2014,UConn,AAC,Final,1.0,1,1
2014,Notre Dame,ACC,Final,2.0,2,1
2014,Tennessee,SEC,Final,3.0,3,1
2014,Louisville,AAC,Final,4.0,4,1
2014,Baylor,Big 12,Final,5.0,5,1
2014,Stanford,Pac-12,Final,6.0,6,1
2014,West Virginia,Big 12,Final,7.0,7,1
2014,South Carolina,SEC,Final,8.0,8,1
2014,Duke,ACC,Final,9.0,9,1
2014,Kentucky,SEC,Final,10.0,10,1
2014,Maryland,ACC,Final,11.0,11,1
2014,UNC,ACC,Final,12.0,12,1
2014,Nebraska,Big Ten,Final,13.0,13,1
2014,Penn State,Big Ten,Final,14.0,14,1
2014,Texas A&M,SEC,Final,15.0,15,1
2014,NC State,ACC,Final,16.0,16,1
2014,Purdue,Big Ten,Final,17.0,17,1
2014,Gonzaga,WCC,Final,18.0,18,1
2014,Iowa,Big Ten,Final,19.0,19,1
2014,Michigan State,Big Ten,Final,20.0,20,1
2014,Oklahoma State,Big 12,Final,21.0,21,1
2014,Middle Tennessee,CUSA,Final,22.0,22,1
2014,DePaul,Big East,Final,23.0,23,1
2014,California,Pac-12,Final,24.0,24,1
2014,USC,Pac-12,Final,25.0,25,1
2015,UConn,AAC,Pre,1.0,1,1
2015,Notre Dame,ACC,Pre,3.0,3,1
2015,South Carolina,SEC,Pre,2.0,2,1
2015,Maryland,Big Ten,Pre,10.0,10,1
2015,Baylor,Big 12,Pre,8.0,8,1
2015,Tennessee,SEC,Pre,4.0,4,1
2015,Louisville,ACC,Pre,12.0,12,1
2015,Oregon State,Pac-12,Pre,20.0,20,1
2015,Kentucky,SEC,Pre,11.0,11,1
2015,Stanford,Pac-12,Pre,6.0,6,1
2015,UNC,ACC,Pre,13.0,13,1
2015,Duke,ACC,Pre,7.0,7,1
2015,Iowa,Big Ten,Pre,19.0,19,1
2015,Texas A&M,SEC,Pre,5.0,5,1
2015,California,Pac-12,Pre,15.0,15,1
2015,Syracuse,ACC,Pre,25.0,25,1
2015,Rutgers,Big Ten,Pre,24.0,24,1
2015,Nebraska,Big Ten,Pre,16.0,16,1
2015,Texas,Big 12,Pre,9.0,9,1
2015,Oklahoma State,Big 12,Pre,21.0,21,1
2015,Michigan State,Big Ten,Pre,14.0,14,1
2015,DePaul,Big East,Pre,18.0,18,1
2015,West Virginia,Big 12,Pre,17.0,17,1
2015,Dayton,A-10,Pre,22.0,22,1
2015,UCLA,Pac-12,Pre,23.0,23,1
2015,UConn,AAC,Final,1.0,1,1
2015,Notre Dame,ACC,Final,2.0,2,1
2015,South Carolina,SEC,Final,3.0,3,1
2015,Maryland,Big Ten,Final,4.0,4,1
2015,Baylor,Big 12,Final,5.0,5,1
2015,Tennessee,SEC,Final,6.0,6,1
2015,Florida State,ACC,Final,7.0,7,1
2015,Louisville,ACC,Final,8.0,8,1
2015,Arizona State,Pac-12,Final,9.0,9,1
2015,Oregon State,Pac-12,Final,10.0,10,1
2015,Kentucky,SEC,Final,11.0,11,1
2015,Mississippi State,SEC,Final,12.0,12,1
2015,Princeton,Ivy,Final,13.0,13,1
2015,Stanford,Pac-12,Final,14.0,14,1
2015,UNC,ACC,Final,15.0,15,1
2015,Duke,ACC,Final,16.0,16,1
2015,Chattanooga,Southern,Final,17.0,17,1
2015,Iowa,Big Ten,Final,18.0,18,1
2015,George Washington,A-10,Final,19.0,19,1
2015,Florida Gulf Coast,A-Sun,Final,20.0,20,1
2015,Texas A&M,SEC,Final,21.0,21,1
2015,Northwestern,Big Ten,Final,22.0,22,1
2015,Ohio State,Big Ten,Final,23.0,23,1
2015,California,Pac-12,Final,24.0,24,1
2015,South Florida,AAC,Final,25.0,25,1
2015,UConn,AAC,3/2,1.0,1,1
2015,Notre Dame,ACC,3/2,2.0,2,1
2015,South Carolina,SEC,3/2,3.0,3,1
2015,Maryland,Big Ten,3/2,4.0,4,1
2015,Baylor,Big 12,3/2,6.0,6,1
2015,Tennessee,SEC,3/2,5.0,5,1
2015,Florida State,ACC,3/2,7.0,7,1
2015,Louisville,ACC,3/2,10.0,10,1
2015,Arizona State,Pac-12,3/2,9.0,9,1
2015,Oregon State,Pac-12,3/2,8.0,8,1
2015,Kentucky,SEC,3/2,12.0,12,1
2015,Mississippi State,SEC,3/2,11.0,11,1
2015,Princeton,Ivy,3/2,13.0,13,1
2015,Stanford,Pac-12,3/2,19.0,19,1
2015,UNC,ACC,3/2,15.0,15,1
2015,Duke,ACC,3/2,16.0,16,1
2015,Chattanooga,Southern,3/2,17.0,17,1
2015,Iowa,Big Ten,3/2,14.0,14,1
2015,George Washington,A-10,3/2,21.0,21,1
2015,Florida Gulf Coast,A-Sun,3/2,20.0,20,1
2015,Texas A&M,SEC,3/2,18.0,18,1
2015,Northwestern,Big Ten,3/2,24.0,24,1
2015,Seton Hall,Big East,3/2,25.0,25,1
2015,Syracuse,ACC,3/2,22.0,22,1
2015,Rutgers,Big Ten,3/2,23.0,23,1
2015,UConn,AAC,11/17,1.0,1,1
2015,Notre Dame,ACC,11/17,3.0,3,1
2015,South Carolina,SEC,11/17,2.0,2,1
2015,Maryland,Big Ten,11/17,9.0,9,1
2015,Baylor,Big 12,11/17,8.0,8,1
2015,Tennessee,SEC,11/17,4.0,4,1
2015,Louisville,ACC,11/17,12.0,12,1
2015,Oregon State,Pac-12,11/17,20.0,20,1
2015,Kentucky,SEC,11/17,13.0,13,1
2015,Stanford,Pac-12,11/17,6.0,6,1
2015,UNC,ACC,11/17,11.0,11,1
2015,Duke,ACC,11/17,7.0,7,1
2015,Iowa,Big Ten,11/17,18.0,18,1
2015,Texas A&M,SEC,11/17,5.0,5,1
2015,California,Pac-12,11/17,14.0,14,1
2015,Syracuse,ACC,11/17,23.0,23,1
2015,Rutgers,Big Ten,11/17,22.0,22,1
2015,Nebraska,Big Ten,11/17,16.0,16,1
2015,Georgia,SEC,11/17,24.0,24,1
2015,Texas,Big 12,11/17,10.0,10,1
2015,Oklahoma State,Big 12,11/17,21.0,21,1
2015,Michigan State,Big Ten,11/17,15.0,15,1
2015,DePaul,Big East,11/17,18.0,18,1
2015,West Virginia,Big 12,11/17,17.0,17,1
2015,Purdue,Big Ten,11/17,24.0,24,1
2015,Gonzaga,WCC,11/17,24.0,24,1
2015,UConn,AAC,11/24,3.0,3,1
2015,Notre Dame,ACC,11/24,2.0,2,1
2015,South Carolina,SEC,11/24,1.0,1,1
2015,Maryland,Big Ten,11/24,10.0,10,1
2015,Baylor,Big 12,11/24,13.0,13,1
2015,Tennessee,SEC,11/24,4.0,4,1
2015,Louisville,ACC,11/24,12.0,12,1
2015,Oregon State,Pac-12,11/24,19.0,19,1
2015,Kentucky,SEC,11/24,9.0,9,1
2015,Mississippi State,SEC,11/24,25.0,25,1
2015,Stanford,Pac-12,11/24,5.0,5,1
2015,UNC,ACC,11/24,11.0,11,1
2015,Duke,ACC,11/24,8.0,8,1
2015,Iowa,Big Ten,11/24,17.0,17,1
2015,Texas A&M,SEC,11/24,7.0,7,1
2015,California,Pac-12,11/24,14.0,14,1
2015,Syracuse,ACC,11/24,22.0,22,1
2015,Nebraska,Big Ten,11/24,15.0,15,1
2015,Georgia,SEC,11/24,22.0,22,1
2015,Texas,Big 12,11/24,6.0,6,1
2015,Oklahoma State,Big 12,11/24,20.0,20,1
2015,Michigan State,Big Ten,11/24,16.0,16,1
2015,DePaul,Big East,11/24,18.0,18,1
2015,West Virginia,Big 12,11/24,22.0,22,1
2015,UConn,AAC,12/1,3.0,3,1
2015,Notre Dame,ACC,12/1,2.0,2,1
2015,South Carolina,SEC,12/1,1.0,1,1
2015,Maryland,Big Ten,12/1,15.0,15,1
2015,Baylor,Big 12,12/1,11.0,11,1
2015,Tennessee,SEC,12/1,14.0,14,1
2015,Louisville,ACC,12/1,7.0,7,1
2015,Oregon State,Pac-12,12/1,17.0,17,1
2015,Kentucky,SEC,12/1,13.0,13,1
2015,Mississippi State,SEC,12/1,23.0,23,1
2015,Stanford,Pac-12,12/1,8.0,8,1
2015,UNC,ACC,12/1,6.0,6,1
2015,Duke,ACC,12/1,9.0,9,1
2015,Iowa,Big Ten,12/1,22.0,22,1
2015,Texas A&M,SEC,12/1,5.0,5,1
2015,California,Pac-12,12/1,10.0,10,1
2015,Syracuse,ACC,12/1,21.0,21,1
2015,Rutgers,Big Ten,12/1,18.0,18,1
2015,Nebraska,Big Ten,12/1,12.0,12,1
2015,Georgia,SEC,12/1,19.0,19,1
2015,Texas,Big 12,12/1,4.0,4,1
2015,Oklahoma State,Big 12,12/1,20.0,20,1
2015,Michigan State,Big Ten,12/1,16.0,16,1
2015,DePaul,Big East,12/1,25.0,25,1
2015,West Virginia,Big 12,12/1,24.0,24,1
2015,Arkansas,SEC,12/1,25.0,25,1
2015,UConn,AAC,12/8,2.0,2,1
2015,Notre Dame,ACC,12/8,5.0,5,1
2015,South Carolina,SEC,12/8,1.0,1,1
2015,Maryland,Big Ten,12/8,14.0,14,1
2015,Baylor,Big 12,12/8,9.0,9,1
2015,Tennessee,SEC,12/8,11.0,11,1
2015,Louisville,ACC,12/8,10.0,10,1
2015,Oregon State,Pac-12,12/8,15.0,15,1
2015,Kentucky,SEC,12/8,8.0,8,1
2015,Mississippi State,SEC,12/8,22.0,22,1
2015,Stanford,Pac-12,12/8,7.0,7,1
2015,UNC,ACC,12/8,6.0,6,1
2015,Duke,ACC,12/8,13.0,13,1
2015,Iowa,Big Ten,12/8,24.0,24,1
2015,Texas A&M,SEC,12/8,4.0,4,1
2015,California,Pac-12,12/8,18.0,18,1
2015,Syracuse,ACC,12/8,20.0,20,1
2015,Rutgers,Big Ten,12/8,17.0,17,1
2015,Nebraska,Big Ten,12/8,12.0,12,1
2015,Georgia,SEC,12/8,16.0,16,1
2015,Texas,Big 12,12/8,3.0,3,1
2015,Oklahoma State,Big 12,12/8,20.0,20,1
2015,Michigan State,Big Ten,12/8,19.0,19,1
2015,DePaul,Big East,12/8,25.0,25,1
2015,West Virginia,Big 12,12/8,23.0,23,1
2015,UConn,AAC,12/15,2.0,2,1
2015,Notre Dame,ACC,12/15,5.0,5,1
2015,South Carolina,SEC,12/15,1.0,1,1
2015,Maryland,Big Ten,12/15,14.0,14,1
2015,Baylor,Big 12,12/15,9.0,9,1
2015,Tennessee,SEC,12/15,11.0,11,1
2015,Louisville,ACC,12/15,10.0,10,1
2015,Oregon State,Pac-12,12/15,16.0,16,1
2015,Kentucky,SEC,12/15,8.0,8,1
2015,Mississippi State,SEC,12/15,21.0,21,1
2015,Stanford,Pac-12,12/15,7.0,7,1
2015,UNC,ACC,12/15,6.0,6,1
2015,Duke,ACC,12/15,13.0,13,1
2015,Iowa,Big Ten,12/15,23.0,23,1
2015,Texas A&M,SEC,12/15,4.0,4,1
2015,California,Pac-12,12/15,24.0,24,1
2015,Syracuse,ACC,12/15,19.0,19,1
2015,Rutgers,Big Ten,12/15,17.0,17,1
2015,Nebraska,Big Ten,12/15,12.0,12,1
2015,Georgia,SEC,12/15,15.0,15,1
2015,Texas,Big 12,12/15,3.0,3,1
2015,Oklahoma State,Big 12,12/15,19.0,19,1
2015,Michigan State,Big Ten,12/15,18.0,18,1
2015,DePaul,Big East,12/15,25.0,25,1
2015,West Virginia,Big 12,12/15,22.0,22,1
2015,UConn,AAC,12/22,2.0,2,1
2015,Notre Dame,ACC,12/22,4.0,4,1
2015,South Carolina,SEC,12/22,1.0,1,1
2015,Maryland,Big Ten,12/22,15.0,15,1
2015,Baylor,Big 12,12/22,6.0,6,1
2015,Tennessee,SEC,12/22,8.0,8,1
2015,Louisville,ACC,12/22,7.0,7,1
2015,Arizona State,Pac-12,12/22,25.0,25,1
2015,Oregon State,Pac-12,12/22,10.0,10,1
2015,Kentucky,SEC,12/22,12.0,12,1
2015,Mississippi State,SEC,12/22,19.0,19,1
2015,Stanford,Pac-12,12/22,16.0,16,1
2015,UNC,ACC,12/22,9.0,9,1
2015,Duke,ACC,12/22,10.0,10,1
2015,Iowa,Big Ten,12/22,23.0,23,1
2015,Texas A&M,SEC,12/22,5.0,5,1
2015,Syracuse,ACC,12/22,22.0,22,1
2015,Rutgers,Big Ten,12/22,17.0,17,1
2015,Nebraska,Big Ten,12/22,12.0,12,1
2015,Georgia,SEC,12/22,14.0,14,1
2015,Texas,Big 12,12/22,3.0,3,1
2015,Oklahoma State,Big 12,12/22,18.0,18,1
2015,Michigan State,Big Ten,12/22,20.0,20,1
2015,West Virginia,Big 12,12/22,21.0,21,1
2015,Green Bay,Horizon,12/22,24.0,24,1
2015,UConn,AAC,12/29,2.0,2,1
2015,Notre Dame,ACC,12/29,4.0,4,1
2015,South Carolina,SEC,12/29,1.0,1,1
2015,Maryland,Big Ten,12/29,14.0,14,1
2015,Baylor,Big 12,12/29,6.0,6,1
2015,Tennessee,SEC,12/29,8.0,8,1
2015,Louisville,ACC,12/29,7.0,7,1
2015,Arizona State,Pac-12,12/29,22.0,22,1
2015,Oregon State,Pac-12,12/29,13.0,13,1
2015,Kentucky,SEC,12/29,11.0,11,1
2015,Mississippi State,SEC,12/29,17.0,17,1
2015,Stanford,Pac-12,12/29,15.0,15,1
2015,UNC,ACC,12/29,9.0,9,1
2015,Duke,ACC,12/29,10.0,10,1
2015,Iowa,Big Ten,12/29,20.0,20,1
2015,Texas A&M,SEC,12/29,5.0,5,1
2015,Seton Hall,Big East,12/29,23.0,23,1
2015,Syracuse,ACC,12/29,21.0,21,1
2015,Rutgers,Big Ten,12/29,16.0,16,1
2015,Nebraska,Big Ten,12/29,12.0,12,1
2015,Georgia,SEC,12/29,19.0,19,1
2015,Texas,Big 12,12/29,3.0,3,1
2015,Oklahoma State,Big 12,12/29,18.0,18,1
2015,Michigan State,Big Ten,12/29,24.0,24,1
2015,DePaul,Big East,12/29,25.0,25,1
2015,UConn,AAC,1/5,2.0,2,1
2015,Notre Dame,ACC,1/5,4.0,4,1
2015,South Carolina,SEC,1/5,1.0,1,1
2015,Maryland,Big Ten,1/5,12.0,12,1
2015,Baylor,Big 12,1/5,5.0,5,1
2015,Tennessee,SEC,1/5,7.0,7,1
2015,Louisville,ACC,1/5,6.0,6,1
2015,Arizona State,Pac-12,1/5,18.0,18,1
2015,Oregon State,Pac-12,1/5,11.0,11,1
2015,Kentucky,SEC,1/5,10.0,10,1
2015,Mississippi State,SEC,1/5,14.0,14,1
2015,Princeton,Ivy,1/5,22.0,22,1
2015,Stanford,Pac-12,1/5,15.0,15,1
2015,UNC,ACC,1/5,8.0,8,1
2015,Duke,ACC,1/5,13.0,13,1
2015,Iowa,Big Ten,1/5,17.0,17,1
2015,Texas A&M,SEC,1/5,9.0,9,1
2015,Syracuse,ACC,1/5,21.0,21,1
2015,Rutgers,Big Ten,1/5,24.0,24,1
2015,Nebraska,Big Ten,1/5,19.0,19,1
2015,Georgia,SEC,1/5,20.0,20,1
2015,Texas,Big 12,1/5,3.0,3,1
2015,Minnesota,Big Ten,1/5,23.0,23,1
2015,Western Kentucky,CUSA,1/5,25.0,25,1
2015,Oklahoma State,Big 12,1/5,16.0,16,1
2015,UConn,AAC,1/12,2.0,2,1
2015,Notre Dame,ACC,1/12,7.0,7,1
2015,South Carolina,SEC,1/12,1.0,1,1
2015,Maryland,Big Ten,1/12,8.0,8,1
2015,Baylor,Big 12,1/12,3.0,3,1
2015,Tennessee,SEC,1/12,6.0,6,1
2015,Florida State,ACC,1/12,20.0,20,1
2015,Louisville,ACC,1/12,4.0,4,1
2015,Arizona State,Pac-12,1/12,14.0,14,1
2015,Oregon State,Pac-12,1/12,9.0,9,1
2015,Kentucky,SEC,1/12,10.0,10,1
2015,Mississippi State,SEC,1/12,15.0,15,1
2015,Princeton,Ivy,1/12,19.0,19,1
2015,Stanford,Pac-12,1/12,13.0,13,1
2015,UNC,ACC,1/12,12.0,12,1
2015,Duke,ACC,1/12,16.0,16,1
2015,Iowa,Big Ten,1/12,22.0,22,1
2015,Texas A&M,SEC,1/12,11.0,11,1
2015,Syracuse,ACC,1/12,25.0,25,1
2015,Rutgers,Big Ten,1/12,24.0,24,1
2015,Nebraska,Big Ten,1/12,17.0,17,1
2015,Georgia,SEC,1/12,18.0,18,1
2015,Texas,Big 12,1/12,5.0,5,1
2015,Minnesota,Big Ten,1/12,23.0,23,1
2015,Oklahoma State,Big 12,1/12,21.0,21,1
2015,UConn,AAC,1/19,2.0,2,1
2015,Notre Dame,ACC,1/19,6.0,6,1
2015,South Carolina,SEC,1/19,1.0,1,1
2015,Maryland,Big Ten,1/19,7.0,7,1
2015,Baylor,Big 12,1/19,3.0,3,1
2015,Tennessee,SEC,1/19,5.0,5,1
2015,Florida State,ACC,1/19,17.0,17,1
2015,Louisville,ACC,1/19,4.0,4,1
2015,Arizona State,Pac-12,1/19,13.0,13,1
2015,Oregon State,Pac-12,1/19,9.0,9,1
2015,Kentucky,SEC,1/19,14.0,14,1
2015,Mississippi State,SEC,1/19,18.0,18,1
2015,Princeton,Ivy,1/19,19.0,19,1
2015,Stanford,Pac-12,1/19,11.0,11,1
2015,UNC,ACC,1/19,12.0,12,1
2015,Duke,ACC,1/19,15.0,15,1
2015,Iowa,Big Ten,1/19,20.0,20,1
2015,Texas A&M,SEC,1/19,10.0,10,1
2015,Syracuse,ACC,1/19,23.0,23,1
2015,Rutgers,Big Ten,1/19,25.0,25,1
2015,Nebraska,Big Ten,1/19,16.0,16,1
2015,Georgia,SEC,1/19,22.0,22,1
2015,Texas,Big 12,1/19,8.0,8,1
2015,Minnesota,Big Ten,1/19,21.0,21,1
2015,Western Kentucky,CUSA,1/19,24.0,24,1
2015,UConn,AAC,1/26,2.0,2,1
2015,Notre Dame,ACC,1/26,4.0,4,1
2015,South Carolina,SEC,1/26,1.0,1,1
2015,Maryland,Big Ten,1/26,5.0,5,1
2015,Baylor,Big 12,1/26,3.0,3,1
2015,Tennessee,SEC,1/26,6.0,6,1
2015,Florida State,ACC,1/26,9.0,9,1
2015,Louisville,ACC,1/26,8.0,8,1
2015,Arizona State,Pac-12,1/26,11.0,11,1
2015,Oregon State,Pac-12,1/26,7.0,7,1
2015,Kentucky,SEC,1/26,10.0,10,1
2015,Mississippi State,SEC,1/26,18.0,18,1
2015,Princeton,Ivy,1/26,19.0,19,1
2015,Stanford,Pac-12,1/26,12.0,12,1
2015,UNC,ACC,1/26,16.0,16,1
2015,Duke,ACC,1/26,17.0,17,1
2015,Chattanooga,Southern,1/26,25.0,25,1
2015,Iowa,Big Ten,1/26,20.0,20,1
2015,Texas A&M,SEC,1/26,12.0,12,1
2015,Syracuse,ACC,1/26,23.0,23,1
2015,Rutgers,Big Ten,1/26,22.0,22,1
2015,Nebraska,Big Ten,1/26,15.0,15,1
2015,Georgia,SEC,1/26,21.0,21,1
2015,Texas,Big 12,1/26,14.0,14,1
2015,Oklahoma,Big 12,1/26,24.0,24,1
2015,UConn,AAC,2/2,2.0,2,1
2015,Notre Dame,ACC,2/2,4.0,4,1
2015,South Carolina,SEC,2/2,1.0,1,1
2015,Maryland,Big Ten,2/2,5.0,5,1
2015,Baylor,Big 12,2/2,3.0,3,1
2015,Tennessee,SEC,2/2,6.0,6,1
2015,Florida State,ACC,2/2,9.0,9,1
2015,Louisville,ACC,2/2,8.0,8,1
2015,Arizona State,Pac-12,2/2,10.0,10,1
2015,Oregon State,Pac-12,2/2,7.0,7,1
2015,Kentucky,SEC,2/2,11.0,11,1
2015,Mississippi State,SEC,2/2,17.0,17,1
2015,Princeton,Ivy,2/2,18.0,18,1
2015,Stanford,Pac-12,2/2,12.0,12,1
2015,UNC,ACC,2/2,13.0,13,1
2015,Duke,ACC,2/2,15.0,15,1
2015,Chattanooga,Southern,2/2,23.0,23,1
2015,Iowa,Big Ten,2/2,16.0,16,1
2015,George Washington,A-10,2/2,24.0,24,1
2015,Texas A&M,SEC,2/2,14.0,14,1
2015,Syracuse,ACC,2/2,25.0,25,1
2015,Rutgers,Big Ten,2/2,21.0,21,1
2015,Nebraska,Big Ten,2/2,19.0,19,1
2015,Georgia,SEC,2/2,22.0,22,1
2015,Texas,Big 12,2/2,20.0,20,1
2015,UConn,AAC,2/9,2.0,2,1
2015,Notre Dame,ACC,2/9,4.0,4,1
2015,South Carolina,SEC,2/9,1.0,1,1
2015,Maryland,Big Ten,2/9,5.0,5,1
2015,Baylor,Big 12,2/9,3.0,3,1
2015,Tennessee,SEC,2/9,6.0,6,1
2015,Florida State,ACC,2/9,7.0,7,1
2015,Louisville,ACC,2/9,9.0,9,1
2015,Arizona State,Pac-12,2/9,12.0,12,1
2015,Oregon State,Pac-12,2/9,8.0,8,1
2015,Kentucky,SEC,2/9,10.0,10,1
2015,Mississippi State,SEC,2/9,13.0,13,1
2015,Princeton,Ivy,2/9,16.0,16,1
2015,Stanford,Pac-12,2/9,19.0,19,1
2015,UNC,ACC,2/9,17.0,17,1
2015,Duke,ACC,2/9,11.0,11,1
2015,Chattanooga,Southern,2/9,21.0,21,1
2015,Iowa,Big Ten,2/9,14.0,14,1
2015,George Washington,A-10,2/9,20.0,20,1
2015,Texas A&M,SEC,2/9,15.0,15,1
2015,South Florida,AAC,2/9,25.0,25,1
2015,Syracuse,ACC,2/9,23.0,23,1
2015,Rutgers,Big Ten,2/9,18.0,18,1
2015,Nebraska,Big Ten,2/9,22.0,22,1
2015,Georgia,SEC,2/9,24.0,24,1
2015,UConn,AAC,2/16,1.0,1,1
2015,Notre Dame,ACC,2/16,4.0,4,1
2015,South Carolina,SEC,2/16,2.0,2,1
2015,Maryland,Big Ten,2/16,5.0,5,1
2015,Baylor,Big 12,2/16,3.0,3,1
2015,Tennessee,SEC,2/16,6.0,6,1
2015,Florida State,ACC,2/16,9.0,9,1
2015,Louisville,ACC,2/16,8.0,8,1
2015,Arizona State,Pac-12,2/16,12.0,12,1
2015,Oregon State,Pac-12,2/16,7.0,7,1
2015,Kentucky,SEC,2/16,11.0,11,1
2015,Mississippi State,SEC,2/16,14.0,14,1
2015,Princeton,Ivy,2/16,16.0,16,1
2015,Stanford,Pac-12,2/16,18.0,18,1
2015,UNC,ACC,2/16,17.0,17,1
2015,Duke,ACC,2/16,10.0,10,1
2015,Chattanooga,Southern,2/16,20.0,20,1
