Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,36,0,89.1,50.3,38.78,,12.90,,29.73,21.95,51.68,128.65,59.47,69.18,2026-03-24
2,UCLA,Big Ten,,2,33,1,85.5,56.9,28.59,,19.92,,27.45,21.06,48.51,131.98,65.26,66.73,2026-03-24
3,South Carolina,SEC,,4,33,3,87.2,57.4,29.81,,18.65,,29.24,19.22,48.46,127.02,63.94,63.08,2026-03-24
4,LSU,SEC,,5,29,5,95.3,60.4,34.94,,13.02,,34.67,13.29,47.96,126.35,67.33,59.02,2026-03-24
5,Texas,SEC,,3,33,3,85.4,56.4,29.08,,17.99,,26.68,20.40,47.07,125.75,63.85,61.90,2026-03-24
6,Michigan,Big Ten,,9,27,6,83.9,62.5,21.36,,17.98,,24.60,14.74,39.34,118.00,67.08,50.92,2026-03-24
7,Vanderbilt,SEC,,6,29,4,84.9,65.1,19.79,,14.88,,25.33,9.34,34.67,122.68,77.28,45.39,2026-03-24
8,Oklahoma,SEC,,10,26,7,86.5,67.9,18.58,,15.99,,26.63,7.94,34.57,113.32,70.55,42.76,2026-03-24
9,Duke,ACC,,8,26,8,74.2,58.7,15.50,,18.50,,16.39,17.61,34.00,111.84,66.90,44.94,2026-03-24
10,Louisville,ACC,,13,29,7,79.4,60.7,18.69,,14.23,,20.09,12.83,32.92,118.69,74.91,43.78,2026-03-24
11,Texas Christian,Big 12,,14,31,5,77.4,55.9,21.44,,10.58,,15.62,16.41,32.03,113.61,70.95,42.66,2026-03-24
12,Maryland,Big Ten,,17,24,9,82.3,63.7,18.61,,13.22,,21.98,9.85,31.83,116.20,73.77,42.43,2026-03-24
13,West Virginia,Big 12,,11,28,7,76.3,58.4,17.91,,13.67,,16.99,14.60,31.59,113.95,72.22,41.73,2026-03-24
14,Minnesota,Big Ten,,18,24,8,74.6,58.1,16.53,,14.93,,14.64,16.82,31.46,115.48,71.97,43.51,2026-03-24
15,Kentucky,SEC,,16,25,10,75.5,60.5,14.97,,16.45,,15.90,15.52,31.42,115.69,73.26,42.43,2026-03-24
16,Ohio State,Big Ten,,12,27,8,81.3,66.3,14.94,,16.40,,22.20,9.15,31.34,114.37,74.20,40.17,2026-03-24
17,Michigan State,Big Ten,,20,23,9,82.1,66.1,15.97,,15.07,,21.66,9.38,31.04,118.05,77.00,41.05,2026-03-24
18,Iowa,Big Ten,,7,27,7,76.2,65.2,11.00,,20.01,,18.01,13.00,31.01,113.30,72.03,41.27,2026-03-24
19,UNC,ACC,,15,28,7,75.6,58.9,16.63,,12.85,,15.13,14.35,29.48,111.22,72.19,39.02,2026-03-24
20,Ole Miss,SEC,,19,24,12,75.3,62.2,13.06,,15.26,,15.65,12.67,28.32,112.05,75.28,36.76,2026-03-24
21,Notre Dame,ACC,,22,24,10,78.1,65.0,13.09,,14.98,,18.28,9.79,28.06,112.65,76.34,36.31,2026-03-24
22,Tennessee,SEC,,,16,14,76.4,69.6,6.80,,20.52,,19.27,8.05,27.32,111.38,76.05,35.34,2026-03-24
23,USC,Big Ten,,,18,14,69.7,64.2,5.50,,21.41,,12.50,14.41,26.91,107.13,70.91,36.22,2026-03-24
24,Nebraska,Big Ten,,,19,13,78.7,67.3,11.34,,15.44,,18.37,8.42,26.78,116.02,79.90,36.12,2026-03-24
25,NC State,ACC,,,21,11,76.7,67.1,9.63,,16.61,,17.79,8.45,26.24,112.28,77.87,34.41,2026-03-24
26,Washington,Big Ten,,,22,11,71.3,62.0,9.36,,16.57,,12.43,13.51,25.93,111.55,75.88,35.67,2026-03-24
27,Oregon,Big Ten,,,23,13,74.1,65.4,8.75,,16.83,,15.18,10.40,25.58,109.06,75.09,33.97,2026-03-24
28,Alabama,SEC,,,24,11,70.0,61.6,8.43,,17.12,,11.59,13.97,25.55,109.98,75.24,34.73,2026-03-24
29,Oklahoma State,Big 12,,,24,10,81.1,64.2,16.85,,10.24,,18.41,7.08,25.49,116.31,83.03,33.28,2026-03-24
30,Illinois,Big Ten,,,22,12,76.5,66.1,10.44,,14.35,,15.43,9.36,24.79,112.35,79.38,32.97,2026-03-24
31,Iowa State,Big 12,,,22,10,81.7,67.3,14.41,,9.50,,20.48,3.43,23.91,116.43,84.51,31.92,2026-03-24
32,Baylor,Big 12,,21,25,9,70.6,60.3,10.26,,13.47,,11.51,12.23,23.74,104.49,72.58,31.91,2026-03-24
33,Georgia,SEC,,24,22,10,73.6,62.1,11.44,,12.05,,12.61,10.87,23.48,109.32,78.27,31.05,2026-03-24
34,Texas Tech,Big 12,,25,26,8,70.8,59.1,11.65,,11.75,,9.92,13.48,23.40,105.64,74.78,30.87,2026-03-24
35,Virginia,ACC,,,22,11,75.2,64.6,10.55,,10.92,,14.45,7.01,21.47,110.20,81.39,28.81,2026-03-24
36,Villanova,Big East,,,25,8,71.2,61.2,10.00,,11.23,,11.68,9.55,21.23,106.68,77.56,29.12,2026-03-24
37,Virginia Tech,ACC,,,23,10,72.5,61.5,10.94,,9.34,,11.00,9.28,20.28,103.00,76.85,26.15,2026-03-24
38,Syracuse,ACC,,,24,9,73.5,64.5,9.06,,11.07,,12.86,7.27,20.13,104.35,78.36,25.99,2026-03-24
39,Mississippi State,SEC,,,18,13,74.8,67.1,7.71,,12.39,,13.76,6.33,20.10,107.66,81.57,26.09,2026-03-24
