Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,34,0,88.8,50.4,38.38,,13.07,,29.40,22.05,51.45,128.07,59.19,68.88,2026-03-21
2,UCLA,Big Ten,,2,31,1,85.1,57.0,28.13,,20.71,,27.62,21.22,48.84,131.96,64.74,67.21,2026-03-21
3,South Carolina,SEC,,4,31,3,86.3,57.9,28.35,,19.11,,28.39,19.07,47.46,126.50,64.48,62.02,2026-03-21
4,LSU,SEC,,5,28,5,95.1,60.8,34.36,,12.65,,34.24,12.77,47.01,125.47,67.86,57.62,2026-03-21
5,Texas,SEC,,3,32,3,85.0,56.3,28.71,,17.71,,26.15,20.28,46.43,124.92,63.88,61.04,2026-03-21
6,Michigan,Big Ten,,9,26,6,83.6,62.5,21.13,,18.09,,24.44,14.77,39.21,117.67,66.84,50.83,2026-03-21
7,Oklahoma,SEC,,10,25,7,86.8,67.8,18.97,,15.48,,26.83,7.62,34.45,113.55,70.97,42.58,2026-03-21
8,Vanderbilt,SEC,,6,27,4,84.7,65.5,19.16,,14.98,,25.30,8.84,34.14,122.74,77.97,44.77,2026-03-21
9,Duke,ACC,,8,25,8,74.3,59.1,15.27,,18.34,,16.47,17.15,33.62,111.82,67.37,44.45,2026-03-21
10,Louisville,ACC,,13,27,7,79.9,60.8,19.18,,14.18,,20.35,13.01,33.36,118.64,74.45,44.20,2026-03-21
11,Iowa,Big Ten,,7,26,6,76.8,65.2,11.63,,21.01,,18.89,13.75,32.63,114.83,71.47,43.36,2026-03-21
12,Maryland,Big Ten,,17,24,8,82.8,63.3,19.44,,13.09,,22.41,10.12,32.53,116.71,73.28,43.43,2026-03-21
13,Texas Christian,Big 12,,14,30,5,77.8,55.9,21.97,,10.54,,16.02,16.49,32.51,114.22,70.90,43.32,2026-03-21
14,Ohio State,Big Ten,,12,26,7,81.7,66.2,15.52,,16.96,,22.95,9.53,32.48,115.13,73.49,41.64,2026-03-21
15,Minnesota,Big Ten,,18,23,8,74.9,57.9,17.00,,14.88,,14.90,16.99,31.88,115.53,71.35,44.19,2026-03-21
16,West Virginia,Big 12,,11,27,6,76.3,58.1,18.18,,13.66,,16.77,15.08,31.84,113.41,71.41,42.00,2026-03-21
17,Michigan State,Big Ten,,20,23,8,82.5,65.8,16.68,,14.80,,22.11,9.37,31.47,118.65,76.89,41.76,2026-03-21
18,Kentucky,SEC,,16,23,10,75.6,60.2,15.39,,15.92,,15.78,15.54,31.32,115.65,73.27,42.38,2026-03-21
19,UNC,ACC,,15,27,7,75.6,58.7,16.88,,12.33,,15.09,14.13,29.21,111.11,72.39,38.72,2026-03-21
20,Ole Miss,SEC,,19,24,11,75.6,62.1,13.49,,14.76,,15.71,12.53,28.24,111.82,75.16,36.66,2026-03-21
21,USC,Big Ten,,,17,13,69.9,62.9,7.07,,20.93,,12.43,15.57,28.00,107.82,70.25,37.57,2026-03-21
22,Notre Dame,ACC,,22,22,10,77.9,64.9,13.00,,14.65,,18.11,9.54,27.65,112.54,76.76,35.78,2026-03-21
23,Tennessee,SEC,,,16,14,76.4,69.6,6.80,,20.49,,19.31,7.98,27.29,111.40,76.09,35.31,2026-03-21
24,Nebraska,Big Ten,,,19,13,78.7,67.3,11.34,,15.89,,18.60,8.64,27.23,116.25,79.46,36.78,2026-03-21
25,NC State,ACC,,,21,10,77.2,66.3,10.87,,15.92,,18.02,8.78,26.80,112.42,77.23,35.19,2026-03-21
26,Oregon,Big Ten,,,23,12,74.6,64.4,10.20,,16.34,,15.43,11.11,26.54,109.29,73.95,35.34,2026-03-21
27,Washington,Big Ten,,,22,10,71.7,62.0,9.75,,16.56,,12.80,13.51,26.31,112.08,75.82,36.26,2026-03-21
28,Oklahoma State,Big 12,,,23,9,81.5,63.4,18.06,,9.20,,18.28,7.31,25.58,115.79,82.45,33.34,2026-03-21
29,Illinois,Big Ten,,,21,11,77.5,66.1,11.38,,13.95,,16.20,9.13,25.32,113.14,79.43,33.71,2026-03-21
30,Alabama,SEC,,,23,10,70.1,61.5,8.58,,16.66,,11.44,13.80,25.24,109.64,75.36,34.28,2026-03-21
31,Iowa State,Big 12,,,22,9,82.3,67.2,15.16,,9.54,,21.23,3.47,24.70,117.24,84.19,33.05,2026-03-21
32,Texas Tech,Big 12,,25,26,7,71.5,57.9,13.64,,10.96,,10.54,14.06,24.60,106.33,73.70,32.63,2026-03-21
33,Baylor,Big 12,,21,25,8,71.3,60.0,11.27,,13.21,,12.12,12.37,24.49,105.25,72.26,32.99,2026-03-21
34,Georgia,SEC,,24,22,9,73.6,61.5,12.10,,11.69,,12.53,11.26,23.79,109.23,77.73,31.50,2026-03-21
35,Villanova,Big East,,,25,8,71.2,61.2,10.00,,11.27,,11.74,9.54,21.27,106.75,77.50,29.24,2026-03-21
36,Virginia,ACC,,,20,11,74.7,64.0,10.68,,9.95,,13.56,7.07,20.62,109.62,81.82,27.80,2026-03-21
37,Colorado,Big 12,,,22,11,67.8,60.7,7.12,,13.30,,7.99,12.43,20.42,102.60,75.42,27.18,2026-03-21
38,Syracuse,ACC,,,23,8,74.5,63.4,11.06,,9.36,,13.38,7.05,20.42,104.62,78.09,26.53,2026-03-21
39,Virginia Tech,ACC,,,23,10,72.5,61.5,10.94,,9.41,,11.09,9.26,20.35,103.04,76.76,26.29,2026-03-21
40,Mississippi State,SEC,,,18,13,74.8,67.1,7.71,,12.34,,13.78,6.27,20.05,107.64,81.57,26.07,2026-03-21
41,Florida,SEC,,,18,15,73.2,66.8,6.45,,13.17,,11.91,7.71,19.63,105.35,80.28,25.07,2026-03-21
42,Stanford,ACC,,,20,13,70.5,62.7,7.82,,11.41,,9.53,9.70,19.23,104.76,78.23,26.53,2026-03-21
43,Clemson,ACC,,,21,11,67.7,58.7,9.00,,9.62,,5.87,12.75,18.62,106.97,81.49,25.48,2026-03-21
