Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
19,UNC,ACC,,15,28,8,74.6,59.1,15.58,,13.92,,14.65,14.86,29.51,110.57,71.53,39.04,2026-03-28
20,Notre Dame,ACC,,22,25,10,77.8,65.0,12.80,,15.50,,18.05,10.26,28.30,112.28,75.66,36.62,2026-03-28
21,Ole Miss,SEC,,19,24,12,75.3,62.2,13.06,,15.17,,15.62,12.60,28.22,112.05,75.41,36.64,2026-03-28
22,Tennessee,SEC,,,16,14,76.4,69.6,6.80,,20.41,,19.23,7.98,27.21,111.36,76.17,35.19,2026-03-28
23,USC,Big Ten,,,18,14,69.7,64.2,5.50,,21.34,,12.49,14.35,26.84,107.14,71.01,36.13,2026-03-28
24,Nebraska,Big Ten,,,19,13,78.7,67.3,11.34,,15.42,,18.35,8.41,26.77,116.03,79.93,36.11,2026-03-28
25,NC State,ACC,,,21,11,76.7,67.1,9.63,,16.58,,17.79,8.42,26.20,112.29,77.93,34.36,2026-03-28
26,Washington,Big Ten,,,22,11,71.3,62.0,9.36,,16.52,,12.40,13.49,25.89,111.55,75.93,35.62,2026-03-28
27,Oregon,Big Ten,,,23,13,74.1,65.4,8.75,,16.78,,15.15,10.38,25.53,109.05,75.14,33.91,2026-03-28
28,Oklahoma State,Big 12,,,24,10,81.1,64.2,16.85,,10.25,,18.39,7.10,25.49,116.32,83.01,33.31,2026-03-28
29,Alabama,SEC,,,24,11,70.0,61.6,8.43,,17.02,,11.54,13.91,25.45,109.95,75.35,34.61,2026-03-28
30,Illinois,Big Ten,,,22,12,76.5,66.1,10.44,,14.31,,15.43,9.32,24.75,112.38,79.46,32.92,2026-03-28
31,Iowa State,Big 12,,,22,10,81.7,67.3,14.41,,9.52,,20.48,3.45,23.92,116.45,84.50,31.95,2026-03-28
32,Baylor,Big 12,,21,25,9,70.6,60.3,10.26,,13.49,,11.49,12.27,23.76,104.49,72.55,31.94,2026-03-28
33,Georgia,SEC,,24,22,10,73.6,62.1,11.44,,11.95,,12.54,10.84,23.38,109.26,78.32,30.93,2026-03-28
34,Texas Tech,Big 12,,25,26,8,70.8,59.1,11.65,,11.74,,9.88,13.50,23.38,105.60,74.74,30.86,2026-03-28
35,Virginia,ACC,,,22,11,75.2,64.6,10.55,,10.86,,14.45,6.96,21.41,110.20,81.49,28.72,2026-03-28
36,Villanova,Big East,,,25,8,71.2,61.2,10.00,,11.18,,11.68,9.50,21.18,106.71,77.65,29.05,2026-03-28
37,Virginia Tech,ACC,,,23,10,72.5,61.5,10.94,,9.32,,11.01,9.26,20.26,103.02,76.91,26.11,2026-03-28
38,Syracuse,ACC,,,24,9,73.5,64.5,9.06,,11.03,,12.85,7.24,20.09,104.34,78.42,25.92,2026-03-28
39,Mississippi State,SEC,,,18,13,74.8,67.1,7.71,,12.27,,13.70,6.28,19.98,107.62,81.67,25.95,2026-03-28
40,Colorado,Big 12,,,22,12,67.5,60.9,6.65,,13.31,,7.56,12.39,19.96,102.25,75.75,26.50,2026-03-28
41,Florida,SEC,,,18,15,73.2,66.8,6.45,,13.10,,11.85,7.71,19.56,105.34,80.39,24.95,2026-03-28
42,Clemson,ACC,,,21,12,67.7,59.1,8.61,,10.13,,6.13,12.61,18.73,106.91,81.35,25.56,2026-03-28
43,Stanford,ACC,,,21,14,70.5,63.2,7.29,,11.23,,9.60,8.92,18.51,104.71,79.20,25.51,2026-03-28
44,California,ACC,,,21,15,69.8,63.8,5.94,,11.82,,8.98,8.79,17.76,104.47,80.97,23.50,2026-03-28
45,Kansas,Big 12,,,22,13,72.1,65.1,6.97,,12.37,,10.58,6.97,17.55,106.47,82.97,23.50,2026-03-28
46,James Madison,Sun Belt,,,26,9,74.2,61.3,12.89,,4.54,,9.64,7.79,17.42,102.99,79.59,23.40,2026-03-28
47,BYU,Big 12,,,25,11,70.8,63.9,6.89,,10.26,,9.77,7.38,17.15,101.63,79.51,22.12,2026-03-28
48,Arizona State,Big 12,,,24,11,66.2,60.5,5.71,,11.17,,4.49,12.39,16.88,97.50,75.16,22.35,2026-03-28
49,Richmond,A-10,,,26,8,72.1,59.5,12.65,,4.22,,9.61,7.26,16.86,109.06,85.49,23.57,2026-03-28
50,Kansas State,Big 12,,,19,18,69.9,67.5,2.38,,14.47,,10.44,6.41,16.85,104.82,82.78,22.04,2026-03-28
51,Miami (FL),ACC,,,18,15,70.5,65.6,4.94,,11.85,,9.70,7.09,16.79,103.39,81.73,21.66,2026-03-28
52,South Dakota State,Summit,,,27,7,75.9,61.6,14.35,,2.31,,10.31,6.35,16.66,107.56,84.35,23.21,2026-03-28
53,Indiana,Big Ten,,,18,14,71.4,70.2,1.22,,15.27,,11.28,5.21,16.49,108.22,87.00,21.22,2026-03-28
54,Princeton,Ivy,,23,26,4,72.4,60.7,11.63,,4.63,,10.11,6.16,16.27,109.45,86.75,22.70,2026-03-28
55,Columbia,Ivy,,,23,8,71.6,58.8,12.81,,3.11,,9.47,6.45,15.92,103.68,82.22,21.47,2026-03-28
56,Utah,Big 12,,,19,13,68.0,65.5,2.50,,13.05,,7.55,7.25,14.80,101.74,82.41,19.34,2026-03-28
57,Texas A&M,SEC,,,14,13,64.7,67.6,-2.85,,17.58,,6.36,8.37,14.73,98.97,79.87,19.10,2026-03-28
58,Rhode Island,A-10,,,28,5,67.3,54.2,13.09,,1.89,,3.36,10.28,13.64,102.35,82.93,19.42,2026-03-28
59,North Dakota State,Summit,,,29,5,78.4,59.8,18.62,,-3.97,,10.41,2.85,13.25,107.53,88.76,18.77,2026-03-28
60,Gonzaga,WCC,,,24,10,74.1,65.0,9.15,,4.10,,10.25,2.99,13.24,104.44,86.42,18.02,2026-03-28
61,Seton Hall,Big East,,,19,13,67.5,64.2,3.34,,9.32,,6.92,5.75,12.67,100.57,84.10,16.47,2026-03-28
62,Georgia Tech,ACC,,,14,19,65.8,65.9,-0.12,,12.49,,5.12,7.25,12.37,94.49,78.53,15.96,2026-03-28
63,Marquette,Big East,,,18,12,67.7,63.0,4.63,,8.92,,5.75,6.48,12.23,101.38,85.41,15.98,2026-03-28
64,Harvard,Ivy,,,20,12,65.3,56.7,8.66,,3.52,,2.14,10.04,12.18,96.02,79.36,16.66,2026-03-28
65,Purdue,Big Ten,,,13,17,69.4,72.2,-2.80,,14.87,,9.57,2.50,12.07,104.84,88.83,16.01,2026-03-28
66,Wisconsin,Big Ten,,,16,17,68.3,72.1,-3.76,,15.59,,9.06,2.78,11.83,103.28,87.90,15.37,2026-03-28
67,South Florida,American,,,20,12,70.4,66.5,3.94,,7.81,,8.37,3.37,11.74,101.19,86.38,14.82,2026-03-28
68,Fairfield,MAAC,,,28,5,75.0,56.5,18.55,,-6.83,,7.59,4.13,11.72,103.40,87.29,16.11,2026-03-28
69,George Mason,A-10,,,23,10,67.3,60.1,7.21,,4.16,,4.53,6.84,11.37,98.43,82.21,16.21,2026-03-28
70,Rice,American,,,29,6,69.5,59.6,9.83,,1.30,,4.78,6.36,11.13,97.63,83.05,14.58,2026-03-28
71,Missouri,SEC,,,17,17,72.4,76.5,-4.15,,15.25,,12.48,-1.37,11.11,105.48,91.25,14.23,2026-03-28
72,Auburn,SEC,,,15,17,59.3,62.9,-3.56,,14.54,,-0.34,11.32,10.98,93.91,80.26,13.66,2026-03-28
73,Colorado State,MWC,,,27,8,66.4,55.2,11.23,,0.53,,1.05,9.71,10.76,99.04,83.69,15.35,2026-03-28
74,Montana State,Big Sky,,,27,7,74.2,60.8,13.44,,-0.86,,6.64,3.94,10.58,94.65,81.31,13.34,2026-03-28
75,San Diego State,MWC,,,27,6,70.1,60.1,10.06,,1.78,,5.27,5.01,10.28,101.81,87.37,14.45,2026-03-28
76,Troy,Sun Belt,,,25,8,81.3,69.9,11.45,,0.46,,12.74,-2.66,10.08,97.97,86.76,11.22,2026-03-28
77,Davidson,A-10,,,21,12,65.4,58.1,7.33,,2.69,,2.00,8.02,10.02,96.81,83.12,13.69,2026-03-28
78,Penn State,Big Ten,,,11,18,74.4,82.2,-7.79,,17.30,,16.31,-6.80,9.51,105.84,93.25,12.60,2026-03-28
79,Santa Clara,WCC,,,24,10,80.2,68.6,11.62,,1.47,,13.65,-4.15,9.50,100.96,89.18,11.78,2026-03-28
80,Creighton,Big East,,,16,15,67.5,68.8,-1.26,,10.69,,7.21,2.22,9.43,101.65,89.10,12.54,2026-03-28
81,Ball State,MAC,,,26,7,78.7,66.0,12.70,,-1.15,,10.81,-1.52,9.29,99.92,88.76,11.16,2026-03-28
82,Oregon State,WCC,,,23,12,67.0,61.0,6.00,,4.43,,2.26,6.81,9.07,98.29,86.16,12.13,2026-03-28
83,Georgetown,Big East,,,14,17,62.6,62.5,0.16,,8.63,,1.87,6.92,8.79,95.95,84.56,11.39,2026-03-28
84,Florida State,ACC,,,10,21,71.5,77.1,-5.55,,14.12,,11.80,-3.24,8.57,98.81,88.36,10.44,2026-03-28
85,Arkansas State,Sun Belt,,,26,9,76.9,66.5,10.43,,-0.71,,8.92,-0.39,8.53,94.90,85.05,9.85,2026-03-28
86,Nevada-Las Vegas,MWC,,,21,11,68.7,62.8,5.84,,2.64,,6.09,2.40,8.49,100.90,89.49,11.41,2026-03-28
87,Louisiana Tech,CUSA,,,26,7,72.8,58.5,14.24,,-1.54,,4.29,4.18,8.47,101.57,89.51,12.06,2026-03-28
88,Miami (OH),MAC,,,28,7,70.5,59.1,11.37,,-1.21,,1.75,6.29,8.04,95.39,84.59,10.80,2026-03-28
89,Georgia Southern,Sun Belt,,,23,8,71.8,64.8,7.03,,2.70,,3.60,4.30,7.90,98.76,87.96,10.80,2026-03-28
90,Murray State,MVC,,,31,4,85.6,73.9,11.71,,-2.65,,16.29,-8.55,7.73,106.17,96.44,9.73,2026-03-28
91,Saint Joseph's,A-10,,,20,11,66.5,58.5,8.00,,2.34,,1.45,6.24,7.69,97.93,87.16,10.77,2026-03-28
92,Arkansas,SEC,,,12,20,70.4,76.0,-5.56,,13.20,,9.70,-2.06,7.64,97.13,87.47,9.66,2026-03-28
93,North Texas,American,,,19,14,70.6,62.1,8.55,,2.44,,3.46,4.15,7.60,93.60,83.97,9.63,2026-03-28
94,Cincinnati,Big 12,,,11,20,70.0,73.4,-3.35,,12.05,,8.54,-1.25,7.29,100.88,91.30,9.58,2026-03-28
95,UC Irvine,Big West,,,26,7,70.9,58.1,12.85,,-5.89,,2.83,4.12,6.95,98.71,89.09,9.63,2026-03-28
96,Arizona,Big 12,,,12,18,69.8,71.2,-1.37,,8.11,,8.20,-1.46,6.74,96.29,88.00,8.29,2026-03-28
97,Green Bay,Horizon,,,25,9,68.4,59.1,9.26,,-1.48,,1.54,5.07,6.61,95.32,86.45,8.87,2026-03-28
98,St. John's (NY),Big East,,,22,12,61.4,61.2,0.18,,6.03,,-0.22,6.42,6.21,94.87,87.47,7.40,2026-03-28
99,Idaho,Big Sky,,,29,6,76.6,65.1,11.49,,-3.60,,7.85,-1.78,6.07,95.26,88.16,7.10,2026-03-28
100,Marshall,Sun Belt,,,25,9,72.4,63.1,9.32,,0.33,,4.11,1.78,5.89,96.85,89.64,7.21,2026-03-28
101,McNeese,Southland,,,29,6,68.2,52.8,15.34,,-6.50,,-2.59,8.27,5.68,91.78,83.55,8.23,2026-03-28
102,Northwestern,Big Ten,,,8,21,65.4,75.9,-10.52,,16.07,,6.12,-0.57,5.55,99.52,92.90,6.63,2026-03-28
103,Belmont,MVC,,,20,12,71.0,66.8,4.22,,1.10,,3.57,1.74,5.32,95.45,88.43,7.03,2026-03-28
104,Quinnipiac,MAAC,,,27,7,67.2,52.5,14.65,,-9.46,,-1.47,6.65,5.19,96.53,88.52,8.01,2026-03-28
105,Butler,Big East,,,12,19,62.2,65.0,-2.81,,7.94,,0.07,5.06,5.13,92.85,87.31,5.54,2026-03-28
106,Lindenwood,OVC,,,25,8,73.1,61.0,12.09,,-3.92,,4.60,0.51,5.11,103.20,95.55,7.64,2026-03-28
107,Western Illinois,OVC,,,26,6,75.1,60.8,14.31,,-5.76,,5.16,-0.06,5.10,99.92,92.22,7.70,2026-03-28
108,Massachusetts,MAC,,,23,7,68.8,60.4,8.47,,-3.43,,1.51,3.53,5.04,94.09,87.80,6.29,2026-03-28
109,New Mexico,MWC,,,22,10,67.4,60.7,6.66,,-1.61,,1.46,3.59,5.04,94.36,88.22,6.14,2026-03-28
110,Loyola Marymount,WCC,,,21,10,71.1,63.5,7.65,,-1.08,,4.91,0.11,5.02,98.62,92.05,6.57,2026-03-28
111,Vermont,AmEast,,,27,8,65.4,52.2,13.17,,-4.76,,-3.14,8.08,4.94,95.97,88.28,7.69,2026-03-28
112,UTSA,American,,,18,16,59.7,58.7,1.00,,4.83,,-4.82,9.40,4.59,89.29,82.96,6.32,2026-03-28
113,Wake Forest,ACC,,,14,18,65.2,66.3,-1.16,,5.72,,2.19,2.37,4.56,94.81,89.51,5.31,2026-03-28
114,College of Charleston,CAA,,,27,6,74.0,58.8,15.27,,-6.58,,3.99,0.27,4.26,97.32,91.61,5.71,2026-03-28
115,East Carolina,American,,,22,10,71.2,65.3,5.94,,-1.76,,5.40,-1.22,4.18,93.24,88.69,4.55,2026-03-28
116,UCF,Big 12,,,11,19,62.9,67.2,-4.27,,8.32,,0.78,3.28,4.06,92.30,87.71,4.59,2026-03-28
117,Boise State,MWC,,,25,9,69.7,63.9,5.79,,-1.75,,4.62,-0.64,3.98,96.10,91.22,4.87,2026-03-28
118,Grand Canyon,MWC,,,13,19,64.8,64.7,0.13,,3.63,,2.12,1.63,3.75,91.60,87.05,4.55,2026-03-28
119,Missouri State,CUSA,,,23,13,65.6,62.1,3.53,,0.08,,0.25,3.36,3.61,90.28,86.15,4.13,2026-03-28
120,Temple,American,,,15,17,67.8,68.8,-0.97,,4.23,,4.95,-1.69,3.26,93.78,90.38,3.40,2026-03-28
121,Abilene Christian,WAC,,,24,11,71.6,60.4,11.14,,-3.48,,-0.01,3.10,3.09,94.74,90.72,4.02,2026-03-28
122,Portland,WCC,,,20,15,68.7,63.7,5.00,,1.82,,1.76,1.33,3.09,90.20,86.28,3.93,2026-03-28
123,Hawaii,Big West,,,22,11,63.5,57.1,6.42,,-3.25,,-3.56,6.53,2.98,90.04,85.47,4.56,2026-03-28
124,California Baptist,WAC,,,23,11,71.9,67.2,4.76,,-1.85,,5.96,-3.04,2.91,93.56,90.52,3.04,2026-03-28
125,Central Michigan,MAC,,,18,12,70.3,66.3,3.97,,-0.27,,3.77,-0.88,2.90,94.69,91.72,2.97,2026-03-28
126,Providence,Big East,,,15,18,60.0,63.9,-3.91,,6.79,,-1.75,4.64,2.88,89.70,86.40,3.30,2026-03-28
127,Pennsylvania,Ivy,,,17,10,64.6,57.9,6.70,,-0.07,,-1.01,3.86,2.85,92.15,89.23,2.92,2026-03-28
128,Eastern Kentucky,A-Sun,,,25,9,71.4,59.2,12.24,,-7.25,,1.11,1.68,2.79,91.14,88.18,2.97,2026-03-28
129,South Dakota,Summit,,,25,9,70.7,58.6,12.09,,-4.99,,-0.73,3.38,2.65,91.77,87.79,3.98,2026-03-28
130,Northern Iowa,MVC,,,18,14,67.8,64.3,3.53,,-0.89,,-1.33,3.97,2.64,90.90,87.98,2.92,2026-03-28
131,UC San Diego,Big West,,,24,9,70.2,62.6,7.52,,-3.63,,2.55,0.07,2.62,92.52,89.06,3.46,2026-03-28
132,Pepperdine,WCC,,,21,13,70.6,67.0,3.65,,-0.49,,3.65,-1.24,2.42,94.73,92.11,2.63,2026-03-28
133,Rutgers,Big Ten,,,9,20,58.0,69.5,-11.45,,13.48,,-2.01,4.04,2.03,90.50,88.92,1.58,2026-03-28
134,Central Arkansas,A-Sun,,,21,11,69.2,57.4,11.78,,-6.78,,-1.74,3.73,1.99,90.63,87.35,3.28,2026-03-28
135,Coastal Carolina,Sun Belt,,,14,18,73.1,67.4,5.63,,-0.14,,4.59,-2.72,1.86,91.18,89.67,1.51,2026-03-28
136,Purdue Fort Wayne,Horizon,,,21,14,71.0,64.3,6.66,,-2.98,,3.03,-1.30,1.73,92.15,90.17,1.98,2026-03-28
137,Illinois State,MVC,,,22,13,72.5,67.3,5.23,,-3.56,,2.89,-1.22,1.67,95.61,94.00,1.61,2026-03-28
138,Liberty,CUSA,,,18,13,64.0,60.0,3.97,,-0.27,,-1.79,3.21,1.42,94.69,92.94,1.74,2026-03-28
139,Southern Indiana,OVC,,,21,11,69.4,58.7,10.72,,-4.63,,-0.17,1.44,1.26,91.48,89.51,1.97,2026-03-28
140,Brown,Ivy,,,16,11,61.3,56.8,4.56,,-2.09,,-3.80,4.44,0.64,85.98,86.81,-0.83,2026-03-28
141,Tulsa,American,,,19,12,67.9,66.0,1.94,,-1.31,,1.01,-0.39,0.62,89.65,89.14,0.51,2026-03-28
142,UC Santa Barbara,Big West,,,20,10,66.2,59.9,6.30,,-4.65,,-2.42,3.04,0.62,91.81,91.31,0.50,2026-03-28
143,Navy,Patriot,,,22,9,69.6,60.8,8.74,,-7.27,,2.41,-1.80,0.60,91.79,91.84,-0.05,2026-03-28
144,Charlotte,American,,,14,18,63.5,66.3,-2.72,,3.24,,-0.58,1.11,0.52,91.13,90.91,0.22,2026-03-28
145,Cleveland State,Horizon,,,26,9,70.7,60.0,10.63,,-7.43,,-0.10,0.61,0.51,92.01,91.64,0.37,2026-03-28
146,San Francisco,WCC,,,19,15,68.1,67.8,0.35,,1.22,,2.65,-2.28,0.37,87.89,87.84,0.05,2026-03-28
147,Old Dominion,Sun Belt,,,18,14,69.4,68.5,0.94,,1.74,,2.04,-1.72,0.32,89.62,89.84,-0.22,2026-03-28
148,Louisiana-Monroe,Sun Belt,,,17,16,69.7,67.8,1.88,,-0.12,,2.20,-1.95,0.25,91.92,91.86,0.06,2026-03-28
149,Houston,Big 12,,,7,23,61.2,73.2,-12.00,,12.21,,1.05,-0.84,0.21,88.94,88.42,0.51,2026-03-28
150,Army,Patriot,,,26,7,64.8,55.1,9.64,,-8.61,,-3.48,3.68,0.20,92.85,92.70,0.15,2026-03-28
151,Idaho State,Big Sky,,,19,11,65.6,60.6,5.00,,-3.22,,-3.45,3.60,0.16,87.35,87.16,0.19,2026-03-28
152,Middle Tennessee,CUSA,,,17,16,61.9,60.4,1.55,,-1.39,,-3.45,3.60,0.16,92.05,92.34,-0.29,2026-03-28
153,Toledo,MAC,,,17,15,65.1,63.3,1.84,,-1.36,,-2.87,3.03,0.16,89.68,89.76,-0.08,2026-03-28
154,Youngstown State,Horizon,,,25,10,66.4,57.7,8.71,,-5.04,,-4.24,3.95,-0.28,88.12,88.81,-0.69,2026-03-28
155,Tulane,American,,,11,20,65.0,67.1,-2.06,,1.77,,-0.46,0.16,-0.30,89.65,90.54,-0.89,2026-03-28
156,Fresno State,MWC,,,15,18,62.9,60.7,2.18,,-1.06,,-3.22,2.88,-0.34,87.11,87.96,-0.85,2026-03-28
157,Jacksonville,A-Sun,,,24,9,72.5,68.2,4.27,,-3.32,,5.22,-5.57,-0.35,90.66,91.56,-0.90,2026-03-28
158,Ohio,MAC,,,18,14,73.7,71.2,2.56,,-1.99,,6.64,-7.01,-0.37,91.16,92.40,-1.24,2026-03-28
159,Bradley,MVC,,,20,13,69.7,64.2,5.58,,-4.23,,-1.26,0.87,-0.39,90.75,91.14,-0.38,2026-03-28
160,FDU,NEC,,,30,5,68.5,51.5,17.00,,-15.50,,-5.32,4.87,-0.44,92.64,91.91,0.73,2026-03-28
161,George Washington,A-10,,,18,17,61.2,60.7,0.51,,0.16,,-4.16,3.70,-0.46,91.50,92.68,-1.18,2026-03-28
162,High Point,Big South,,,27,6,73.8,60.1,13.73,,-11.84,,1.93,-2.45,-0.52,91.43,93.10,-1.67,2026-03-28
163,Northern Colorado,Big Sky,,,23,11,68.5,60.6,7.91,,-3.74,,-2.28,1.63,-0.64,90.64,91.47,-0.83,2026-03-28
164,La Salle,A-10,,,19,14,64.6,64.0,0.67,,-0.33,,-0.25,-0.42,-0.68,88.43,89.97,-1.54,2026-03-28
165,Dayton,A-10,,,17,14,67.0,67.5,-0.58,,-0.12,,2.59,-3.28,-0.70,94.16,95.79,-1.62,2026-03-28
166,Saint Mary's,WCC,,,15,17,59.9,59.4,0.56,,0.58,,-6.53,5.81,-0.72,87.57,89.48,-1.90,2026-03-28
167,Sam Houston,CUSA,,,18,13,65.3,59.9,5.42,,-2.21,,-2.91,1.70,-1.21,84.18,86.91,-2.73,2026-03-28
168,Kent State,MAC,,,15,16,69.0,67.6,1.39,,0.84,,0.98,-2.24,-1.26,91.25,93.64,-2.39,2026-03-28
169,Howard,MEAC,,,26,8,66.6,60.4,6.18,,-7.58,,-1.38,-0.03,-1.41,88.39,91.34,-2.96,2026-03-28
170,UC Davis,Big West,,,23,11,68.6,64.5,4.09,,-3.68,,1.31,-2.80,-1.49,91.71,94.66,-2.95,2026-03-28
171,Holy Cross,Patriot,,,23,10,60.9,57.6,3.30,,-4.84,,-4.74,3.20,-1.54,85.77,88.74,-2.97,2026-03-28
172,South Alabama,Sun Belt,,,17,19,67.6,67.6,0.00,,-1.61,,0.13,-1.74,-1.61,90.68,93.40,-2.72,2026-03-28
173,DePaul,Big East,,,8,24,63.0,72.3,-9.28,,7.64,,1.91,-3.56,-1.64,90.14,93.12,-2.98,2026-03-28
174,Florida International,CUSA,,,21,12,70.3,65.7,4.55,,-3.49,,2.51,-4.18,-1.67,88.66,91.49,-2.83,2026-03-28
175,Maine,AmEast,,,19,13,61.7,60.0,1.69,,-3.40,,-2.86,1.15,-1.72,89.65,92.94,-3.29,2026-03-28
176,Austin Peay,A-Sun,,,19,14,66.0,58.7,7.30,,-6.19,,-5.44,3.67,-1.77,90.68,93.25,-2.57,2026-03-28
177,Xavier,Big East,,,11,19,58.4,66.6,-8.20,,6.40,,-4.50,2.70,-1.80,87.71,91.05,-3.34,2026-03-28
178,Florida Gulf Coast,A-Sun,,,16,16,63.4,59.1,4.25,,-1.62,,-6.18,4.32,-1.85,87.65,90.10,-2.45,2026-03-28
179,Stephen F. Austin,Southland,,,25,10,75.3,66.9,8.37,,-8.84,,6.04,-8.12,-2.08,93.44,96.83,-3.39,2026-03-28
180,Appalachian State,Sun Belt,,,11,19,62.6,61.5,1.13,,0.98,,-5.30,3.00,-2.31,89.27,93.61,-4.34,2026-03-28
181,Southern Mississippi,Sun Belt,,,15,16,74.3,74.0,0.32,,-0.07,,5.76,-8.45,-2.69,95.35,99.76,-4.41,2026-03-28
182,UAB,American,,,11,19,68.2,69.9,-1.67,,-1.22,,1.92,-4.76,-2.84,93.84,97.89,-4.05,2026-03-28
183,Drexel,CAA,,,21,11,63.7,57.3,6.34,,-7.71,,-4.76,1.76,-3.00,90.52,94.90,-4.38,2026-03-28
184,Pacific,WCC,,,11,19,65.6,68.7,-3.13,,2.30,,-0.77,-2.30,-3.07,87.48,92.46,-4.97,2026-03-28
185,Northern Kentucky,Horizon,,,15,17,68.4,69.8,-1.38,,-1.75,,1.65,-4.78,-3.13,91.50,96.08,-4.57,2026-03-28
186,Southern Methodist,ACC,,,9,21,61.8,74.7,-12.90,,9.66,,0.02,-3.26,-3.25,89.24,94.15,-4.91,2026-03-28
187,Loyola (IL),A-10,,,16,18,56.9,61.4,-4.47,,1.21,,-6.78,3.51,-3.27,85.67,91.01,-5.34,2026-03-28
188,Bryant,AmEast,,,18,12,63.2,55.0,8.20,,-8.69,,-5.64,2.35,-3.29,84.65,89.43,-4.78,2026-03-28
189,Cal State Fullerton,Big West,,,18,14,71.3,65.8,5.53,,-5.43,,2.34,-5.81,-3.46,86.45,91.99,-5.53,2026-03-28
190,Bowling Green,MAC,,,17,14,69.5,66.2,3.23,,-0.28,,-1.28,-2.19,-3.47,86.95,92.15,-5.20,2026-03-28
191,Boston College,ACC,,,5,26,64.1,76.8,-12.74,,9.23,,2.87,-6.38,-3.52,94.97,101.02,-6.04,2026-03-28
192,Binghamton,AmEast,,,20,13,65.2,61.8,3.42,,-4.04,,-1.85,-1.74,-3.59,92.38,98.04,-5.66,2026-03-28
193,Eastern Michigan,MAC,,,13,16,67.4,67.7,-0.31,,-1.45,,-0.61,-3.02,-3.63,90.75,96.41,-5.66,2026-03-28
194,Illinois-Chicago,MVC,,,14,18,66.2,66.0,0.13,,-3.81,,-3.56,-0.13,-3.68,92.33,97.66,-5.33,2026-03-28
195,Utah Valley,WAC,,,16,15,63.2,61.2,1.97,,-2.95,,-5.69,1.77,-3.92,83.30,89.12,-5.82,2026-03-28
196,Oral Roberts,Summit,,,15,15,76.2,75.2,0.93,,-0.93,,8.65,-12.58,-3.93,94.18,99.99,-5.81,2026-03-28
197,Southern Utah,WAC,,,19,13,72.3,68.2,4.13,,-3.68,,2.04,-6.03,-4.00,93.00,98.78,-5.79,2026-03-28
198,Air Force,MWC,,,16,19,60.2,63.3,-3.09,,-0.85,,-4.47,0.42,-4.06,86.75,92.95,-6.21,2026-03-28
