Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,29,0,88.8,50.7,38.07,,13.85,,29.25,22.67,51.92,127.51,58.91,68.60,2026-02-24
2,South Carolina,SEC,,3,27,2,87.3,56.0,31.28,,16.85,,28.39,19.73,48.13,126.58,63.90,62.67,2026-02-24
3,UCLA,Big Ten,,2,27,1,85.9,57.4,28.50,,19.49,,27.55,20.44,47.99,132.22,66.56,65.66,2026-02-24
4,LSU,SEC,,6,24,4,95.5,58.9,36.54,,10.47,,34.02,12.99,47.01,125.80,68.41,57.39,2026-02-24
5,Texas,SEC,,4,26,3,85.9,55.9,30.00,,16.06,,25.76,20.30,46.06,124.21,64.48,59.73,2026-02-24
6,Michigan,Big Ten,,8,22,5,85.0,62.2,22.81,,17.13,,25.22,14.73,39.95,118.46,67.23,51.23,2026-02-24
7,Oklahoma,SEC,,7,21,6,87.2,67.1,20.07,,15.23,,27.82,7.48,35.30,114.76,71.64,43.12,2026-02-24
8,Duke,ACC,,12,20,7,75.1,58.7,16.41,,17.86,,16.99,17.28,34.26,113.25,68.44,44.81,2026-02-24
9,Vanderbilt,SEC,,5,25,3,84.8,64.5,20.36,,13.79,,24.58,9.57,34.15,123.03,78.51,44.52,2026-02-24
10,Louisville,ACC,,10,24,5,81.7,60.8,20.93,,12.75,,21.31,12.37,33.68,119.73,75.51,44.22,2026-02-24
11,Michigan State,Big Ten,,15,22,6,84.1,65.0,19.11,,14.18,,23.24,10.04,33.28,120.37,76.63,43.74,2026-02-24
12,Maryland,Big Ten,,14,22,6,83.4,62.3,21.11,,11.93,,22.91,10.13,33.04,117.16,73.45,43.71,2026-02-24
13,Iowa,Big Ten,,9,22,5,78.8,65.2,13.59,,19.43,,20.13,12.90,33.02,116.20,72.97,43.23,2026-02-24
14,TCU,Big 12,,11,25,4,79.3,55.9,23.38,,9.23,,16.68,15.92,32.61,114.78,71.84,42.93,2026-02-24
15,Minnesota,Big Ten,,22,21,7,75.5,57.3,18.21,,14.18,,14.93,17.47,32.40,116.15,71.52,44.64,2026-02-24
16,Kentucky,SEC,,16,20,8,76.5,59.3,17.25,,14.08,,15.65,15.68,31.33,115.78,73.52,42.25,2026-02-24
17,West Virginia,Big 12,,17,22,6,76.7,58.6,18.11,,13.09,,16.33,14.87,31.19,111.96,71.55,40.41,2026-02-24
18,Ohio State,Big Ten,,13,23,5,82.8,65.8,17.00,,14.14,,22.74,8.39,31.14,114.38,75.42,38.96,2026-02-24
19,USC,Big Ten,,,17,10,70.4,61.2,9.26,,20.20,,12.61,16.85,29.46,108.55,69.36,39.19,2026-02-24
20,Ole Miss,SEC,,19,21,8,76.2,60.3,15.93,,13.27,,15.39,13.81,29.20,111.65,74.00,37.65,2026-02-24
21,Tennessee,SEC,,,16,10,77.6,67.7,9.88,,18.90,,20.20,8.58,28.78,112.38,75.40,36.98,2026-02-24
22,UNC,ACC,,21,23,6,75.6,57.7,17.83,,10.68,,14.07,14.44,28.51,110.20,72.74,37.46,2026-02-24
23,NC State,ACC,,,18,9,77.6,67.2,10.41,,16.77,,18.79,8.38,27.18,113.31,78.02,35.29,2026-02-24
24,Nebraska,Big Ten,,,17,11,79.2,68.1,11.11,,16.06,,18.58,8.59,27.16,116.76,80.62,36.14,2026-02-24
25,Oregon,Big Ten,,,19,10,75.4,63.7,11.76,,14.94,,15.74,10.96,26.70,109.05,73.88,35.18,2026-02-24
26,Notre Dame,ACC,,,18,9,79.4,65.6,13.78,,12.86,,18.83,7.81,26.64,113.13,79.30,33.83,2026-02-24
