Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,31,0,88.5,50.7,37.81,,13.57,,29.16,22.22,51.38,127.59,59.33,68.27,2026-03-07
2,UCLA,Big Ten,,2,29,1,85.2,57.2,27.97,,20.09,,27.43,20.63,48.06,132.12,66.10,66.02,2026-03-07
3,South Carolina,SEC,,3,30,2,87.2,56.7,30.47,,17.55,,28.79,19.23,48.02,127.02,64.34,62.68,2026-03-07
4,LSU,SEC,,6,27,4,95.0,60.1,34.90,,12.15,,34.08,12.98,47.06,125.61,68.07,57.54,2026-03-07
5,Texas,SEC,,4,29,3,85.2,56.2,29.03,,16.99,,25.81,20.21,46.02,124.17,64.17,60.00,2026-03-07
6,Michigan,Big Ten,,8,25,5,85.0,63.1,21.93,,18.35,,25.72,14.57,40.28,119.40,67.44,51.96,2026-03-07
7,Oklahoma,SEC,,7,24,7,86.7,68.1,18.61,,15.96,,27.05,7.53,34.58,114.08,71.48,42.60,2026-03-07
8,Vanderbilt,SEC,,5,27,4,84.7,65.5,19.16,,15.20,,25.30,9.06,34.36,123.15,78.29,44.86,2026-03-07
9,Duke,ACC,,13,22,8,74.6,58.6,16.00,,18.03,,16.58,17.45,34.03,112.68,67.88,44.80,2026-03-07
10,Louisville,ACC,,12,26,6,80.9,60.6,20.28,,13.26,,20.70,12.84,33.54,119.12,74.94,44.19,2026-03-07
11,Iowa,Big Ten,,9,25,5,78.5,65.0,13.53,,19.54,,19.78,13.29,33.07,116.26,72.56,43.70,2026-03-07
12,TCU,Big 12,,10,28,4,78.5,56.0,22.50,,9.98,,16.33,16.15,32.48,114.59,71.51,43.08,2026-03-07
13,Ohio State,Big Ten,,11,26,6,82.3,66.0,16.31,,16.05,,23.06,9.30,32.37,115.46,74.31,41.16,2026-03-07
14,Minnesota,Big Ten,,19,22,8,74.9,57.9,17.00,,15.32,,14.84,17.48,32.32,115.95,71.42,44.53,2026-03-07
15,Maryland,Big Ten,,14,23,8,82.3,63.2,19.03,,13.27,,22.20,10.11,32.31,116.53,73.63,42.90,2026-03-07
16,Michigan State,Big Ten,,18,22,8,83.0,65.9,17.13,,15.05,,22.51,9.67,32.18,119.51,77.11,42.41,2026-03-07
17,West Virginia,Big 12,,15,25,6,77.6,58.6,19.03,,12.95,,17.58,14.40,31.98,113.99,72.20,41.79,2026-03-07
18,Kentucky,SEC,,17,23,10,75.6,60.2,15.39,,16.10,,15.86,15.63,31.49,116.09,73.69,42.40,2026-03-07
19,UNC,ACC,,16,26,6,76.0,58.8,17.22,,11.91,,15.29,13.84,29.13,111.67,73.25,38.42,2026-03-07
20,Ole Miss,SEC,,24,23,10,75.7,61.3,14.36,,14.00,,15.42,12.95,28.37,111.96,75.34,36.62,2026-03-07
