Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
18,Kentucky,SEC,,16,23,10,75.6,60.2,15.39,,16.06,,15.84,15.61,31.45,116.09,73.49,42.60,2026-03-14
19,UNC,ACC,,15,26,7,75.4,59.0,16.45,,12.61,,15.05,14.01,29.06,111.59,73.05,38.55,2026-03-14
20,Ole Miss,SEC,,19,23,11,75.4,62.0,13.44,,14.96,,15.68,12.71,28.40,112.41,75.51,36.90,2026-03-14
21,USC,Big Ten,,,17,13,69.9,62.9,7.07,,21.07,,12.46,15.67,28.13,108.35,70.58,37.77,2026-03-14
22,Tennessee,SEC,,,16,13,77.0,69.4,7.55,,20.45,,19.93,8.08,28.00,112.33,76.01,36.31,2026-03-14
23,Notre Dame,ACC,,22,22,10,77.9,64.9,13.00,,14.80,,18.19,9.61,27.80,113.00,76.98,36.03,2026-03-14
24,Nebraska,Big Ten,,,18,12,79.3,67.7,11.63,,15.75,,19.06,8.32,27.38,117.08,80.17,36.90,2026-03-14
25,Oregon,Big Ten,,,22,12,74.7,64.5,10.21,,16.34,,15.52,11.03,26.54,109.74,74.37,35.37,2026-03-14
26,NC State,ACC,,,20,10,77.2,66.5,10.73,,15.72,,18.05,8.40,26.45,112.57,77.81,34.76,2026-03-14
27,Washington,Big Ten,,,21,10,71.7,62.2,9.48,,16.69,,12.86,13.31,26.17,112.59,76.55,36.04,2026-03-14
28,Oklahoma State,Big 12,,,23,9,81.5,63.4,18.06,,9.26,,18.28,7.37,25.65,116.22,82.73,33.48,2026-03-14
29,Illinois,Big Ten,,,21,11,77.5,66.1,11.38,,14.12,,16.23,9.27,25.50,113.65,79.70,33.96,2026-03-14
30,Alabama,SEC,,,23,10,70.1,61.5,8.58,,16.80,,11.47,13.91,25.37,110.04,75.55,34.49,2026-03-14
31,Iowa State,Big 12,,,22,9,82.3,67.2,15.16,,9.64,,21.24,3.56,24.80,117.70,84.46,33.23,2026-03-14
32,Texas Tech,Big 12,,25,25,7,72.0,58.1,13.91,,10.70,,10.86,13.75,24.61,106.99,74.33,32.66,2026-03-14
33,Baylor,Big 12,,21,24,8,71.4,60.0,11.47,,12.83,,12.16,12.14,24.30,105.67,72.90,32.78,2026-03-14
34,Georgia,SEC,,24,22,9,73.6,61.5,12.10,,11.84,,12.61,11.33,23.94,109.70,77.94,31.75,2026-03-14
35,Villanova,Big East,,,25,7,71.8,61.4,10.47,,11.27,,12.27,9.48,21.74,107.63,77.64,29.99,2026-03-14
36,Virginia,ACC,,,19,11,75.3,64.3,10.97,,9.73,,13.85,6.85,20.70,110.29,82.35,27.94,2026-03-14
37,Syracuse,ACC,,,23,8,74.5,63.4,11.06,,9.51,,13.43,7.14,20.57,105.09,78.32,26.77,2026-03-14
38,Virginia Tech,ACC,,,23,9,72.9,61.3,11.59,,8.96,,11.28,9.27,20.55,103.49,76.90,26.59,2026-03-14
39,Colorado,Big 12,,,22,11,67.8,60.7,7.12,,13.37,,8.03,12.46,20.49,103.14,75.82,27.32,2026-03-14
40,Mississippi State,SEC,,,18,13,74.8,67.1,7.71,,12.54,,13.85,6.40,20.25,108.13,81.76,26.37,2026-03-14
41,Florida,SEC,,,18,15,73.2,66.8,6.45,,13.36,,11.99,7.82,19.81,105.82,80.47,25.36,2026-03-14
42,Stanford,ACC,,,19,13,70.2,62.3,7.94,,11.67,,9.37,10.24,19.61,105.17,78.05,27.12,2026-03-14
43,Clemson,ACC,,,21,11,67.7,58.7,9.00,,9.78,,5.93,12.85,18.78,107.42,81.69,25.73,2026-03-14
44,California,ACC,,,19,14,69.3,63.0,6.30,,11.90,,8.85,9.35,18.20,104.67,80.42,24.24,2026-03-14
45,Kansas,Big 12,,,19,13,71.8,64.9,6.91,,13.03,,10.60,7.36,17.96,107.20,83.03,24.17,2026-03-14
46,James Madison,Sun Belt,,,26,8,74.8,61.1,13.71,,3.99,,9.88,7.81,17.69,103.80,79.99,23.81,2026-03-14
47,Kansas State,Big 12,,,18,17,69.8,67.1,2.63,,14.75,,10.33,7.05,17.37,105.34,82.55,22.79,2026-03-14
48,Richmond,A-10,,,26,7,72.6,59.0,13.61,,3.72,,10.09,7.24,17.33,109.98,85.57,24.40,2026-03-14
49,South Dakota State,Summit,,,27,6,76.6,61.2,15.33,,1.92,,10.72,6.53,17.26,108.59,84.42,24.17,2026-03-14
50,Arizona State,Big 12,,,24,10,66.5,60.6,5.94,,11.29,,4.94,12.29,17.23,98.50,75.59,22.91,2026-03-14
51,Indiana,Big Ten,,,18,14,71.4,70.2,1.22,,15.88,,11.55,5.55,17.10,108.94,86.83,22.11,2026-03-14
52,Miami (FL),ACC,,,17,14,70.3,65.7,4.65,,12.22,,9.75,7.12,16.87,104.22,82.35,21.87,2026-03-14
53,BYU,Big 12,,,22,11,69.9,64.2,5.76,,11.02,,9.21,7.57,16.77,101.31,79.70,21.61,2026-03-14
54,Texas A&M,SEC,,,14,12,65.3,67.5,-2.19,,18.24,,7.09,8.96,16.05,100.44,79.56,20.88,2026-03-14
55,Utah,Big 12,,,19,12,68.3,65.3,3.03,,13.79,,8.18,7.88,16.05,102.94,81.81,21.13,2026-03-14
56,Princeton,Ivy,,23,25,3,72.9,60.3,12.61,,3.36,,10.00,5.97,15.97,109.28,86.84,22.44,2026-03-14
57,North Dakota State,Summit,,,28,4,79.2,58.9,20.28,,-4.11,,11.09,3.70,14.79,108.87,87.84,21.03,2026-03-14
58,Rhode Island,A-10,,,28,4,67.7,53.8,13.91,,1.34,,3.54,10.35,13.89,102.99,82.99,20.00,2026-03-14
59,Gonzaga,WCC,,,24,9,74.4,64.5,9.88,,3.81,,10.40,3.29,13.69,105.56,86.82,18.74,2026-03-14
60,Seton Hall,Big East,,,19,12,67.8,64.1,3.77,,9.66,,7.60,5.83,13.44,102.10,84.48,17.62,2026-03-14
61,Columbia,Ivy,,,20,8,70.9,59.7,11.21,,1.93,,8.32,4.83,13.14,101.90,84.40,17.51,2026-03-14
62,Marquette,Big East,,,18,12,67.7,63.0,4.63,,9.48,,5.97,6.82,12.79,102.06,85.20,16.85,2026-03-14
63,Georgia Tech,ACC,,,14,18,65.8,65.8,0.00,,12.65,,5.26,7.39,12.65,95.07,78.65,16.42,2026-03-14
64,Purdue,Big Ten,,,13,17,69.4,72.2,-2.80,,15.41,,9.83,2.78,12.61,105.56,88.75,16.81,2026-03-14
65,George Mason,A-10,,,23,9,67.4,59.7,7.66,,4.40,,4.67,7.39,12.06,99.04,81.80,17.24,2026-03-14
66,Rice,American,,,28,4,70.9,59.7,11.25,,0.65,,5.81,6.10,11.90,99.06,83.24,15.82,2026-03-14
67,Wisconsin,Big Ten,,,13,17,68.5,73.1,-4.60,,16.49,,9.41,2.47,11.89,104.04,88.58,15.46,2026-03-14
68,South Florida,American,,,20,12,70.4,66.5,3.94,,7.93,,8.40,3.47,11.86,101.57,86.51,15.06,2026-03-14
69,Fairfield,MAAC,,,28,4,75.5,55.8,19.72,,-7.88,,7.72,4.13,11.84,104.06,87.61,16.46,2026-03-14
70,Missouri,SEC,,,16,16,72.4,76.6,-4.16,,15.54,,12.67,-1.28,11.38,106.28,91.63,14.65,2026-03-14
71,Auburn,SEC,,,15,17,59.3,62.9,-3.56,,14.81,,-0.18,11.42,11.25,94.43,80.36,14.07,2026-03-14
72,Harvard,Ivy,,,18,10,65.7,57.1,8.57,,2.55,,2.42,8.71,11.12,96.88,81.39,15.50,2026-03-14
73,Montana State,Big Sky,,,25,7,74.4,61.2,13.22,,-0.46,,7.10,3.51,10.61,95.79,82.22,13.57,2026-03-14
74,Colorado State,MWC,,,27,7,66.5,54.9,11.65,,-0.10,,1.13,9.40,10.54,99.94,84.73,15.22,2026-03-14
75,Troy,Sun Belt,,,25,7,81.7,69.6,12.09,,0.13,,12.93,-2.58,10.35,98.68,87.16,11.53,2026-03-14
76,Davidson,A-10,,,21,12,65.4,58.1,7.33,,2.98,,2.16,8.15,10.31,97.31,83.12,14.19,2026-03-14
77,San Diego State,MWC,,,25,5,70.6,60.0,10.60,,1.15,,5.37,4.67,10.05,102.35,88.18,14.17,2026-03-14
78,Creighton,Big East,,,16,15,67.5,68.8,-1.26,,11.25,,7.44,2.56,10.00,102.33,88.91,13.42,2026-03-14
79,Penn State,Big Ten,,,11,18,74.4,82.2,-7.79,,17.76,,16.52,-6.55,9.97,106.49,93.19,13.29,2026-03-14
80,Santa Clara,WCC,,,24,9,80.6,68.5,12.09,,1.34,,13.96,-4.20,9.76,102.10,89.86,12.25,2026-03-14
81,Ball State,MAC,,,26,7,78.7,66.0,12.70,,-0.79,,11.01,-1.37,9.64,100.51,88.79,11.72,2026-03-14
82,Oregon State,WCC,,,23,11,67.3,61.0,6.29,,4.59,,2.68,6.81,9.49,99.27,86.38,12.89,2026-03-14
83,Georgetown,Big East,,,14,17,62.6,62.5,0.16,,9.13,,2.08,7.21,9.29,96.59,84.40,12.18,2026-03-14
84,Louisiana Tech,CUSA,,,26,5,74.3,58.8,15.48,,-1.87,,5.55,3.61,9.17,103.47,90.26,13.21,2026-03-14
85,Florida State,ACC,,,10,21,71.5,77.1,-5.55,,14.32,,11.89,-3.12,8.78,99.23,88.42,10.82,2026-03-14
86,Nevada-Las Vegas,MWC,,,21,11,68.7,62.8,5.84,,2.85,,6.14,2.55,8.69,101.73,89.93,11.80,2026-03-14
87,Georgia Southern,Sun Belt,,,23,7,72.4,64.2,8.13,,2.40,,3.91,4.77,8.67,99.76,87.90,11.86,2026-03-14
88,Miami (OH),MAC,,,27,6,71.1,58.5,12.61,,-1.93,,1.76,6.73,8.49,95.75,84.15,11.60,2026-03-14
89,Arkansas State,Sun Belt,,,24,9,76.6,66.8,9.79,,-0.28,,8.68,-0.45,8.22,94.67,85.13,9.54,2026-03-14
90,Murray State,MVC,,,29,3,86.4,73.7,12.75,,-3.24,,16.87,-8.79,8.08,106.14,96.00,10.14,2026-03-14
91,North Texas,American,,,19,14,70.6,62.1,8.55,,2.75,,3.53,4.38,7.92,94.18,84.06,10.11,2026-03-14
92,Saint Joseph's,A-10,,,20,11,66.5,58.5,8.00,,2.54,,1.60,6.29,7.88,98.42,87.27,11.15,2026-03-14
93,Arkansas,SEC,,,12,20,70.4,76.0,-5.56,,13.42,,9.75,-1.90,7.85,97.54,87.52,10.01,2026-03-14
94,Cincinnati,Big 12,,,11,20,70.0,73.4,-3.35,,12.46,,8.76,-1.07,7.70,101.62,91.41,10.22,2026-03-14
95,St. John's (NY),Big East,,,22,11,62.5,60.8,1.64,,6.07,,0.94,6.77,7.70,96.81,87.11,9.70,2026-03-14
96,UC Irvine,Big West,,,26,6,71.4,58.0,13.44,,-5.85,,3.35,4.24,7.59,99.88,89.27,10.61,2026-03-14
97,Arizona,Big 12,,,12,18,69.8,71.2,-1.37,,8.60,,8.45,-1.22,7.23,97.08,88.05,9.03,2026-03-14
98,Green Bay,Horizon,,,25,8,68.7,58.6,10.06,,-2.19,,1.48,5.21,6.69,95.63,86.54,9.10,2026-03-14
99,Idaho,Big Sky,,,29,5,77.1,64.4,12.71,,-4.33,,8.32,-1.74,6.58,96.28,88.44,7.84,2026-03-14
100,Northwestern,Big Ten,,,8,21,65.4,75.9,-10.52,,16.67,,6.40,-0.25,6.15,100.25,92.75,7.50,2026-03-14
101,Western Illinois,OVC,,,26,5,75.9,60.1,15.77,,-6.31,,5.72,0.33,6.05,101.16,92.08,9.08,2026-03-14
102,Lindenwood,OVC,,,25,8,73.1,61.0,12.09,,-3.20,,4.95,0.88,5.83,104.01,95.28,8.73,2026-03-14
103,Belmont,MVC,,,20,12,71.0,66.8,4.22,,1.39,,3.66,1.95,5.61,95.97,88.48,7.49,2026-03-14
104,Butler,Big East,,,12,19,62.2,65.0,-2.81,,8.39,,0.26,5.32,5.58,93.46,87.19,6.27,2026-03-14
105,Wake Forest,ACC,,,14,17,65.7,66.6,-0.84,,6.38,,3.01,2.53,5.55,96.16,89.41,6.75,2026-03-14
106,Marshall,Sun Belt,,,23,9,72.7,64.0,8.69,,0.84,,4.17,1.31,5.48,96.95,90.37,6.58,2026-03-14
107,McNeese State,Southland,,,28,5,69.0,52.9,16.12,,-7.48,,-2.28,7.60,5.33,92.79,84.79,8.00,2026-03-14
108,New Mexico,MWC,,,22,10,67.4,60.7,6.66,,-1.35,,1.60,3.71,5.31,95.26,88.64,6.62,2026-03-14
109,Massachusetts,MAC,,,23,7,68.8,60.4,8.47,,-3.19,,1.62,3.66,5.28,94.55,87.83,6.72,2026-03-14
110,Loyola Marymount,WCC,,,21,9,70.9,62.9,8.03,,-1.26,,4.68,0.52,5.19,99.15,92.19,6.96,2026-03-14
111,Quinnipiac,MAAC,,,26,6,67.0,51.3,15.72,,-10.96,,-2.33,7.09,4.76,96.02,88.35,7.68,2026-03-14
112,Vermont,AmEast,,,27,7,65.8,51.6,14.15,,-5.87,,-3.20,7.95,4.75,96.16,88.35,7.82,2026-03-14
113,UCF,Big 12,,,11,19,62.9,67.2,-4.27,,8.75,,0.99,3.49,4.48,92.95,87.73,5.22,2026-03-14
114,East Carolina,American,,,22,10,71.2,65.3,5.94,,-1.59,,5.48,-1.13,4.35,93.68,88.83,4.85,2026-03-14
115,Abilene Christian,WAC,,,23,9,72.3,59.9,12.47,,-3.25,,0.90,3.41,4.31,95.62,89.88,5.74,2026-03-14
116,Boise State,MWC,,,25,9,69.7,63.9,5.79,,-1.47,,4.79,-0.54,4.26,97.09,91.73,5.36,2026-03-14
117,Grand Canyon,MWC,,,13,19,64.8,64.7,0.13,,3.80,,2.23,1.70,3.92,92.52,87.61,4.90,2026-03-14
118,Hawaii,Big West,,,22,10,64.0,57.0,7.00,,-2.92,,-2.85,6.76,3.91,91.59,85.59,6.00,2026-03-14
119,Portland,WCC,,,18,14,69.1,63.4,5.63,,2.31,,2.05,1.82,3.88,91.44,86.24,5.20,2026-03-14
120,UTSA,American,,,17,15,60.2,58.3,1.81,,3.32,,-5.19,9.03,3.84,88.96,83.78,5.18,2026-03-14
121,Missouri State,CUSA,,,21,12,66.4,61.7,4.67,,-1.16,,0.70,2.81,3.51,91.03,86.88,4.16,2026-03-14
122,Pepperdine,WCC,,,19,12,70.6,66.3,4.26,,0.02,,3.91,-0.41,3.50,96.12,91.89,4.24,2026-03-14
123,Temple,American,,,15,17,67.8,68.8,-0.97,,4.44,,5.05,-1.58,3.47,94.28,90.52,3.76,2026-03-14
124,California Baptist,WAC,,,22,10,72.8,66.6,6.22,,-2.81,,6.42,-3.01,3.41,94.60,90.87,3.73,2026-03-14
125,College of Charleston,CAA,,,25,5,74.4,58.4,15.97,,-7.69,,3.23,0.18,3.41,96.62,92.09,4.52,2026-03-14
126,Northern Iowa,MVC,,,18,13,68.1,64.1,4.06,,-0.70,,-0.65,4.02,3.36,91.84,87.83,4.01,2026-03-14
127,UC San Diego,Big West,,,23,8,71.5,62.4,9.10,,-4.50,,3.26,0.05,3.31,94.04,89.60,4.43,2026-03-14
128,Providence,Big East,,,15,18,60.0,63.9,-3.91,,7.18,,-1.60,4.88,3.28,90.24,86.27,3.96,2026-03-14
129,Central Michigan,MAC,,,18,12,70.3,66.3,3.97,,0.06,,3.94,-0.70,3.24,95.20,91.69,3.51,2026-03-14
130,Eastern Kentucky,A-Sun,,,24,8,72.6,59.1,13.47,,-8.12,,1.73,1.35,3.08,92.14,88.74,3.41,2026-03-14
131,Central Arkansas,A-Sun,,,21,11,69.2,57.4,11.78,,-6.29,,-1.53,4.00,2.47,91.24,87.23,4.01,2026-03-14
132,Rutgers,Big Ten,,,9,20,58.0,69.5,-11.45,,13.91,,-1.78,4.25,2.47,91.16,88.89,2.27,2026-03-14
133,Pennsylvania,Ivy,,,17,10,64.6,57.9,6.70,,-0.52,,-1.31,3.71,2.40,92.12,89.73,2.39,2026-03-14
134,Coastal Carolina,Sun Belt,,,14,18,73.1,67.4,5.63,,0.12,,4.76,-2.64,2.12,91.70,89.79,1.91,2026-03-14
135,Purdue Fort Wayne,Horizon,,,20,13,70.8,63.5,7.24,,-3.08,,2.88,-0.77,2.11,92.38,89.76,2.62,2026-03-14
136,Southern Indiana,OVC,,,21,10,69.8,58.6,11.16,,-4.11,,0.30,1.81,2.11,92.43,89.19,3.25,2026-03-14
137,South Dakota,Summit,,,23,9,70.3,58.6,11.72,,-4.84,,-1.23,3.32,2.09,91.37,88.11,3.26,2026-03-14
138,Illinois State,MVC,,,20,12,72.8,67.9,4.84,,-3.04,,3.23,-1.42,1.81,96.25,94.48,1.77,2026-03-14
139,Liberty,CUSA,,,18,13,64.0,60.0,3.97,,0.05,,-1.69,3.43,1.74,95.21,92.94,2.27,2026-03-14
140,UC Santa Barbara,Big West,,,20,10,66.2,59.9,6.30,,-4.09,,-2.17,3.36,1.19,92.75,91.41,1.34,2026-03-14
141,Navy,Patriot,,,22,8,70.2,60.4,9.73,,-7.87,,2.67,-1.68,1.00,92.56,91.96,0.60,2026-03-14
142,Tulsa,American,,,19,12,67.9,66.0,1.94,,-1.09,,1.09,-0.25,0.84,90.13,89.28,0.86,2026-03-14
143,Charlotte,American,,,14,18,63.5,66.3,-2.72,,3.46,,-0.46,1.20,0.74,91.66,91.10,0.56,2026-03-14
144,Toledo,MAC,,,17,14,65.3,63.1,2.23,,-1.27,,-2.75,3.38,0.63,90.30,89.62,0.68,2026-03-14
145,Idaho State,Big Sky,,,19,11,65.6,60.6,5.00,,-2.76,,-3.17,3.79,0.62,88.33,87.41,0.92,2026-03-14
146,Houston,Big 12,,,7,23,61.2,73.2,-12.00,,12.59,,1.27,-0.67,0.59,89.64,88.54,1.10,2026-03-14
147,Old Dominion,Sun Belt,,,18,14,69.4,68.5,0.94,,1.99,,2.13,-1.56,0.57,90.07,89.89,0.18,2026-03-14
148,Jacksonville,A-Sun,,,24,8,72.9,66.7,6.22,,-4.48,,5.49,-4.98,0.52,91.31,91.23,0.08,2026-03-14
149,Cleveland State,Horizon,,,24,9,70.7,59.9,10.79,,-7.44,,-0.34,0.84,0.50,92.42,91.94,0.48,2026-03-14
150,Louisiana-Monroe,Sun Belt,,,17,16,69.7,67.8,1.88,,0.12,,2.34,-1.85,0.49,92.40,91.96,0.44,2026-03-14
151,Middle Tennessee,CUSA,,,16,15,61.9,60.5,1.35,,-0.95,,-3.34,3.74,0.40,92.89,92.83,0.05,2026-03-14
152,Youngstown State,Horizon,,,24,9,67.2,57.7,9.45,,-4.98,,-3.52,3.83,0.31,88.97,88.78,0.19,2026-03-14
153,Northern Colorado,Big Sky,,,22,10,68.5,59.7,8.81,,-3.51,,-2.66,2.92,0.25,90.74,90.17,0.57,2026-03-14
154,Ohio,MAC,,,18,13,74.2,71.5,2.77,,-1.61,,7.24,-7.06,0.19,92.31,92.72,-0.41,2026-03-14
155,Brown,Ivy,,,16,11,61.3,56.8,4.56,,-2.56,,-4.07,4.24,0.18,85.98,87.34,-1.36,2026-03-14
156,San Francisco,WCC,,,18,14,68.3,68.3,-0.06,,1.52,,2.81,-2.64,0.16,88.84,89.00,-0.15,2026-03-14
157,Bradley,MVC,,,20,12,70.0,64.2,5.84,,-3.97,,-1.11,1.21,0.10,91.35,90.97,0.38,2026-03-14
158,Tulane,American,,,11,20,65.0,67.1,-2.06,,1.98,,-0.35,0.26,-0.09,90.17,90.71,-0.54,2026-03-14
159,Army,Patriot,,,24,7,64.6,55.0,9.68,,-8.93,,-3.55,3.43,-0.13,93.40,93.53,-0.13,2026-03-14
160,Fresno State,MWC,,,15,18,62.9,60.7,2.18,,-0.85,,-3.09,2.96,-0.13,88.03,88.47,-0.44,2026-03-14
161,High Point,Big South,,,27,5,74.2,58.8,15.44,,-13.22,,1.92,-2.08,-0.16,91.79,92.95,-1.17,2026-03-14
162,Saint Mary's (CA),WCC,,,15,17,59.9,59.4,0.56,,1.03,,-6.23,5.96,-0.27,88.67,89.82,-1.16,2026-03-14
163,La Salle,A-10,,,18,13,64.5,63.7,0.77,,-0.02,,-0.25,-0.07,-0.32,88.67,89.66,-0.99,2026-03-14
164,Dayton,A-10,,,17,14,67.0,67.5,-0.58,,0.19,,2.84,-3.23,-0.39,94.76,95.88,-1.12,2026-03-14
165,George Washington,A-10,,,15,17,60.8,60.8,0.09,,0.52,,-4.53,3.89,-0.64,91.29,92.69,-1.40,2026-03-14
166,Austin Peay,A-Sun,,,19,13,66.2,58.3,7.91,,-5.69,,-5.04,4.31,-0.73,91.52,92.56,-1.04,2026-03-14
167,UC Davis,Big West,,,23,10,68.6,64.3,4.30,,-3.26,,1.63,-2.54,-0.91,92.88,94.98,-2.10,2026-03-14
168,Kent State,MAC,,,15,16,69.0,67.6,1.39,,1.19,,1.17,-2.09,-0.92,91.84,93.68,-1.84,2026-03-14
169,Sam Houston,CUSA,,,18,12,65.5,59.8,5.70,,-2.07,,-2.71,1.78,-0.92,85.15,87.47,-2.32,2026-03-14
170,DePaul,Big East,,,8,24,63.0,72.3,-9.28,,8.17,,2.18,-3.29,-1.11,90.85,92.99,-2.14,2026-03-14
171,South Alabama,Sun Belt,,,16,18,67.3,67.4,-0.09,,-1.03,,-0.12,-1.00,-1.12,91.00,93.01,-2.02,2026-03-14
172,Florida International,CUSA,,,20,11,70.2,65.1,5.10,,-3.38,,2.41,-3.59,-1.18,88.79,90.82,-2.03,2026-03-14
173,Florida Gulf Coast,A-Sun,,,16,15,63.6,59.0,4.58,,-1.18,,-5.92,4.71,-1.21,88.42,89.87,-1.46,2026-03-14
174,Xavier,Big East,,,11,19,58.4,66.6,-8.20,,6.96,,-4.27,3.03,-1.24,88.35,90.82,-2.47,2026-03-14
175,FDU,NEC,,,29,4,68.8,51.1,17.67,,-17.03,,-5.61,4.22,-1.38,92.54,92.81,-0.27,2026-03-14
176,Stephen F. Austin,Southland,,,25,9,75.3,66.4,8.91,,-9.02,,5.89,-7.63,-1.74,93.64,96.51,-2.87,2026-03-14
177,Maine,AmEast,,,19,13,61.7,60.0,1.69,,-3.47,,-2.92,1.14,-1.78,89.92,93.12,-3.21,2026-03-14
178,Howard,MEAC,,,25,7,67.4,60.4,7.00,,-8.81,,-1.00,-0.80,-1.81,88.81,92.22,-3.41,2026-03-14
179,Holy Cross,Patriot,,,22,9,60.8,56.4,4.42,,-6.25,,-5.14,3.32,-1.83,85.26,88.45,-3.19,2026-03-14
180,Appalachian State,Sun Belt,,,11,19,62.6,61.5,1.13,,1.25,,-5.14,3.10,-2.04,89.74,93.66,-3.92,2026-03-14
181,Utah Valley,WAC,,,16,14,63.6,60.6,3.03,,-2.37,,-4.85,2.55,-2.30,84.91,88.50,-3.60,2026-03-14
182,Drexel,CAA,,,21,9,64.0,57.1,6.97,,-7.64,,-4.53,2.12,-2.40,91.65,95.00,-3.34,2026-03-14
183,Southern Mississippi,Sun Belt,,,15,16,74.3,74.0,0.32,,0.17,,5.91,-8.37,-2.45,95.86,99.89,-4.03,2026-03-14
184,UAB,American,,,11,19,68.2,69.9,-1.67,,-0.98,,2.04,-4.65,-2.60,94.35,98.02,-3.67,2026-03-14
185,Pacific,WCC,,,11,19,65.6,68.7,-3.13,,2.94,,-0.72,-1.89,-2.61,91.47,95.71,-4.24,2026-03-14
186,Northern Kentucky,Horizon,,,15,17,68.4,69.8,-1.38,,-1.41,,1.85,-4.63,-2.79,92.09,96.11,-4.02,2026-03-14
187,Cal State Fullerton,Big West,,,18,14,71.3,65.8,5.53,,-4.84,,2.64,-5.52,-2.88,87.45,92.08,-4.63,2026-03-14
188,Southern Methodist,ACC,,,9,21,61.8,74.7,-12.90,,9.91,,0.17,-3.17,-2.99,89.77,94.23,-4.46,2026-03-14
189,Loyola (IL),A-10,,,14,17,56.6,61.5,-4.94,,1.91,,-7.08,4.05,-3.02,85.89,90.80,-4.92,2026-03-14
190,Bowling Green,MAC,,,17,14,69.5,66.2,3.23,,0.05,,-1.10,-2.04,-3.14,87.49,92.15,-4.66,2026-03-14
191,Eastern Michigan,MAC,,,13,16,67.4,67.7,-0.31,,-1.06,,-0.40,-2.85,-3.24,91.34,96.39,-5.05,2026-03-14
192,Southern Utah,WAC,,,19,12,72.1,67.6,4.42,,-3.18,,1.96,-5.28,-3.32,93.82,98.64,-4.82,2026-03-14
193,Illinois-Chicago,MVC,,,14,18,66.2,66.0,0.13,,-3.46,,-3.41,0.08,-3.33,92.91,97.69,-4.79,2026-03-14
194,Bryant,AmEast,,,18,12,63.2,55.0,8.20,,-8.74,,-5.69,2.34,-3.35,84.96,89.64,-4.68,2026-03-14
195,Boston College,ACC,,,5,26,64.1,76.8,-12.74,,9.33,,2.91,-6.32,-3.42,95.37,101.17,-5.80,2026-03-14
196,Oral Roberts,Summit,,,15,15,76.2,75.2,0.93,,-0.46,,8.90,-12.37,-3.46,94.95,100.06,-5.10,2026-03-14
197,Stetson,A-Sun,,,20,11,69.6,64.5,5.06,,-4.99,,0.94,-4.51,-3.57,95.26,100.33,-5.07,2026-03-14
198,Binghamton,AmEast,,,19,12,64.9,61.6,3.26,,-3.68,,-1.91,-1.70,-3.61,92.48,98.01,-5.53,2026-03-14
