Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,Connecticut,Big East,,1,20,0,89.8,51.0,38.80,,15.53,,30.74,23.59,54.33,129.01,58.00,71.01,2026-01-24
2,UCLA,Big Ten,,3,18,1,87.5,56.8,30.68,,18.79,,28.72,20.76,49.47,133.48,66.67,66.81,2026-01-24
3,Louisiana State,SEC,,6,18,2,99.5,56.6,42.90,,4.95,,35.74,12.11,47.85,125.54,69.17,56.38,2026-01-24
4,Texas,SEC,,4,19,2,88.8,53.0,35.76,,11.51,,27.39,19.88,47.27,124.44,64.23,60.21,2026-01-24
5,South Carolina,SEC,,2,19,2,88.3,55.8,32.57,,12.60,,27.59,17.58,45.17,123.13,65.67,57.46,2026-01-24
6,Michigan,Big Ten,,7,16,3,87.9,59.2,28.68,,12.21,,26.32,14.58,40.90,118.68,67.49,51.19,2026-01-24
7,Oklahoma,SEC,,16,15,4,90.0,63.4,26.63,,11.01,,28.11,9.53,37.64,112.35,68.21,44.14,2026-01-24
8,Louisville,ACC,,8,18,3,83.0,59.6,23.33,,12.01,,22.51,12.83,35.34,119.58,74.01,45.57,2026-01-24
9,Vanderbilt,SEC,,5,20,0,85.9,58.0,27.90,,6.43,,22.33,12.00,34.33,120.40,76.10,44.30,2026-01-24
10,TCU,Big 12,,9,18,2,81.6,53.4,28.15,,5.98,,17.10,17.03,34.13,112.75,68.96,43.79,2026-01-24
11,Michigan State,Big Ten,,13,18,2,86.0,60.2,25.80,,8.01,,23.12,10.69,33.81,120.14,76.56,43.58,2026-01-24
12,Iowa,Big Ten,,10,17,2,80.4,62.6,17.79,,14.91,,19.31,13.39,32.70,113.62,71.96,41.67,2026-01-24
13,Duke,ACC,,21,13,6,74.7,61.2,13.53,,18.61,,16.90,15.24,32.14,111.94,70.68,41.26,2026-01-24
14,Maryland,Big Ten,,15,17,4,84.4,60.0,24.48,,7.63,,23.47,8.64,32.11,117.15,75.47,41.68,2026-01-24
15,Tennessee,SEC,,17,14,3,79.4,60.2,19.12,,12.77,,20.15,11.73,31.88,111.44,70.96,40.49,2026-01-24
16,Kentucky,SEC,,11,17,4,77.1,55.9,21.19,,10.00,,14.63,16.56,31.19,114.54,72.67,41.87,2026-01-24
17,Minnesota,Big Ten,,,13,6,73.5,54.3,19.21,,11.25,,12.48,17.98,30.46,111.46,70.09,41.38,2026-01-24
18,Ohio State,Big Ten,,12,18,2,85.2,63.3,21.90,,8.49,,22.50,7.90,30.39,111.54,75.28,36.25,2026-01-24
19,West Virginia,Big 12,,22,16,4,77.4,57.8,19.60,,10.41,,15.80,14.20,30.01,110.28,72.24,38.04,2026-01-24
20,Nebraska,Big Ten,,24,14,5,82.4,62.8,19.53,,10.22,,19.09,10.66,29.75,117.45,78.37,39.08,2026-01-24
21,Southern California,Big Ten,,,11,8,68.5,59.2,9.37,,20.12,,10.67,18.82,29.49,106.50,67.62,38.88,2026-01-24
22,Mississippi,SEC,,18,17,4,78.3,56.6,21.67,,7.49,,15.28,13.88,29.16,111.65,74.63,37.02,2026-01-24
23,Notre Dame,ACC,,,13,6,81.2,64.5,16.74,,11.71,,20.06,8.39,28.45,113.86,78.76,35.11,2026-01-24
24,NC State,ACC,,,13,6,77.5,65.5,12.00,,16.40,,19.54,8.86,28.40,113.33,77.09,36.24,2026-01-24
25,Oklahoma State,Big 12,,,16,4,87.9,61.5,26.40,,4.25,,21.75,6.61,28.35,119.83,84.24,35.59,2026-01-24
26,North Carolina,ACC,,,16,5,76.7,58.0,18.71,,9.12,,14.20,13.64,27.84,109.05,73.21,35.83,2026-01-24
27,Oregon,Big Ten,,,14,7,77.6,63.0,14.62,,12.91,,17.77,9.76,27.53,109.99,74.30,35.68,2026-01-24
28,Baylor,Big 12,,14,18,3,72.6,56.0,16.67,,9.91,,11.40,15.18,26.58,104.29,69.61,34.68,2026-01-24
29,Alabama,SEC,,23,17,3,71.8,54.2,17.55,,7.69,,10.16,15.09,25.24,108.59,74.71,33.89,2026-01-24
30,Washington,Big Ten,,25,15,4,73.8,58.1,15.74,,9.23,,12.31,12.65,24.97,111.55,77.39,34.17,2026-01-24
31,Texas Tech,Big 12,,19,19,2,73.9,55.0,18.81,,6.13,,11.01,13.93,24.94,106.12,74.04,32.08,2026-01-24
32,Iowa State,Big 12,,,15,5,84.4,64.0,20.40,,4.23,,20.83,3.80,24.63,117.03,85.16,31.88,2026-01-24
33,Mississippi State,SEC,,,15,5,79.4,61.6,17.75,,5.56,,16.24,7.07,23.31,110.98,81.05,29.92,2026-01-24
34,Illinois,Big Ten,,,15,4,79.2,63.1,16.16,,7.03,,13.24,9.95,23.19,109.34,79.95,29.39,2026-01-24
35,Georgia,SEC,,,17,3,76.2,56.4,19.80,,3.19,,11.59,11.41,22.99,107.27,77.57,29.71,2026-01-24
36,Stanford,ACC,,,15,5,69.7,57.1,12.55,,9.36,,7.89,14.02,21.91,104.60,75.17,29.44,2026-01-24
37,Villanova,Big East,,,15,4,73.8,62.0,11.79,,9.26,,12.63,8.42,21.05,107.30,79.50,27.79,2026-01-24
38,Virginia,ACC,,,14,5,76.4,58.6,17.84,,2.49,,11.77,8.56,20.33,109.39,82.44,26.95,2026-01-24
39,Syracuse,ACC,,,16,3,74.6,59.8,14.79,,5.12,,12.33,7.59,19.91,102.65,77.97,24.67,2026-01-24
40,Miami (FL),ACC,,,11,8,72.6,63.9,8.68,,11.15,,11.34,8.50,19.83,105.42,80.82,24.60,2026-01-24
41,Virginia Tech,ACC,,,15,5,74.4,58.3,16.10,,3.10,,9.88,9.32,19.20,101.15,77.78,23.38,2026-01-24
42,Utah,Big 12,,,14,5,70.3,62.1,8.26,,10.79,,8.98,9.08,18.06,102.85,79.99,22.86,2026-01-24
43,Brigham Young,Big 12,,,15,4,72.4,59.9,12.53,,5.22,,9.68,8.06,17.74,99.63,78.54,21.09,2026-01-24
44,Florida,SEC,,,13,8,75.7,63.0,12.71,,4.52,,10.65,6.58,17.23,102.63,81.73,20.90,2026-01-24
45,Clemson,ACC,,,13,7,70.1,57.7,12.35,,4.77,,6.39,10.73,17.12,108.64,85.28,23.36,2026-01-24
46,Princeton,Ivy,,20,16,1,75.8,65.1,10.65,,6.46,,12.86,4.25,17.11,109.70,87.57,22.13,2026-01-24
47,South Dakota State,Summit,,,15,5,76.1,64.7,11.40,,5.54,,11.28,5.66,16.94,107.17,85.26,21.90,2026-01-24
48,Arizona State,Big 12,,,17,3,66.9,56.9,10.00,,6.91,,4.26,12.65,16.91,96.70,75.31,21.39,2026-01-24
49,Colorado,Big 12,,,12,7,68.8,60.4,8.42,,8.37,,6.20,10.59,16.79,99.24,78.13,21.11,2026-01-24
50,Seton Hall,Big East,,,14,5,71.7,62.6,9.05,,7.51,,9.81,6.75,16.56,103.82,82.83,20.99,2026-01-24
51,California,ACC,,,11,9,69.1,62.5,6.55,,9.56,,7.78,8.33,16.11,102.48,82.13,20.35,2026-01-24
52,Kansas State,Big 12,,,11,9,70.0,65.2,4.80,,11.13,,9.49,6.44,15.93,103.93,84.57,19.36,2026-01-24
53,Richmond,A-10,,,16,4,74.4,62.6,11.80,,3.94,,10.93,4.81,15.74,109.40,88.91,20.49,2026-01-24
