Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,24,0,90.3,50.7,39.58,,14.47,,30.77,23.29,54.05,129.72,58.60,71.12,2026-02-07
2,UCLA,Big Ten,,2,22,1,86.8,56.7,30.13,,18.21,,28.05,20.28,48.34,132.69,67.03,65.66,2026-02-07
3,Texas,SEC,,4,22,2,87.8,54.8,33.00,,14.28,,27.08,20.20,47.28,124.91,64.46,60.45,2026-02-07
4,LSU,SEC,,5,21,3,97.4,58.4,39.00,,8.14,,34.91,12.23,47.14,125.92,69.34,56.58,2026-02-07
5,South Carolina,SEC,,3,23,2,87.9,55.9,32.04,,14.15,,28.16,18.03,46.19,125.28,65.77,59.52,2026-02-07
6,Michigan,Big Ten,,8,20,3,87.8,62.0,25.83,,14.93,,27.30,13.46,40.76,120.05,68.39,51.66,2026-02-07
7,Oklahoma,SEC,,11,17,5,88.0,63.9,24.18,,12.54,,27.46,9.26,36.72,113.40,69.55,43.85,2026-02-07
8,Louisville,ACC,,6,21,4,81.6,59.7,21.92,,12.65,,21.60,12.96,34.57,118.74,73.83,44.91,2026-02-07
9,Michigan State,Big Ten,,12,19,4,85.5,63.0,22.52,,10.95,,23.57,9.90,33.47,120.46,77.07,43.39,2026-02-07
10,Duke,ACC,,17,17,6,75.1,59.3,15.83,,17.44,,16.58,16.69,33.27,112.22,69.13,43.09,2026-02-07
11,TCU,Big 12,,14,21,3,80.3,54.3,26.04,,6.92,,16.55,16.41,32.96,113.26,70.51,42.75,2026-02-07
12,Vanderbilt,SEC,,7,22,2,84.7,62.3,22.42,,10.41,,22.87,9.95,32.82,121.00,78.47,42.53,2026-02-07
13,Minnesota,Big Ten,,,17,6,76.1,56.1,20.00,,12.27,,14.76,17.51,32.27,115.91,71.63,44.28,2026-02-07
14,Iowa,Big Ten,,10,18,5,79.9,66.1,13.83,,18.35,,20.76,11.42,32.18,115.95,74.48,41.47,2026-02-07
15,Maryland,Big Ten,,22,18,6,83.3,61.7,21.67,,10.13,,22.96,8.84,31.79,116.40,74.78,41.62,2026-02-07
16,Ohio State,Big Ten,,9,21,3,83.9,64.4,19.54,,10.94,,22.08,8.40,30.48,112.67,75.28,37.39,2026-02-07
17,USC,Big Ten,,,14,9,69.7,59.6,10.17,,20.20,,11.83,18.55,30.38,107.87,67.77,40.11,2026-02-07
18,Kentucky,SEC,,16,18,6,77.6,58.5,19.13,,11.09,,15.28,14.93,30.21,115.30,74.72,40.58,2026-02-07
19,Tennessee,SEC,,19,15,5,78.0,63.7,14.25,,15.70,,19.61,10.34,29.95,111.08,72.79,38.29,2026-02-07
20,Ole Miss,SEC,,13,19,5,77.5,57.2,20.33,,9.39,,15.42,14.30,29.73,111.58,73.33,38.25,2026-02-07
21,West Virginia,Big 12,,20,19,5,76.4,59.1,17.29,,12.09,,15.88,13.50,29.38,110.63,73.06,37.57,2026-02-07
22,Nebraska,Big Ten,,,16,7,81.8,66.1,15.74,,12.93,,19.35,9.32,28.67,118.05,80.27,37.78,2026-02-07
23,Oregon,Big Ten,,,18,7,77.4,62.7,14.72,,13.44,,17.15,11.01,28.16,110.56,73.82,36.74,2026-02-07
24,UNC,ACC,,25,19,5,75.0,58.0,17.08,,10.58,,13.31,14.36,27.67,108.72,72.68,36.04,2026-02-07
25,NC State,ACC,,,16,7,78.2,66.1,12.09,,15.54,,19.23,8.40,27.63,113.33,77.85,35.48,2026-02-07
26,Notre Dame,ACC,,,15,8,79.5,65.5,14.00,,12.95,,19.39,7.56,26.95,113.65,79.97,33.68,2026-02-07
27,Oklahoma State,Big 12,,,18,6,85.3,62.6,22.67,,6.14,,20.32,6.43,26.74,118.40,84.49,33.91,2026-02-07
28,Texas Tech,Big 12,,18,21,3,73.3,56.2,17.13,,8.63,,11.30,14.46,25.76,107.32,73.77,33.55,2026-02-07
29,Alabama,SEC,,21,20,4,71.5,57.5,13.92,,11.78,,11.15,14.54,25.69,110.23,75.59,34.65,2026-02-07
30,Baylor,Big 12,,15,20,4,72.6,57.5,15.08,,10.53,,11.64,13.97,25.61,105.03,71.28,33.75,2026-02-07
31,Iowa State,Big 12,,,18,5,83.8,63.8,20.00,,5.43,,20.46,4.97,25.43,117.67,84.34,33.33,2026-02-07
32,Washington,Big Ten,,24,17,6,73.3,59.8,13.52,,11.37,,12.10,12.79,24.89,111.91,77.90,34.00,2026-02-07
33,Illinois,Big Ten,,,16,7,78.0,65.3,12.78,,11.25,,14.41,9.62,24.04,111.48,80.49,30.99,2026-02-07
34,Georgia,SEC,,,18,5,75.0,58.5,16.57,,6.77,,12.05,11.28,23.33,108.36,77.98,30.38,2026-02-07
35,Mississippi State,SEC,,,16,8,77.8,64.8,13.00,,9.20,,15.76,6.44,22.20,110.84,82.27,28.57,2026-02-07
36,Syracuse,ACC,,,19,4,75.7,61.0,14.70,,6.61,,13.75,7.56,21.30,104.75,77.94,26.80,2026-02-07
37,Stanford,ACC,,,16,8,70.1,60.3,9.79,,10.82,,8.81,11.80,20.61,105.08,77.20,27.88,2026-02-07
38,Virginia,ACC,,,16,7,76.9,62.0,14.87,,5.28,,13.29,6.86,20.15,109.37,82.61,26.76,2026-02-07
39,Virginia Tech,ACC,,,18,6,74.4,59.0,15.38,,4.68,,10.66,9.39,20.05,102.44,77.57,24.87,2026-02-07
40,Colorado,Big 12,,,15,8,68.1,60.3,7.83,,11.15,,6.77,12.21,18.98,100.06,75.63,24.43,2026-02-07
41,Villanova,Big East,,,18,5,73.0,62.2,10.83,,8.01,,11.54,7.30,18.84,106.29,81.20,25.09,2026-02-07
42,Clemson,ACC,,,16,8,69.6,57.4,12.21,,6.52,,5.92,12.81,18.73,108.73,83.16,25.56,2026-02-07
43,Miami (FL),ACC,,,12,11,70.8,64.6,6.17,,12.19,,9.99,8.37,18.36,104.36,81.55,22.81,2026-02-07
44,California,ACC,,,14,10,69.2,63.2,6.00,,11.91,,8.77,9.14,17.91,104.29,81.40,22.89,2026-02-07
45,Florida,SEC,,,14,11,73.8,65.4,8.40,,9.41,,11.02,6.79,17.81,103.98,82.13,21.85,2026-02-07
46,Utah,Big 12,,,16,7,69.0,63.2,5.83,,12.43,,8.40,8.93,17.34,103.11,81.03,22.08,2026-02-07
47,Kansas,Big 12,,,14,10,73.5,65.8,7.67,,12.17,,11.59,5.62,17.21,106.54,84.32,22.21,2026-02-07
48,BYU,Big 12,,,16,7,71.3,62.7,8.65,,8.27,,9.30,7.62,16.92,99.55,78.89,20.66,2026-02-07
49,Richmond,A-10,,,19,4,75.8,61.6,14.22,,2.65,,12.13,4.74,16.87,111.59,89.09,22.50,2026-02-07
50,Arizona State,Big 12,,,19,5,67.1,58.6,8.46,,8.21,,4.61,12.06,16.66,97.54,76.17,21.38,2026-02-07
51,North Dakota State,Summit,,,21,2,80.5,59.5,21.04,,-2.88,,12.30,3.97,16.26,108.98,86.83,22.15,2026-02-07
52,Seton Hall,Big East,,,15,7,69.9,63.9,6.00,,9.74,,8.95,6.79,15.74,103.26,83.03,20.23,2026-02-07
53,James Madison,Sun Belt,,,17,8,74.9,63.8,11.08,,4.62,,9.98,5.72,15.70,102.57,82.33,20.23,2026-02-07
54,South Dakota State,Summit,,,18,6,75.8,63.4,12.46,,3.01,,10.43,5.04,15.47,107.56,86.97,20.60,2026-02-07
55,Princeton,Ivy,,23,19,2,74.0,63.8,10.19,,5.07,,11.28,3.98,15.26,109.24,89.03,20.21,2026-02-07
56,Indiana,Big Ten,,,13,11,71.4,69.6,1.83,,12.90,,10.31,4.43,14.74,107.64,89.27,18.37,2026-02-07
57,Kansas State,Big 12,,,12,12,68.5,65.9,2.58,,11.82,,8.48,5.92,14.41,102.64,84.91,17.73,2026-02-07
58,Marquette,Big East,,,16,7,70.1,61.7,8.43,,6.98,,7.08,6.76,13.84,103.40,85.35,18.05,2026-02-07
59,Missouri,SEC,,,16,9,75.6,73.1,2.44,,11.16,,13.59,0.02,13.60,107.82,91.10,16.72,2026-02-07
60,Gonzaga,WCC,,,17,7,73.5,64.7,8.83,,4.50,,9.53,3.81,13.33,104.65,87.12,17.54,2026-02-07
61,Columbia,Ivy,,,14,6,71.5,61.3,10.25,,2.60,,8.77,4.08,12.85,102.67,86.46,16.21,2026-02-07
62,Rhode Island,A-10,,,20,2,68.3,54.0,14.23,,0.54,,3.21,9.57,12.77,101.24,83.93,17.31,2026-02-07
63,Auburn,SEC,,,13,11,61.0,61.1,-0.13,,12.75,,0.99,11.63,12.62,95.56,80.01,15.54,2026-02-07
64,Montana State,Big Sky,,,16,6,76.5,62.7,13.77,,1.97,,9.87,2.70,12.57,97.69,82.23,15.46,2026-02-07
65,Purdue,Big Ten,,,11,12,70.3,71.3,-1.00,,13.55,,9.98,2.57,12.55,104.61,88.61,16.01,2026-02-07
66,Troy,Sun Belt,,,19,4,83.9,68.7,15.17,,-0.19,,14.99,-2.50,12.49,99.50,86.09,13.41,2026-02-07
67,Texas A&M,SEC,,,8,10,63.8,69.2,-5.44,,17.29,,4.30,7.54,11.84,95.28,81.36,13.92,2026-02-07
68,Fairfield,MAAC,,,19,4,78.0,59.0,19.04,,-7.56,,9.36,2.13,11.49,105.19,90.62,14.57,2026-02-07
69,Wisconsin,Big Ten,,,13,10,70.0,70.4,-0.43,,11.81,,8.26,3.12,11.38,102.73,88.50,14.24,2026-02-07
70,Davidson,A-10,,,15,10,66.4,58.5,7.92,,3.40,,3.09,8.23,11.32,98.02,83.17,14.86,2026-02-07
71,Harvard,Ivy,,,12,8,65.8,58.1,7.70,,3.50,,2.45,8.75,11.20,96.11,81.52,14.60,2026-02-07
72,George Mason,A-10,,,15,6,68.4,60.3,8.10,,2.98,,4.36,6.72,11.07,96.87,82.10,14.77,2026-02-07
73,Rice,American,,,19,3,69.6,58.6,10.95,,-0.04,,3.97,6.95,10.91,96.76,82.92,13.83,2026-02-07
74,Santa Clara,WCC,,,18,7,82.0,66.9,15.12,,0.26,,14.44,-3.75,10.69,102.17,89.55,12.63,2026-02-07
75,South Florida,American,,,13,10,70.6,69.9,0.70,,9.75,,8.51,1.93,10.45,101.70,89.28,12.42,2026-02-07
76,Georgetown,Big East,,,12,11,65.5,60.9,4.61,,5.60,,3.03,7.18,10.21,97.58,84.51,13.06,2026-02-07
77,Arkansas State,Sun Belt,,,20,4,78.5,66.9,11.58,,-0.02,,10.28,-0.43,9.85,95.72,85.02,10.70,2026-02-07
78,Nevada-Las Vegas,MWC,,,15,7,67.9,61.4,6.55,,3.11,,5.42,4.23,9.65,101.63,89.34,12.29,2026-02-07
79,San Diego State,MWC,,,17,4,69.6,59.4,10.19,,1.83,,3.26,6.27,9.53,99.00,86.46,12.54,2026-02-07
80,Ball State,MAC,,,18,5,78.3,64.8,13.48,,-0.89,,10.40,-1.06,9.34,100.73,90.07,10.66,2026-02-07
81,Colorado State,MWC,,,17,6,66.4,55.6,10.83,,-0.06,,0.29,8.92,9.21,98.11,86.03,12.08,2026-02-07
82,Georgia Tech,ACC,,,10,14,65.7,67.4,-1.67,,10.71,,4.13,4.92,9.05,93.44,82.56,10.88,2026-02-07
83,Penn State,Big Ten,,,8,15,74.5,82.5,-8.00,,17.02,,16.24,-7.22,9.02,105.65,94.56,11.09,2026-02-07
84,Creighton,Big East,,,11,12,69.0,68.2,0.87,,8.03,,7.03,1.88,8.90,101.60,90.22,11.37,2026-02-07
85,Saint Joseph's,A-10,,,15,7,67.5,57.3,10.23,,2.28,,1.41,7.47,8.88,97.30,85.61,11.70,2026-02-07
86,Oregon State,WCC,,,17,7,66.8,60.8,6.00,,4.76,,2.22,6.49,8.71,98.66,87.64,11.01,2026-02-07
87,Louisiana Tech,CUSA,,,16,5,75.2,59.4,15.76,,-0.34,,5.28,3.38,8.66,101.67,90.14,11.53,2026-02-07
88,Florida State,ACC,,,7,16,72.5,77.3,-4.74,,13.31,,12.25,-3.68,8.57,98.76,89.10,9.66,2026-02-07
89,Georgia Southern,Sun Belt,,,17,5,74.2,64.7,9.50,,1.52,,3.97,4.55,8.52,99.32,88.38,10.94,2026-02-07
90,UC Irvine,Big West,,,18,4,71.5,57.1,14.41,,-6.31,,3.45,4.64,8.10,99.96,89.63,10.33,2026-02-07
91,Miami (OH),MAC,,,18,4,71.9,57.8,14.09,,-3.13,,1.74,5.98,7.73,95.40,85.53,9.88,2026-02-07
92,Arkansas,SEC,,,11,13,73.5,75.3,-1.75,,9.42,,10.79,-3.13,7.67,97.73,88.98,8.76,2026-02-07
93,Belmont,MVC,,,13,9,69.7,68.1,1.55,,6.00,,4.30,3.24,7.55,96.55,87.54,9.01,2026-02-07
94,Arizona,Big 12,,,11,11,71.5,70.1,1.41,,5.98,,8.42,-1.04,7.39,97.40,89.47,7.93,2026-02-07
95,Murray State,MVC,,,20,3,84.7,75.2,9.52,,0.02,,17.13,-9.75,7.39,105.65,97.22,8.44,2026-02-07
96,McNeese State,Southland,,,19,4,68.7,50.8,17.87,,-5.81,,-2.34,9.68,7.34,91.91,81.88,10.03,2026-02-07
97,Cincinnati,Big 12,,,8,15,70.3,71.6,-1.26,,10.41,,7.94,-0.62,7.32,99.34,90.58,8.76,2026-02-07
98,New Mexico,MWC,,,16,7,69.0,60.7,8.30,,-1.28,,3.04,3.98,7.03,95.41,87.36,8.05,2026-02-07
99,North Texas,American,,,12,10,70.1,61.3,8.86,,3.24,,1.18,5.71,6.89,90.63,82.85,7.78,2026-02-07
100,Green Bay,Horizon,,,19,5,68.0,57.5,10.46,,-2.06,,0.38,6.39,6.77,94.44,85.93,8.51,2026-02-07
101,Marshall,Sun Belt,,,19,6,73.5,62.2,11.32,,0.35,,4.29,2.32,6.61,96.98,89.53,7.45,2026-02-07
102,UCF,Big 12,,,10,12,64.3,62.6,1.68,,4.81,,0.83,5.66,6.49,92.61,85.81,6.80,2026-02-07
103,Lindenwood,OVC,,,18,7,74.3,61.1,13.20,,-2.72,,6.52,-0.07,6.45,105.40,96.90,8.51,2026-02-07
104,Northwestern,Big Ten,,,8,15,65.9,73.8,-7.96,,14.23,,6.78,-0.51,6.27,100.03,93.12,6.90,2026-02-07
105,St. John's (NY),Big East,,,18,7,63.4,60.5,2.92,,2.99,,0.28,5.64,5.91,95.57,89.13,6.45,2026-02-07
106,Quinnipiac,MAAC,,,19,4,68.7,52.7,16.04,,-10.43,,-0.04,5.66,5.62,99.12,90.92,8.20,2026-02-07
107,Abilene Christian,WAC,,,17,6,73.3,57.7,15.52,,-3.36,,0.06,5.44,5.49,93.55,87.10,6.46,2026-02-07
108,Wake Forest,ACC,,,13,11,66.7,63.9,2.75,,2.60,,2.94,2.41,5.35,95.51,89.51,6.00,2026-02-07
109,Massachusetts,MAC,,,16,4,70.7,61.1,9.60,,-4.29,,2.55,2.76,5.31,94.94,89.19,5.75,2026-02-07
110,Central Michigan,MAC,,,14,7,70.5,63.9,6.62,,-0.36,,3.67,1.57,5.24,94.50,89.15,5.36,2026-02-07
111,Western Illinois,OVC,,,19,3,76.7,60.0,16.68,,-6.82,,5.47,-0.51,4.97,99.44,92.94,6.50,2026-02-07
112,Boise State,MWC,,,18,5,72.1,66.0,6.13,,-1.10,,7.54,-2.60,4.94,99.25,94.04,5.22,2026-02-07
113,Portland,WCC,,,13,10,70.7,62.3,8.39,,1.86,,3.28,1.43,4.72,92.09,86.53,5.56,2026-02-07
114,Coastal Carolina,Sun Belt,,,11,13,74.5,65.1,9.38,,-0.08,,5.25,-0.56,4.69,92.88,88.43,4.45,2026-02-07
115,Idaho,Big Sky,,,18,5,79.4,67.8,11.61,,-4.14,,9.97,-5.34,4.63,97.30,92.71,4.59,2026-02-07
116,College of Charleston,CAA,,,19,3,77.1,58.6,18.50,,-7.40,,4.06,0.50,4.55,97.90,92.38,5.52,2026-02-07
117,Butler,Big East,,,9,14,63.2,65.1,-1.91,,6.40,,-0.09,4.58,4.49,92.11,88.25,3.86,2026-02-07
118,East Carolina,American,,,17,7,72.4,65.5,6.88,,-2.41,,5.85,-1.38,4.47,94.18,89.97,4.21,2026-02-07
119,Grand Canyon,MWC,,,9,14,65.2,67.2,-1.96,,6.38,,3.53,0.90,4.42,92.86,88.24,4.62,2026-02-07
120,Temple,American,,,10,11,69.3,70.3,-1.00,,5.22,,6.33,-2.11,4.22,96.02,92.18,3.84,2026-02-07
121,South Dakota,Summit,,,18,6,71.7,55.1,16.58,,-6.48,,-1.21,5.39,4.18,91.24,85.57,5.67,2026-02-07
122,Vermont,AmEast,,,19,6,68.0,54.2,13.80,,-5.24,,-2.13,5.76,3.63,97.57,92.50,5.08,2026-02-07
123,Eastern Kentucky,A-Sun,,,20,4,75.4,59.8,15.58,,-9.07,,3.33,0.28,3.61,93.35,90.19,3.16,2026-02-07
124,Pepperdine,WCC,,,14,9,69.7,65.5,4.13,,0.43,,3.25,0.23,3.48,95.59,92.10,3.49,2026-02-07
125,Northern Iowa,MVC,,,11,11,64.5,63.6,0.86,,2.60,,-2.95,6.41,3.46,88.25,85.15,3.10,2026-02-07
126,Illinois State,MVC,,,13,9,73.1,67.8,5.27,,-1.96,,5.05,-1.73,3.32,97.57,94.84,2.73,2026-02-07
127,Loyola Marymount,WCC,,,15,8,70.8,63.0,7.83,,-2.44,,4.07,-0.78,3.29,99.33,95.62,3.71,2026-02-07
