Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,3,38,1,86.8,50.4,36.44,,14.43,,28.08,22.78,50.86,127.35,59.15,68.20,2026-07-04
2,UCLA,Big Ten,,1,37,1,83.9,56.4,27.45,,21.97,,26.97,22.45,49.42,132.01,63.87,68.14,2026-07-04
3,South Carolina,SEC,,2,36,4,85.6,57.8,27.78,,20.85,,28.60,20.02,48.62,127.51,63.83,63.68,2026-07-04
4,Texas,SEC,,4,35,4,83.9,55.8,28.15,,19.58,,26.00,21.74,47.74,125.56,62.37,63.19,2026-07-04
5,LSU,SEC,,8,29,6,95.0,61.1,33.89,,13.55,,34.78,12.65,47.43,127.02,68.35,58.67,2026-07-04
6,Michigan,Big Ten,,7,28,7,82.3,62.6,19.66,,19.11,,23.64,15.13,38.77,117.60,67.30,50.31,2026-07-04
7,Duke,ACC,,5,27,9,74.1,59.7,14.36,,20.05,,16.88,17.54,34.41,112.90,67.32,45.57,2026-07-04
8,Vanderbilt,SEC,,10,29,5,84.3,65.2,19.12,,15.13,,24.80,9.45,34.25,122.33,77.28,45.05,2026-07-04
9,Oklahoma,SEC,,12,26,8,85.9,68.6,17.26,,16.84,,26.50,7.60,34.10,113.92,71.49,42.43,2026-07-04
10,Louisville,ACC,,11,29,8,78.7,61.0,17.68,,14.78,,19.60,12.85,32.46,118.53,75.28,43.25,2026-07-04
11,Maryland,Big Ten,,20,24,9,82.3,63.7,18.61,,13.09,,21.96,9.74,31.70,116.60,74.20,42.40,2026-07-04
12,Texas Christian,Big 12,,6,32,6,76.8,56.9,19.89,,11.73,,15.41,16.21,31.62,114.02,71.85,42.17,2026-07-04
13,West Virginia,Big 12,,18,28,7,76.3,58.4,17.91,,13.52,,16.88,14.56,31.44,114.27,72.59,41.68,2026-07-04
14,Ohio State,Big Ten,,17,27,8,81.3,66.3,14.94,,16.29,,22.25,8.98,31.23,114.85,74.68,40.18,2026-07-04
15,Kentucky,SEC,,14,25,11,74.9,60.9,13.94,,17.25,,15.78,15.41,31.19,115.78,73.46,42.32,2026-07-04
16,Minnesota,Big Ten,,15,24,9,74.1,58.8,15.30,,15.84,,14.54,16.60,31.14,115.71,72.55,43.16,2026-07-04
17,Iowa,Big Ten,,16,27,7,76.2,65.2,11.00,,19.88,,18.05,12.83,30.88,113.77,72.50,41.27,2026-07-04
18,Michigan State,Big Ten,,22,23,9,82.1,66.1,15.97,,14.91,,21.64,9.24,30.87,118.40,77.41,41.00,2026-07-04
19,UNC,ACC,,13,28,8,74.6,59.1,15.58,,13.87,,14.72,14.73,29.46,111.06,71.93,39.13,2026-07-04
20,Notre Dame,ACC,,9,25,11,77.1,65.1,11.94,,16.36,,17.77,10.53,28.30,112.57,75.83,36.74,2026-07-04
21,Ole Miss,SEC,,21,24,12,75.3,62.2,13.06,,15.14,,15.69,12.51,28.20,112.54,75.73,36.81,2026-07-04
22,Tennessee,SEC,,,16,14,76.4,69.6,6.80,,20.36,,19.30,7.86,27.16,111.84,76.51,35.33,2026-07-04
23,USC,Big Ten,,,18,14,69.7,64.2,5.50,,21.27,,12.60,14.17,26.77,107.69,71.47,36.22,2026-07-04
24,Nebraska,Big Ten,,,19,13,78.7,67.3,11.34,,15.32,,18.34,8.32,26.66,116.44,80.32,36.12,2026-07-04
25,NC State,ACC,,,21,11,76.7,67.1,9.63,,16.46,,17.75,8.33,26.08,112.62,78.26,34.36,2026-07-04
26,Washington,Big Ten,,25,22,11,71.3,62.0,9.36,,16.43,,12.42,13.38,25.80,112.06,76.40,35.66,2026-07-04
27,Alabama,SEC,,24,24,11,70.0,61.6,8.43,,17.02,,11.62,13.82,25.44,110.45,75.64,34.81,2026-07-04
28,Oregon,Big Ten,,,23,13,74.1,65.4,8.75,,16.66,,15.17,10.25,25.41,109.56,75.63,33.93,2026-07-04
29,Oklahoma State,Big 12,,,24,10,81.1,64.2,16.85,,10.12,,18.35,7.01,25.36,116.70,83.42,33.28,2026-07-04
30,Illinois,Big Ten,,,22,12,76.5,66.1,10.44,,14.19,,15.43,9.21,24.63,112.80,79.88,32.92,2026-07-04
31,Iowa State,Big 12,,,22,10,81.7,67.3,14.41,,9.35,,20.38,3.37,23.76,116.77,84.91,31.86,2026-07-04
32,Baylor,Big 12,,23,25,9,70.6,60.3,10.26,,13.36,,11.45,12.18,23.63,104.89,72.97,31.92,2026-07-04
33,Georgia,SEC,,,22,10,73.6,62.1,11.44,,11.90,,12.55,10.79,23.34,109.67,78.61,31.06,2026-07-04
34,Texas Tech,Big 12,,,26,8,70.8,59.1,11.65,,11.59,,9.80,13.43,23.24,105.97,75.16,30.81,2026-07-04
35,Virginia,ACC,,19,22,12,75.0,65.0,9.94,,11.38,,14.57,6.76,21.32,110.80,82.06,28.74,2026-07-04
36,Villanova,Big East,,,25,8,71.2,61.2,10.00,,10.97,,11.63,9.34,20.97,107.01,78.09,28.92,2026-07-04
37,Virginia Tech,ACC,,,23,10,72.5,61.5,10.94,,9.22,,10.95,9.21,20.16,103.37,77.24,26.12,2026-07-04
38,Mississippi State,SEC,,,18,13,74.8,67.1,7.71,,12.25,,13.73,6.23,19.96,108.06,81.94,26.12,2026-07-04
39,Syracuse,ACC,,,24,9,73.5,64.5,9.06,,10.88,,12.84,7.10,19.94,104.69,78.82,25.87,2026-07-04
40,Colorado,Big 12,,,22,12,67.5,60.9,6.65,,13.10,,7.46,12.28,19.75,102.62,76.26,26.36,2026-07-04
41,Florida,SEC,,,18,15,73.2,66.8,6.45,,13.06,,11.86,7.65,19.52,105.74,80.65,25.09,2026-07-04
42,Clemson,ACC,,,21,12,67.7,59.1,8.61,,10.06,,6.11,12.55,18.66,107.27,81.64,25.62,2026-07-04
43,Stanford,ACC,,,21,14,70.5,63.2,7.29,,11.11,,9.54,8.86,18.40,105.14,79.64,25.50,2026-07-04
44,California,ACC,,,21,15,69.8,63.8,5.94,,11.74,,8.94,8.74,17.68,104.94,81.39,23.55,2026-07-04
45,James Madison,Sun Belt,,,26,9,74.2,61.3,12.89,,4.63,,9.75,7.77,17.52,103.51,79.81,23.71,2026-07-04
46,Kansas,Big 12,,,22,14,71.9,65.3,6.69,,12.35,,10.44,6.86,17.30,106.76,83.48,23.29,2026-07-04
47,Columbia,Ivy,,,25,8,71.8,58.7,13.06,,3.75,,9.68,7.13,16.81,103.97,81.29,22.68,2026-07-04
48,Richmond,A-10,,,26,8,72.1,59.5,12.65,,4.15,,9.62,7.18,16.80,109.44,85.84,23.60,2026-07-04
49,Kansas State,Big 12,,,19,18,69.9,67.5,2.38,,14.35,,10.38,6.34,16.72,105.21,83.20,22.01,2026-07-04
50,Arizona State,Big 12,,,24,11,66.2,60.5,5.71,,10.98,,4.38,12.31,16.70,97.93,75.68,22.25,2026-07-04
51,Miami (FL),ACC,,,18,15,70.5,65.6,4.94,,11.75,,9.68,7.01,16.69,103.76,82.09,21.67,2026-07-04
52,South Dakota State,Summit,,,27,7,75.9,61.6,14.35,,2.27,,10.34,6.29,16.63,108.08,84.78,23.30,2026-07-04
53,BYU,Big 12,,,26,12,70.6,64.4,6.16,,10.46,,9.63,6.99,16.61,101.72,80.07,21.66,2026-07-04
54,Indiana,Big Ten,,,18,14,71.4,70.2,1.22,,15.22,,11.29,5.15,16.44,108.65,87.34,21.31,2026-07-04
55,Princeton,Ivy,,,26,4,72.4,60.7,11.63,,4.65,,10.12,6.17,16.28,109.86,87.02,22.84,2026-07-04
56,Texas A&M,SEC,,,14,13,64.7,67.6,-2.85,,17.53,,6.38,8.30,14.68,99.41,80.16,19.24,2026-07-04
57,Utah,Big 12,,,19,13,68.0,65.5,2.50,,12.83,,7.45,7.12,14.57,102.15,82.97,19.19,2026-07-04
58,Rhode Island,A-10,,,28,5,67.3,54.2,13.09,,1.78,,3.31,10.22,13.53,102.63,83.24,19.39,2026-07-04
59,North Dakota State,Summit,,,29,5,78.4,59.8,18.62,,-4.04,,10.39,2.79,13.18,108.00,89.19,18.81,2026-07-04
