Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,38,0,87.9,50.1,37.76,,13.60,,28.81,22.55,51.36,127.78,58.91,68.87,2026-03-31
2,South Carolina,SEC,,4,35,3,87.1,57.5,29.61,,19.36,,29.41,19.56,48.96,127.84,63.88,63.96,2026-03-31
3,UCLA,Big Ten,,2,35,1,84.9,56.9,28.00,,20.50,,27.35,21.15,48.50,131.88,65.07,66.81,2026-03-31
4,Texas,SEC,,3,35,3,85.0,55.9,29.08,,18.84,,26.64,21.29,47.92,125.97,62.68,63.29,2026-03-31
5,LSU,SEC,,5,29,6,95.0,61.1,33.89,,13.62,,34.76,12.74,47.50,126.62,67.97,58.65,2026-03-31
6,Michigan,Big Ten,,9,28,7,82.3,62.6,19.66,,19.08,,23.59,15.16,38.74,117.16,66.98,50.19,2026-03-31
7,Duke,ACC,,8,27,9,74.1,59.7,14.36,,20.04,,16.81,17.59,34.40,112.45,66.98,45.47,2026-03-31
8,Vanderbilt,SEC,,6,29,5,84.3,65.2,19.12,,15.20,,24.82,9.50,34.32,121.96,76.93,45.03,2026-03-31
9,Oklahoma,SEC,,10,26,8,85.9,68.6,17.26,,16.88,,26.46,7.69,34.15,113.50,71.13,42.38,2026-03-31
10,Louisville,ACC,,13,29,8,78.7,61.0,17.68,,14.83,,19.61,12.90,32.51,118.17,74.95,43.22,2026-03-31
11,Texas Christian,Big 12,,14,32,6,76.8,56.9,19.89,,11.82,,15.45,16.27,31.72,113.63,71.44,42.20,2026-03-31
12,Maryland,Big Ten,,17,24,9,82.3,63.7,18.61,,13.05,,21.93,9.73,31.66,116.19,73.93,42.27,2026-03-31
13,West Virginia,Big 12,,11,28,7,76.3,58.4,17.91,,13.60,,16.92,14.59,31.51,113.91,72.22,41.69,2026-03-31
14,Kentucky,SEC,,16,25,11,74.9,60.9,13.94,,17.28,,15.73,15.50,31.23,115.37,73.12,42.25,2026-03-31
15,Ohio State,Big Ten,,12,27,8,81.3,66.3,14.94,,16.23,,22.18,9.00,31.18,114.38,74.37,40.02,2026-03-31
16,Minnesota,Big Ten,,18,24,9,74.1,58.8,15.30,,15.78,,14.48,16.61,31.09,115.23,72.23,43.00,2026-03-31
17,Iowa,Big Ten,,7,27,7,76.2,65.2,11.00,,19.84,,17.98,12.86,30.84,113.31,72.18,41.13,2026-03-31
18,Michigan State,Big Ten,,20,23,9,82.1,66.1,15.97,,14.87,,21.61,9.23,30.84,117.97,77.11,40.86,2026-03-31
19,UNC,ACC,,15,28,8,74.6,59.1,15.58,,13.88,,14.68,14.78,29.46,110.63,71.58,39.05,2026-03-31
20,Notre Dame,ACC,,22,25,11,77.1,65.1,11.94,,16.40,,17.78,10.57,28.35,112.21,75.51,36.71,2026-03-31
21,Ole Miss,SEC,,19,24,12,75.3,62.2,13.06,,15.20,,15.68,12.58,28.26,112.15,75.38,36.78,2026-03-31
22,Tennessee,SEC,,,16,14,76.4,69.6,6.80,,20.41,,19.26,7.95,27.21,111.43,76.15,35.28,2026-03-31
23,USC,Big Ten,,,18,14,69.7,64.2,5.50,,21.24,,12.49,14.26,26.74,107.12,71.05,36.07,2026-03-31
24,Nebraska,Big Ten,,,19,13,78.7,67.3,11.34,,15.30,,18.31,8.33,26.65,116.00,79.99,36.01,2026-03-31
25,NC State,ACC,,,21,11,76.7,67.1,9.63,,16.48,,17.78,8.33,26.11,112.27,77.97,34.31,2026-03-31
26,Washington,Big Ten,,,22,11,71.3,62.0,9.36,,16.38,,12.35,13.39,25.74,111.50,76.02,35.48,2026-03-31
27,Alabama,SEC,,,24,11,70.0,61.6,8.43,,17.08,,11.60,13.91,25.51,110.05,75.28,34.78,2026-03-31
28,Oklahoma State,Big 12,,,24,10,81.1,64.2,16.85,,10.17,,18.35,7.07,25.42,116.29,83.02,33.27,2026-03-31
29,Oregon,Big Ten,,,23,13,74.1,65.4,8.75,,16.64,,15.13,10.26,25.39,109.02,75.23,33.79,2026-03-31
30,Illinois,Big Ten,,,22,12,76.5,66.1,10.44,,14.17,,15.39,9.22,24.61,112.36,79.55,32.81,2026-03-31
31,Iowa State,Big 12,,,22,10,81.7,67.3,14.41,,9.43,,20.43,3.41,23.84,116.42,84.53,31.89,2026-03-31
32,Baylor,Big 12,,21,25,9,70.6,60.3,10.26,,13.44,,11.48,12.23,23.71,104.50,72.57,31.94,2026-03-31
33,Georgia,SEC,,24,22,10,73.6,62.1,11.44,,11.96,,12.56,10.84,23.40,109.31,78.28,31.03,2026-03-31
34,Texas Tech,Big 12,,25,26,8,70.8,59.1,11.65,,11.67,,9.85,13.47,23.32,105.59,74.75,30.83,2026-03-31
35,Virginia,ACC,,,22,12,75.0,65.0,9.94,,11.41,,14.58,6.77,21.35,110.45,81.76,28.69,2026-03-31
36,Villanova,Big East,,,25,8,71.2,61.2,10.00,,11.08,,11.65,9.43,21.08,106.68,77.70,28.99,2026-03-31
37,Virginia Tech,ACC,,,23,10,72.5,61.5,10.94,,9.26,,10.97,9.22,20.20,103.01,76.92,26.09,2026-03-31
38,Mississippi State,SEC,,,18,13,74.8,67.1,7.71,,12.31,,13.73,6.29,20.02,107.70,81.61,26.09,2026-03-31
39,Syracuse,ACC,,,24,9,73.5,64.5,9.06,,10.92,,12.84,7.14,19.98,104.34,78.50,25.84,2026-03-31
40,Colorado,Big 12,,,22,12,67.5,60.9,6.65,,13.20,,7.52,12.33,19.85,102.21,75.80,26.41,2026-03-31
41,Florida,SEC,,,18,15,73.2,66.8,6.45,,13.12,,11.87,7.71,19.57,105.39,80.33,25.06,2026-03-31
42,Clemson,ACC,,,21,12,67.7,59.1,8.61,,10.08,,6.11,12.58,18.69,106.91,81.34,25.57,2026-03-31
43,Stanford,ACC,,,21,14,70.5,63.2,7.29,,11.15,,9.56,8.87,18.43,104.70,79.23,25.46,2026-03-31
44,California,ACC,,,21,15,69.8,63.8,5.94,,11.76,,8.96,8.74,17.70,104.48,81.00,23.48,2026-03-31
45,James Madison,Sun Belt,,,26,9,74.2,61.3,12.89,,4.58,,9.68,7.78,17.46,103.09,79.55,23.53,2026-03-31
46,Kansas,Big 12,,,22,14,71.9,65.3,6.69,,12.45,,10.49,6.90,17.39,106.39,83.06,23.33,2026-03-31
47,BYU,Big 12,,,26,11,70.8,64.0,6.78,,10.37,,9.77,7.38,17.15,101.67,79.48,22.20,2026-03-31
48,Richmond,A-10,,,26,8,72.1,59.5,12.65,,4.16,,9.61,7.20,16.81,109.08,85.54,23.54,2026-03-31
49,Kansas State,Big 12,,,19,18,69.9,67.5,2.38,,14.42,,10.43,6.37,16.80,104.82,82.79,22.03,2026-03-31
50,Arizona State,Big 12,,,24,11,66.2,60.5,5.71,,11.08,,4.44,12.36,16.79,97.47,75.18,22.28,2026-03-31
51,South Dakota State,Summit,,,27,7,75.9,61.6,14.35,,2.36,,10.37,6.35,16.72,107.66,84.32,23.34,2026-03-31
52,Miami (FL),ACC,,,18,15,70.5,65.6,4.94,,11.77,,9.70,7.01,16.71,103.41,81.80,21.61,2026-03-31
53,Indiana,Big Ten,,,18,14,71.4,70.2,1.22,,15.15,,11.23,5.15,16.37,108.18,87.05,21.13,2026-03-31
54,Columbia,Ivy,,,24,8,71.5,58.5,12.94,,3.33,,9.27,7.00,16.27,103.45,81.46,21.99,2026-03-31
55,Princeton,Ivy,,23,26,4,72.4,60.7,11.63,,4.60,,10.10,6.13,16.23,109.47,86.76,22.71,2026-03-31
56,Texas A&M,SEC,,,14,13,64.7,67.6,-2.85,,17.61,,6.39,8.37,14.76,99.03,79.80,19.23,2026-03-31
57,Utah,Big 12,,,19,13,68.0,65.5,2.50,,12.96,,7.51,7.20,14.70,101.71,82.45,19.26,2026-03-31
58,Rhode Island,A-10,,,28,5,67.3,54.2,13.09,,1.80,,3.32,10.22,13.55,102.32,82.97,19.34,2026-03-31
59,North Dakota State,Summit,,,29,5,78.4,59.8,18.62,,-3.96,,10.43,2.83,13.26,107.58,88.74,18.84,2026-03-31
60,Gonzaga,WCC,,,24,10,74.1,65.0,9.15,,4.01,,10.20,2.96,13.16,104.41,86.45,17.97,2026-03-31
61,Seton Hall,Big East,,,19,13,67.5,64.2,3.34,,9.24,,6.90,5.68,12.58,100.57,84.14,16.43,2026-03-31
62,Georgia Tech,ACC,,,14,19,65.8,65.9,-0.12,,12.43,,5.10,7.21,12.31,94.49,78.54,15.95,2026-03-31
63,Harvard,Ivy,,,20,12,65.3,56.7,8.66,,3.48,,2.18,9.96,12.13,96.10,79.43,16.66,2026-03-31
64,Marquette,Big East,,,18,12,67.7,63.0,4.63,,8.80,,5.71,6.40,12.11,101.36,85.47,15.89,2026-03-31
65,Purdue,Big Ten,,,13,17,69.4,72.2,-2.80,,14.73,,9.53,2.41,11.93,104.81,88.93,15.89,2026-03-31
66,South Florida,American,,,20,12,70.4,66.5,3.94,,7.77,,8.37,3.34,11.71,101.20,86.36,14.84,2026-03-31
67,Fairfield,MAAC,,,28,5,75.0,56.5,18.55,,-6.92,,7.55,4.08,11.62,103.37,87.33,16.04,2026-03-31
68,Wisconsin,Big Ten,,,16,18,67.8,71.9,-4.15,,15.48,,8.48,2.86,11.33,102.54,87.77,14.76,2026-03-31
69,George Mason,A-10,,,23,10,67.3,60.1,7.21,,4.08,,4.49,6.80,11.29,98.40,82.25,16.15,2026-03-31
70,Missouri,SEC,,,17,17,72.4,76.5,-4.15,,15.28,,12.51,-1.37,11.14,105.54,91.20,14.35,2026-03-31
71,Rice,American,,,29,6,69.5,59.6,9.83,,1.27,,4.76,6.34,11.10,97.65,83.05,14.59,2026-03-31
72,Auburn,SEC,,,15,17,59.3,62.9,-3.56,,14.57,,-0.32,11.33,11.01,93.97,80.20,13.78,2026-03-31
73,Colorado State,MWC,,,27,8,66.4,55.2,11.23,,0.45,,1.01,9.67,10.68,99.02,83.72,15.30,2026-03-31
74,San Diego State,MWC,,,27,6,70.1,60.1,10.06,,1.70,,5.23,4.96,10.20,101.79,87.40,14.39,2026-03-31
75,Troy,Sun Belt,,,25,8,81.3,69.9,11.45,,0.49,,12.77,-2.65,10.12,98.04,86.70,11.34,2026-03-31
76,Montana State,Big Sky,,,27,8,73.7,60.9,12.80,,-0.86,,6.19,3.76,9.96,94.26,81.68,12.58,2026-03-31
77,Davidson,A-10,,,21,12,65.4,58.1,7.33,,2.61,,1.96,7.99,9.95,96.78,83.14,13.64,2026-03-31
