Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,22,0,90.2,50.5,39.73,,14.56,,30.90,23.39,54.29,128.96,58.09,70.87,2026-02-02
2,UCLA,Big Ten,,2,20,1,86.8,56.8,30.00,,18.33,,27.78,20.55,48.33,132.33,66.98,65.35,2026-02-02
3,LSU,SEC,,6,20,2,98.7,57.4,41.32,,5.43,,34.89,11.86,46.75,125.10,69.75,55.35,2026-02-02
4,Texas,SEC,,4,20,2,88.8,53.7,35.05,,11.70,,27.35,19.40,46.74,124.75,65.16,59.59,2026-02-02
5,South Carolina,SEC,,3,21,2,88.7,56.3,32.30,,13.78,,28.55,17.53,46.08,124.65,65.77,58.88,2026-02-02
6,Michigan,Big Ten,,9,18,3,87.5,60.0,27.57,,13.28,,26.70,14.15,40.85,119.31,68.00,51.31,2026-02-02
7,Oklahoma,SEC,,10,17,4,88.9,63.2,25.71,,10.87,,27.32,9.26,36.58,112.80,69.64,43.15,2026-02-02
8,Louisville,ACC,,7,20,3,83.1,59.7,23.35,,11.50,,22.44,12.41,34.85,119.06,74.19,44.87,2026-02-02
9,Michigan State,Big Ten,,13,19,2,86.0,60.4,25.57,,8.63,,23.26,10.95,34.20,120.26,76.16,44.11,2026-02-02
10,Vanderbilt,SEC,,5,20,2,84.8,61.1,23.68,,9.25,,22.29,10.65,32.93,120.32,77.96,42.36,2026-02-02
11,Iowa,Big Ten,,8,18,3,80.4,63.9,16.52,,16.35,,20.04,12.84,32.87,114.81,72.92,41.89,2026-02-02
12,Duke,ACC,,20,15,6,75.6,60.0,15.57,,17.14,,16.94,15.78,32.72,112.59,70.54,42.05,2026-02-02
13,TCU,Big 12,,12,20,2,80.8,54.3,26.45,,6.14,,16.49,16.11,32.60,112.56,70.64,41.92,2026-02-02
14,Maryland,Big Ten,,16,17,5,84.2,61.0,23.23,,8.21,,23.55,7.88,31.44,116.63,75.78,40.85,2026-02-02
15,Minnesota,Big Ten,,,15,6,74.8,54.8,20.05,,11.28,,13.11,18.22,31.33,113.32,70.54,42.77,2026-02-02
16,Tennessee,SEC,,15,14,4,78.4,61.2,17.22,,13.42,,19.08,11.56,30.64,110.17,71.28,38.89,2026-02-02
17,USC,Big Ten,,,12,9,69.0,60.3,8.76,,21.70,,11.61,18.86,30.46,107.95,67.90,40.05,2026-02-02
18,Kentucky,SEC,,18,17,5,76.6,56.6,20.00,,10.33,,14.37,15.96,30.33,114.43,73.82,40.61,2026-02-02
19,Ole Miss,SEC,,17,18,4,78.5,57.5,21.05,,8.55,,15.76,13.83,29.59,111.97,74.27,37.71,2026-02-02
20,Ohio State,Big Ten,,11,19,3,84.3,64.3,20.00,,9.49,,21.76,7.73,29.49,111.65,76.15,35.50,2026-02-02
21,Nebraska,Big Ten,,,16,5,82.6,63.9,18.71,,10.65,,19.36,10.00,29.36,117.91,79.40,38.51,2026-02-02
22,West Virginia,Big 12,,22,17,5,77.4,59.2,18.14,,10.96,,15.98,13.11,29.10,110.71,73.88,36.84,2026-02-02
23,Oregon,Big Ten,,,16,7,77.9,62.3,15.57,,12.31,,17.41,10.46,27.87,110.29,74.12,36.17,2026-02-02
24,UNC,ACC,,,17,5,76.7,58.5,18.14,,9.51,,14.28,13.36,27.64,109.14,73.61,35.53,2026-02-02
25,Oklahoma State,Big 12,,,17,5,85.9,61.8,24.09,,5.52,,20.34,7.09,27.42,118.25,83.79,34.47,2026-02-02
26,NC State,ACC,,,15,6,78.9,66.9,12.00,,15.39,,19.99,7.40,27.39,113.51,78.68,34.84,2026-02-02
27,Baylor,Big 12,,14,19,3,73.0,56.4,16.64,,9.82,,11.92,14.53,26.46,105.28,70.68,34.60,2026-02-02
28,Notre Dame,ACC,,,13,8,79.5,65.2,14.29,,12.15,,18.73,7.71,26.44,112.60,80.06,32.55,2026-02-02
29,Alabama,SEC,,24,19,3,72.2,55.2,16.95,,9.31,,11.16,15.11,26.27,110.27,75.00,35.27,2026-02-02
30,Washington,Big Ten,,25,17,4,74.3,58.6,15.71,,10.15,,13.01,12.85,25.87,112.43,77.02,35.42,2026-02-02
31,Iowa State,Big 12,,,17,5,84.6,64.3,20.32,,5.46,,21.27,4.51,25.78,118.12,84.67,33.45,2026-02-02
32,Texas Tech,Big 12,,21,20,3,73.8,56.0,17.78,,7.61,,11.32,14.07,25.39,107.05,74.29,32.76,2026-02-02
33,Mississippi State,SEC,,,16,6,79.2,62.7,16.50,,7.38,,16.89,6.99,23.88,111.62,80.95,30.67,2026-02-02
34,Illinois,Big Ten,,,15,6,78.4,64.7,13.71,,9.85,,13.91,9.66,23.57,110.30,80.32,29.98,2026-02-02
35,Georgia,SEC,,23,18,4,75.0,57.4,17.55,,5.60,,11.52,11.62,23.14,107.64,77.80,29.84,2026-02-02
36,Stanford,ACC,,,15,7,69.5,59.3,10.27,,11.04,,8.33,12.98,21.31,104.44,75.85,28.59,2026-02-02
37,Syracuse,ACC,,,17,4,75.3,61.1,14.24,,6.56,,13.53,7.27,20.80,104.25,78.50,25.75,2026-02-02
38,Virginia,ACC,,,15,6,78.0,61.6,16.33,,3.93,,13.68,6.59,20.27,109.33,82.73,26.61,2026-02-02
39,Virginia Tech,ACC,,,17,5,74.5,57.8,16.68,,2.95,,10.11,9.52,19.63,101.58,77.63,23.95,2026-02-02
40,Villanova,Big East,,,16,5,73.5,62.7,10.76,,8.46,,12.21,7.01,19.22,106.52,81.26,25.27,2026-02-02
41,Miami (FL),ACC,,,12,9,72.0,64.5,7.52,,11.47,,10.94,8.06,18.99,105.19,81.84,23.36,2026-02-02
42,Colorado,Big 12,,,14,7,68.7,60.0,8.71,,9.91,,6.69,11.93,18.62,100.37,76.63,23.74,2026-02-02
43,Clemson,ACC,,,15,7,70.4,57.5,12.86,,5.57,,6.43,12.00,18.43,109.16,84.07,25.09,2026-02-02
44,Utah,Big 12,,,15,6,69.3,62.9,6.48,,12.54,,8.58,9.46,18.04,103.01,80.21,22.80,2026-02-02
45,California,ACC,,,13,9,70.0,63.2,6.77,,10.94,,9.11,8.61,17.71,104.03,81.60,22.43,2026-02-02
46,Florida,SEC,,,13,10,74.7,65.2,9.48,,8.16,,11.04,6.60,17.64,103.75,82.53,21.22,2026-02-02
47,BYU,Big 12,,,15,6,71.6,61.7,9.90,,7.39,,9.31,7.99,17.29,99.16,78.43,20.73,2026-02-02
48,Seton Hall,Big East,,,15,6,70.1,63.5,6.57,,9.79,,9.20,7.16,16.36,103.60,82.85,20.76,2026-02-02
49,Arizona State,Big 12,,,18,4,66.8,57.5,9.32,,6.99,,3.97,12.34,16.31,96.58,75.96,20.62,2026-02-02
50,South Dakota State,Summit,,,17,5,76.5,63.5,12.95,,3.31,,10.65,5.62,16.27,107.50,86.08,21.42,2026-02-02
51,Kansas,Big 12,,,13,9,73.5,66.0,7.55,,11.59,,11.00,5.26,16.26,106.31,85.59,20.71,2026-02-02
52,North Dakota State,Summit,,,19,2,80.2,59.4,20.86,,-2.62,,12.37,3.74,16.12,108.50,86.83,21.67,2026-02-02
53,Princeton,Ivy,,19,17,2,74.4,64.7,9.68,,6.19,,11.44,4.43,15.88,108.39,87.89,20.50,2026-02-02
54,Richmond,A-10,,,17,4,75.0,62.2,12.71,,3.15,,11.25,4.61,15.86,109.85,89.18,20.66,2026-02-02
55,James Madison,Sun Belt,,,15,8,74.0,64.0,10.00,,5.00,,9.42,5.58,15.00,100.65,81.75,18.89,2026-02-02
56,Indiana,Big Ten,,,11,11,70.4,69.1,1.23,,13.43,,9.56,5.09,14.66,106.72,88.76,17.96,2026-02-02
57,Kansas State,Big 12,,,11,11,68.5,65.6,2.95,,11.68,,8.24,6.39,14.63,102.44,84.81,17.63,2026-02-02
58,Columbia,Ivy,,,14,5,72.4,61.1,11.26,,2.61,,9.64,4.23,13.87,103.39,86.06,17.34,2026-02-02
59,Purdue,Big Ten,,,11,10,70.4,69.8,0.62,,12.95,,10.44,3.13,13.57,104.99,87.76,17.23,2026-02-02
60,Marquette,Big East,,,14,7,69.9,61.9,8.05,,7.01,,6.37,6.94,13.31,102.40,85.42,16.98,2026-02-02
61,Auburn,SEC,,,13,9,62.1,60.7,1.41,,11.87,,1.78,11.49,13.27,96.51,80.31,16.20,2026-02-02
62,Davidson,A-10,,,15,8,67.8,58.4,9.35,,3.64,,4.24,8.75,12.99,99.42,82.47,16.95,2026-02-02
63,Gonzaga,WCC,,,15,7,73.5,65.5,8.00,,4.91,,9.62,3.28,12.91,104.46,87.86,16.61,2026-02-02
64,Missouri,SEC,,,14,9,74.5,72.4,2.09,,10.64,,12.49,0.23,12.72,105.87,90.62,15.25,2026-02-02
65,Rhode Island,A-10,,,18,2,68.6,54.1,14.55,,0.33,,3.18,9.53,12.70,100.68,83.94,16.74,2026-02-02
66,Troy,Sun Belt,,,18,4,84.5,69.1,15.41,,-0.30,,15.31,-2.80,12.51,99.37,86.29,13.08,2026-02-02
67,Santa Clara,WCC,,,18,5,82.4,65.6,16.87,,0.38,,14.87,-2.58,12.28,102.84,88.40,14.44,2026-02-02
68,Montana State,Big Sky,,,15,5,76.1,63.2,12.90,,2.67,,10.06,1.90,11.95,97.94,83.50,14.44,2026-02-02
69,Wisconsin,Big Ten,,,13,9,69.8,70.1,-0.32,,11.65,,8.17,3.16,11.33,102.27,88.36,13.91,2026-02-02
70,Harvard,Ivy,,,11,8,66.0,58.1,7.95,,3.33,,2.48,8.80,11.28,95.58,81.20,14.37,2026-02-02
71,Rice,American,,,18,3,69.8,58.8,11.00,,0.05,,3.87,7.18,11.05,96.45,82.74,13.71,2026-02-02
72,George Mason,A-10,,,14,6,68.5,60.8,7.75,,3.06,,4.43,6.38,10.81,96.69,82.61,14.07,2026-02-02
73,San Diego State,MWC,,,16,3,71.1,59.8,11.26,,2.08,,4.41,6.23,10.64,100.01,86.15,13.86,2026-02-02
74,South Florida,American,,,13,9,71.0,70.1,0.82,,9.81,,9.01,1.62,10.63,102.19,89.82,12.37,2026-02-02
75,Texas A&M,SEC,,,8,9,64.2,69.1,-4.88,,15.47,,4.02,6.57,10.59,93.97,81.86,12.11,2026-02-02
76,Georgetown,Big East,,,12,9,66.0,60.4,5.52,,4.97,,3.17,7.32,10.49,97.11,83.90,13.21,2026-02-02
77,Fairfield,MAAC,,,17,4,77.4,60.3,17.14,,-6.97,,8.93,1.24,10.17,104.97,92.37,12.61,2026-02-02
78,Colorado State,MWC,,,17,5,67.1,55.2,11.91,,-0.46,,0.65,9.22,9.87,98.67,85.79,12.88,2026-02-02
79,Arkansas State,Sun Belt,,,19,4,78.5,66.7,11.74,,-0.16,,10.45,-0.66,9.79,95.86,85.52,10.34,2026-02-02
80,Florida State,ACC,,,7,14,74.0,77.0,-2.95,,12.32,,13.22,-3.85,9.37,99.46,89.19,10.27,2026-02-02
81,Georgia Southern,Sun Belt,,,16,5,74.8,65.0,9.76,,2.18,,4.49,4.85,9.33,100.17,88.42,11.75,2026-02-02
82,Ball State,MAC,,,16,5,77.0,64.4,12.62,,0.08,,9.19,-0.11,9.08,99.07,89.31,9.77,2026-02-02
83,Georgia Tech,ACC,,,9,13,66.0,67.9,-1.95,,11.01,,4.36,4.70,9.06,93.44,82.82,10.62,2026-02-02
84,Oregon State,WCC,,,16,6,67.8,60.9,6.91,,4.29,,3.22,5.83,9.04,99.78,88.46,11.32,2026-02-02
85,Nevada-Las Vegas,MWC,,,14,7,68.1,61.9,6.24,,2.77,,5.19,3.82,9.01,101.20,90.20,11.00,2026-02-02
86,Penn State,Big Ten,,,7,15,74.0,82.5,-8.50,,17.09,,16.06,-7.46,8.59,105.40,95.18,10.22,2026-02-02
87,Saint Joseph's,A-10,,,14,6,68.3,57.0,11.25,,0.91,,0.84,7.41,8.25,96.32,85.88,10.43,2026-02-02
88,Creighton,Big East,,,9,12,69.1,68.6,0.57,,7.56,,6.73,1.40,8.13,100.44,90.41,10.03,2026-02-02
89,UC Irvine,Big West,,,17,4,70.9,57.3,13.57,,-6.04,,3.19,4.35,7.54,98.98,89.83,9.15,2026-02-02
