Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1,26,0,90.0,50.3,39.69,,13.98,,30.32,23.36,53.67,129.11,58.47,70.64,2026-02-14
2,UCLA,Big Ten,,2,24,1,86.0,57.3,28.76,,19.76,,27.90,20.62,48.52,132.42,66.65,65.77,2026-02-14
3,South Carolina,SEC,,3,24,2,88.1,55.7,32.46,,14.87,,28.47,18.86,47.33,126.20,65.09,61.11,2026-02-14
4,LSU,SEC,,6,22,3,96.6,57.8,38.76,,8.23,,34.38,12.61,46.99,125.31,68.78,56.53,2026-02-14
5,Texas,SEC,,4,23,3,86.2,56.0,30.27,,15.75,,26.15,19.87,46.02,123.91,64.91,59.00,2026-02-14
6,Michigan,Big Ten,,7,21,4,86.6,62.1,24.52,,15.93,,26.44,14.01,40.45,119.52,68.05,51.47,2026-02-14
7,Oklahoma,SEC,,10,18,6,87.7,65.9,21.79,,13.93,,27.65,8.07,35.72,113.84,70.94,42.90,2026-02-14
8,Vanderbilt,SEC,,5,24,2,85.4,63.5,21.92,,12.84,,24.54,10.22,34.76,122.70,77.83,44.88,2026-02-14
9,Duke,ACC,,11,18,6,75.9,58.3,17.63,,16.80,,17.02,17.41,34.43,112.48,68.00,44.48,2026-02-14
10,Louisville,ACC,,9,23,4,81.9,60.1,21.70,,12.62,,21.78,12.54,34.32,119.41,74.76,44.65,2026-02-14
11,TCU,Big 12,,17,22,4,80.3,55.7,24.62,,8.17,,17.47,15.32,32.79,114.95,72.36,42.60,2026-02-14
12,Michigan State,Big Ten,,13,20,5,84.4,64.2,20.24,,12.51,,22.77,9.98,32.75,119.69,77.13,42.57,2026-02-14
13,Maryland,Big Ten,,20,20,6,83.0,61.6,21.42,,10.95,,22.46,9.92,32.38,116.06,73.63,42.42,2026-02-14
14,Iowa,Big Ten,,15,19,5,79.3,65.7,13.63,,18.55,,20.39,11.79,32.18,115.83,74.20,41.64,2026-02-14
15,Minnesota,Big Ten,,,19,6,75.9,56.4,19.52,,12.60,,14.79,17.33,32.12,115.73,71.73,44.01,2026-02-14
16,Ohio State,Big Ten,,8,22,3,83.8,64.4,19.40,,11.91,,22.40,8.91,31.31,113.38,74.79,38.60,2026-02-14
17,Kentucky,SEC,,18,19,7,76.5,58.5,18.00,,12.57,,14.95,15.62,30.57,114.79,73.96,40.84,2026-02-14
18,West Virginia,Big 12,,19,21,5,77.9,59.3,18.62,,11.83,,17.20,13.25,30.45,112.07,73.09,38.98,2026-02-14
19,USC,Big Ten,,,16,9,70.1,60.2,9.92,,20.21,,12.36,17.77,30.13,108.20,68.42,39.78,2026-02-14
20,Tennessee,SEC,,22,16,6,77.6,64.5,13.05,,17.07,,19.51,10.60,30.12,111.22,72.91,38.30,2026-02-14
21,Ole Miss,SEC,,14,20,5,77.6,57.2,20.44,,9.25,,15.19,14.50,29.69,111.33,73.17,38.16,2026-02-14
22,UNC,ACC,,21,21,5,76.1,57.3,18.85,,10.06,,14.20,14.70,28.90,109.74,72.15,37.59,2026-02-14
23,NC State,ACC,,,17,7,78.4,66.0,12.42,,15.65,,19.22,8.85,28.07,113.49,77.40,36.08,2026-02-14
24,Oregon,Big Ten,,,18,8,76.9,63.4,13.54,,14.05,,16.88,10.71,27.59,110.38,74.40,35.98,2026-02-14
25,Nebraska,Big Ten,,,16,9,80.4,67.3,13.08,,14.44,,18.69,8.83,27.52,117.02,80.74,36.28,2026-02-14
26,Notre Dame,ACC,,,15,9,79.1,66.1,12.96,,13.28,,18.93,7.30,26.24,113.03,80.22,32.81,2026-02-14
27,Oklahoma State,Big 12,,,19,7,84.2,62.7,21.46,,6.27,,19.30,6.49,25.79,116.80,84.19,32.61,2026-02-14
28,Texas Tech,Big 12,,16,23,3,73.7,56.7,16.92,,8.50,,11.34,14.08,25.42,106.84,73.85,32.99,2026-02-14
29,Alabama,SEC,,23,20,5,71.4,58.1,13.24,,11.78,,11.17,13.85,25.02,110.44,76.78,33.66,2026-02-14
30,Baylor,Big 12,,12,21,5,72.2,58.8,13.42,,11.58,,11.91,13.09,25.00,105.43,72.48,32.95,2026-02-14
31,Washington,Big Ten,,25,18,7,73.4,61.1,12.28,,12.28,,12.45,12.11,24.56,111.87,78.51,33.36,2026-02-14
32,Illinois,Big Ten,,,17,8,78.0,65.2,12.72,,11.80,,15.06,9.47,24.52,112.48,80.67,31.81,2026-02-14
33,Iowa State,Big 12,,,19,6,83.0,64.9,18.12,,6.38,,20.04,4.46,24.50,117.09,85.06,32.03,2026-02-14
34,Georgia,SEC,,,19,6,75.3,59.8,15.44,,7.75,,12.41,10.77,23.19,108.25,78.11,30.14,2026-02-14
35,Mississippi State,SEC,,,17,8,78.1,65.0,13.04,,9.68,,16.24,6.48,22.72,111.15,81.93,29.22,2026-02-14
36,Syracuse,ACC,,,20,5,75.6,61.5,14.08,,7.23,,13.72,7.59,21.31,105.14,78.29,26.85,2026-02-14
37,Virginia,ACC,,,17,8,76.3,62.4,13.88,,6.80,,13.15,7.53,20.68,109.16,81.82,27.34,2026-02-14
38,Virginia Tech,ACC,,,19,7,74.1,60.2,13.88,,6.22,,11.05,9.06,20.11,103.07,78.01,25.06,2026-02-14
39,Villanova,Big East,,,20,5,73.0,60.9,12.04,,7.81,,11.59,8.26,19.85,106.45,79.86,26.58,2026-02-14
40,Colorado,Big 12,,,17,8,68.8,61.1,7.64,,11.48,,7.62,11.50,19.12,101.45,76.80,24.65,2026-02-14
41,Stanford,ACC,,,16,10,69.3,61.5,7.73,,11.29,,8.15,10.87,19.02,104.14,78.50,25.64,2026-02-14
42,Clemson,ACC,,,18,8,70.0,57.7,12.27,,6.36,,6.29,12.34,18.63,108.18,82.87,25.31,2026-02-14
43,Florida,SEC,,,15,12,73.8,66.1,7.74,,10.51,,11.14,7.11,18.25,104.45,82.08,22.37,2026-02-14
44,California,ACC,,,16,10,70.0,63.7,6.35,,11.57,,9.34,8.58,17.92,105.11,82.23,22.88,2026-02-14
45,Miami (FL),ACC,,,12,12,70.8,65.5,5.21,,12.23,,9.72,7.72,17.44,103.94,82.22,21.72,2026-02-14
46,Richmond,A-10,,,21,4,75.6,61.0,14.56,,2.71,,12.09,5.18,17.27,112.03,88.72,23.31,2026-02-14
47,Arizona State,Big 12,,,20,6,67.1,59.0,8.08,,9.19,,5.11,12.15,17.26,98.33,76.10,22.23,2026-02-14
48,Kansas,Big 12,,,15,11,73.4,66.2,7.23,,12.31,,11.53,5.58,17.11,107.04,84.90,22.14,2026-02-14
49,Utah,Big 12,,,16,9,68.8,64.2,4.68,,13.20,,8.44,8.55,16.99,102.93,81.27,21.66,2026-02-14
50,BYU,Big 12,,,17,8,71.0,63.5,7.52,,9.28,,9.01,7.79,16.80,99.86,79.33,20.53,2026-02-14
51,North Dakota State,Summit,,,22,2,81.4,59.1,22.29,,-4.23,,12.85,3.51,16.37,109.73,87.40,22.33,2026-02-14
52,Kansas State,Big 12,,,14,12,68.9,65.2,3.69,,12.62,,8.83,7.49,16.31,103.75,83.25,20.50,2026-02-14
53,South Dakota State,Summit,,,19,6,76.6,62.8,13.80,,2.26,,10.84,5.22,16.06,108.22,86.79,21.43,2026-02-14
54,Indiana,Big Ten,,,14,12,71.6,69.5,2.04,,13.66,,11.05,4.65,15.70,108.40,88.66,19.74,2026-02-14
55,Seton Hall,Big East,,,16,8,69.5,63.8,5.75,,9.84,,8.90,6.70,15.59,103.42,83.32,20.10,2026-02-14
56,James Madison,Sun Belt,,,19,8,74.2,63.1,11.04,,4.16,,9.23,5.97,15.19,101.92,82.30,19.62,2026-02-14
57,Princeton,Ivy,,24,19,3,73.2,64.1,9.09,,5.86,,10.77,4.18,14.95,108.92,89.25,19.67,2026-02-14
58,Rhode Island,A-10,,,22,2,69.2,53.1,16.13,,0.24,,4.00,10.63,14.63,102.54,82.49,20.05,2026-02-14
59,Columbia,Ivy,,,16,6,71.8,60.7,11.09,,2.64,,9.05,4.68,13.73,103.35,85.76,17.60,2026-02-14
60,Gonzaga,WCC,,,19,7,73.2,63.5,9.62,,3.66,,8.96,4.32,13.27,103.75,86.27,17.47,2026-02-14
61,Marquette,Big East,,,16,9,69.8,62.8,7.04,,7.58,,6.90,6.22,13.12,103.25,86.29,16.97,2026-02-14
62,Auburn,SEC,,,13,12,60.3,61.8,-1.44,,14.10,,0.58,12.08,12.66,94.88,79.32,15.56,2026-02-14
63,Texas A&M,SEC,,,9,11,63.8,69.5,-5.75,,18.33,,5.01,7.57,12.58,96.24,81.10,15.14,2026-02-14
64,Fairfield,MAAC,,,21,4,77.8,57.8,20.00,,-7.68,,9.38,2.93,12.32,105.73,89.73,16.00,2026-02-14
65,Missouri,SEC,,,16,11,74.4,74.5,-0.11,,12.30,,12.99,-0.80,12.19,106.87,91.82,15.05,2026-02-14
66,Purdue,Big Ten,,,11,13,69.8,71.4,-1.58,,13.61,,9.38,2.65,12.03,103.74,88.40,15.34,2026-02-14
67,Montana State,Big Sky,,,17,6,76.2,63.0,13.26,,1.46,,9.19,2.46,11.65,97.38,83.09,14.29,2026-02-14
68,South Florida,American,,,15,10,71.2,68.8,2.40,,9.25,,8.97,2.68,11.65,102.12,88.10,14.02,2026-02-14
69,Troy,Sun Belt,,,20,5,83.4,68.9,14.56,,-0.69,,14.30,-2.74,11.56,99.04,86.72,12.32,2026-02-14
70,Rice,American,,,22,3,70.5,58.6,11.92,,-0.56,,4.78,6.58,11.36,98.14,83.61,14.53,2026-02-14
71,Harvard,Ivy,,,14,8,66.4,57.2,9.18,,2.01,,2.49,8.70,11.20,96.75,81.87,14.88,2026-02-14
72,Davidson,A-10,,,16,10,66.5,58.5,8.00,,3.19,,3.08,8.11,11.19,98.43,83.63,14.80,2026-02-14
73,Santa Clara,WCC,,,19,7,82.0,67.0,15.04,,0.52,,14.85,-3.80,11.06,102.84,89.63,13.20,2026-02-14
74,Wisconsin,Big Ten,,,13,12,70.2,72.1,-1.88,,12.92,,9.25,1.79,11.04,103.49,89.73,13.76,2026-02-14
75,Georgia Tech,ACC,,,11,15,66.0,66.8,-0.77,,11.64,,5.09,5.78,10.87,94.18,80.82,13.37,2026-02-14
76,George Mason,A-10,,,16,7,68.0,60.8,7.26,,3.20,,4.04,6.42,10.46,96.78,82.92,13.86,2026-02-14
77,Georgetown,Big East,,,12,12,65.0,61.1,3.92,,6.23,,2.79,7.36,10.15,97.13,84.17,12.97,2026-02-14
78,San Diego State,MWC,,,19,4,69.9,59.2,10.70,,1.53,,3.65,6.34,9.99,100.23,86.79,13.43,2026-02-14
79,Ball State,MAC,,,20,5,78.8,65.8,13.04,,-0.13,,10.96,-1.04,9.92,101.55,90.08,11.47,2026-02-14
80,Penn State,Big Ten,,,8,17,73.8,82.4,-8.56,,18.38,,15.80,-5.97,9.82,105.49,93.24,12.24,2026-02-14
81,Colorado State,MWC,,,18,7,66.8,55.8,11.00,,0.05,,1.18,8.45,9.63,99.77,86.82,12.95,2026-02-14
82,Florida State,ACC,,,9,16,73.6,76.9,-3.32,,12.85,,12.88,-3.35,9.53,99.50,88.64,10.86,2026-02-14
83,UC Irvine,Big West,,,20,4,71.7,55.7,16.00,,-6.52,,3.34,6.14,9.48,100.00,87.45,12.54,2026-02-14
84,Louisiana Tech,CUSA,,,18,5,75.1,58.9,16.17,,-0.94,,5.20,3.95,9.15,102.00,89.77,12.23,2026-02-14
85,Creighton,Big East,,,12,13,68.5,69.4,-0.96,,10.10,,7.36,1.79,9.14,101.79,90.07,11.71,2026-02-14
86,Arkansas State,Sun Belt,,,20,6,77.5,67.3,10.23,,0.01,,9.50,-0.89,8.61,94.54,85.37,9.17,2026-02-14
87,Saint Joseph's,A-10,,,16,8,67.8,58.3,9.58,,2.30,,2.09,6.44,8.53,98.38,87.14,11.24,2026-02-14
88,Georgia Southern,Sun Belt,,,18,6,73.7,65.0,8.63,,1.90,,3.96,4.24,8.20,99.20,88.74,10.46,2026-02-14
89,Nevada-Las Vegas,MWC,,,16,8,68.2,62.2,6.04,,2.16,,5.30,2.90,8.20,100.64,90.32,10.31,2026-02-14
90,Oregon State,WCC,,,17,9,66.3,61.4,4.92,,5.08,,1.55,6.49,8.04,98.27,88.22,10.06,2026-02-14
91,Belmont,MVC,,,15,9,69.8,67.2,2.54,,5.47,,4.60,3.41,8.01,98.14,88.12,10.02,2026-02-14
92,Cincinnati,Big 12,,,9,16,70.6,71.5,-0.88,,10.45,,7.99,-0.07,7.91,100.30,90.82,9.48,2026-02-14
93,Arkansas,SEC,,,11,15,72.7,75.4,-2.73,,10.48,,10.53,-2.77,7.75,97.53,88.57,8.96,2026-02-14
94,Miami (OH),MAC,,,20,4,71.6,58.0,13.58,,-2.86,,2.07,5.67,7.74,95.44,85.64,9.79,2026-02-14
95,Murray State,MVC,,,21,3,85.2,75.0,10.21,,-1.17,,16.95,-9.94,7.01,105.33,97.37,7.96,2026-02-14
96,Marshall,Sun Belt,,,21,6,73.9,62.6,11.30,,0.28,,4.88,2.05,6.92,97.48,89.57,7.91,2026-02-14
97,North Texas,American,,,13,11,70.0,61.8,8.17,,3.56,,1.60,5.33,6.92,91.16,83.23,7.92,2026-02-14
98,McNeese State,Southland,,,21,4,68.8,51.3,17.48,,-6.27,,-2.13,8.99,6.86,92.06,82.78,9.28,2026-02-14
99,Arizona,Big 12,,,11,13,70.9,71.1,-0.17,,6.99,,8.16,-1.34,6.82,97.00,89.60,7.40,2026-02-14
100,Northwestern,Big Ten,,,8,16,65.5,74.1,-8.54,,15.36,,6.59,0.23,6.82,100.13,92.54,7.59,2026-02-14
101,Green Bay,Horizon,,,20,6,68.0,58.3,9.73,,-1.77,,0.79,5.64,6.43,94.74,86.66,8.09,2026-02-14
102,St. John's (NY),Big East,,,19,8,63.7,61.0,2.78,,3.55,,0.73,5.60,6.33,95.99,88.89,7.10,2026-02-14
103,Quinnipiac,MAAC,,,21,4,69.2,51.8,17.40,,-11.13,,-0.27,6.54,6.27,99.04,89.90,9.15,2026-02-14
104,Lindenwood,OVC,,,19,7,73.5,60.6,12.88,,-2.82,,5.56,0.63,6.18,104.29,96.05,8.24,2026-02-14
105,Boise State,MWC,,,19,6,71.6,65.1,6.52,,-0.77,,7.10,-1.41,5.69,98.78,92.29,6.49,2026-02-14
106,Massachusetts,MAC,,,17,5,70.3,61.2,9.05,,-3.56,,2.46,3.03,5.49,94.64,88.62,6.02,2026-02-14
107,Wake Forest,ACC,,,13,13,66.3,65.5,0.73,,4.73,,3.41,2.06,5.46,96.50,90.49,6.02,2026-02-14
108,Abilene Christian,WAC,,,18,7,73.1,58.6,14.52,,-3.05,,0.61,4.65,5.26,94.32,88.20,6.13,2026-02-14
109,UCF,Big 12,,,10,14,63.7,65.2,-1.50,,6.68,,0.70,4.48,5.18,92.06,86.79,5.27,2026-02-14
110,New Mexico,MWC,,,17,8,67.5,60.8,6.72,,-1.55,,0.97,4.20,5.17,93.46,87.99,5.47,2026-02-14
111,Portland,WCC,,,15,10,69.9,61.8,8.12,,1.88,,2.66,2.27,4.93,92.32,86.37,5.95,2026-02-14
112,Idaho,Big Sky,,,20,5,79.8,67.7,12.16,,-4.72,,10.18,-5.29,4.89,97.61,92.69,4.92,2026-02-14
113,Butler,Big East,,,9,16,62.6,66.0,-3.40,,8.26,,0.26,4.60,4.86,92.79,88.47,4.32,2026-02-14
114,College of Charleston,CAA,,,20,3,76.8,58.1,18.65,,-7.58,,3.78,1.07,4.85,97.36,91.55,5.81,2026-02-14
115,Central Michigan,MAC,,,15,8,71.6,65.6,6.04,,-0.29,,4.51,0.29,4.80,95.41,90.51,4.90,2026-02-14
116,Western Illinois,OVC,,,21,4,77.6,61.2,16.48,,-7.75,,6.58,-2.10,4.48,101.45,95.48,5.97,2026-02-14
117,East Carolina,American,,,18,7,72.1,65.4,6.76,,-2.47,,5.51,-1.22,4.29,94.18,90.14,4.04,2026-02-14
118,Vermont,AmEast,,,21,6,67.4,53.4,14.04,,-5.40,,-2.42,6.55,4.13,97.36,91.51,5.85,2026-02-14
119,Grand Canyon,MWC,,,9,15,65.2,67.1,-1.92,,6.00,,3.40,0.68,4.09,92.77,88.57,4.21,2026-02-14
120,South Dakota,Summit,,,20,6,71.7,56.0,15.69,,-6.29,,-1.34,5.22,3.88,90.86,85.68,5.18,2026-02-14
