Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,24,8,0.75,,16,2,0.889,,74.1,58.9,,34.09,18.87,,7.0,7.0,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Louisville,ACC,27,7,0.794,,15,3,0.833,,79.9,60.8,,33.53,14.35,,20.0,6.0,,,NCAA Tournament
3,North Carolina,ACC,26,7,0.788,,14,4,0.778,,75.4,59.0,,29.07,12.61,,11.0,11.0,,,NCAA Tournament
4,NC State,ACC,20,10,0.667,,13,5,0.722,,77.2,66.5,,26.45,15.72,,9.0,9.0,,,NCAA Tournament
5,Syracuse,ACC,23,8,0.742,,12,6,0.667,,74.5,63.4,,20.55,9.49,,,,,,NCAA Tournament
6,Virginia Tech,ACC,23,9,0.719,,12,6,0.667,,72.9,61.3,,20.55,8.96,,,,,,NCAA Tournament
7,Notre Dame,ACC,22,10,0.688,,12,6,0.667,,77.9,64.9,,27.81,14.81,,15.0,15.0,,,NCAA Tournament
8,Clemson,ACC,21,11,0.656,,11,7,0.611,,67.7,58.7,,18.78,9.78,,,,,,NCAA Tournament
9,Virginia,ACC,19,11,0.633,,11,7,0.611,,75.3,64.3,,20.7,9.73,,,,,,NCAA Tournament
10,California,ACC,19,14,0.576,,9,9,0.5,,69.3,63.0,,18.2,11.9,,,,,,
11,Stanford,ACC,19,13,0.594,,8,10,0.444,,70.2,62.3,,19.61,11.68,,,,,,
12,Miami (FL),ACC,17,14,0.548,,8,10,0.444,,70.3,65.7,,16.88,12.24,,,,,,
13,Georgia Tech,ACC,14,18,0.438,,8,10,0.444,,65.8,65.8,,12.65,12.65,,,,,,
14,Florida State,ACC,10,21,0.323,,5,13,0.278,,71.5,77.1,,8.8,14.35,,,,,,
15,Wake Forest,ACC,14,17,0.452,,4,14,0.222,,65.7,66.6,,5.53,6.37,,,,,,
16,Southern Methodist,ACC,9,21,0.3,,2,16,0.111,,61.8,74.7,,-2.99,9.91,,,,,,
17,Pittsburgh,ACC,8,23,0.258,,1,17,0.056,,60.5,73.1,,-7.03,5.6,,,,,,
18,Boston College,ACC,5,26,0.161,,1,17,0.056,,64.1,76.8,,-3.41,9.33,,,,,,
1,Vermont,AmEast,27,7,0.794,,13,3,0.813,,63.0,52.3,,4.73,-5.9,,,,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Maine,AmEast,19,13,0.594,,12,4,0.75,,61.7,60.0,,-1.8,-3.48,,,,,,
3,Binghamton,AmEast,19,12,0.613,,10,6,0.625,,63.2,63.1,,-3.61,-3.68,,,,,,
4,Maryland-Baltimore County,AmEast,16,14,0.533,,10,6,0.625,,60.2,59.8,,-4.98,-5.37,,,,,,
5,NJIT,AmEast,18,12,0.6,,9,7,0.563,,65.8,62.9,,-4.52,-7.35,,,,,,
6,Bryant,AmEast,18,12,0.6,,8,8,0.5,,61.8,56.4,,-3.36,-8.75,,,,,,
7,Albany (NY),AmEast,14,16,0.467,,4,12,0.25,,56.3,55.7,,-4.53,-5.15,,,,,,
8,New Hampshire,AmEast,10,20,0.333,,4,12,0.25,,54.5,62.2,,-12.99,-5.34,,,,,,
9,Massachusetts-Lowell,AmEast,8,21,0.276,,2,14,0.125,,52.3,69.0,,-23.28,-6.63,,,,,,
1,Rice,American,28,5,0.848,,17,1,0.944,,70.0,59.5,,11.27,0.79,,,,,,Reg. Season Champion
2,East Carolina,American,22,10,0.688,,14,4,0.778,,71.2,65.3,,4.38,-1.56,,,,,,
3,South Florida,American,20,12,0.625,,13,5,0.722,,70.4,66.5,,11.87,7.93,,,,,,
4,Tulsa,American,19,12,0.613,,11,7,0.611,,67.9,66.0,,0.85,-1.09,,,,,,
5,North Texas,American,19,14,0.576,,11,7,0.611,,68.5,63.3,,7.88,2.72,,,,,,
6,UTSA,American,18,15,0.545,,9,9,0.5,,59.3,58.3,,4.48,3.54,,,,,,NCAA Tournament; Conf. Tournament Champion
7,Temple,American,15,17,0.469,,8,10,0.444,,67.8,68.8,,3.49,4.46,,,,,,
8,Charlotte,American,14,18,0.438,,8,10,0.444,,63.5,66.3,,0.72,3.44,,,,,,
9,Florida Atlantic,American,14,18,0.438,,7,11,0.389,,61.4,69.3,,-6.32,1.62,,,,,,
10,Tulane,American,11,20,0.355,,6,12,0.333,,65.0,67.1,,-0.08,1.99,,,,,,
11,Wichita State,American,8,23,0.258,,5,13,0.278,,59.3,67.9,,-7.97,0.63,,,,,,
12,UAB,American,11,19,0.367,,4,14,0.222,,68.6,70.2,,-2.59,-0.97,,,,,,
13,Memphis,American,10,21,0.323,,4,14,0.222,,63.9,69.1,,-4.4,0.8,,,,,,
1,Rhode Island,A-10,28,4,0.875,,16,2,0.889,,66.5,53.9,,13.89,1.34,,,,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,George Mason,A-10,23,9,0.719,,16,2,0.889,,67.4,59.7,,12.06,4.41,,,,,,Reg. Season Champion
3,Richmond,A-10,26,7,0.788,,15,3,0.833,,72.6,59.0,,17.32,3.72,,24.0,24.0,,,NCAA Tournament
4,Davidson,A-10,21,12,0.636,,12,6,0.667,,65.4,58.1,,10.31,2.97,,,,,,
