Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,24,8,0.75,,16,2,0.889,,74.1,58.9,,34.09,18.87,,7.0,7.0,,,Reg. Season Champion; Conf. Tournament Champion
2,Louisville,ACC,27,7,0.794,,15,3,0.833,,79.9,60.8,,33.53,14.35,,20.0,6.0,,,
3,North Carolina,ACC,26,7,0.788,,14,4,0.778,,75.4,59.0,,29.06,12.61,,11.0,11.0,,,
4,NC State,ACC,20,10,0.667,,13,5,0.722,,77.2,66.5,,26.45,15.72,,9.0,9.0,,,
5,Syracuse,ACC,23,8,0.742,,12,6,0.667,,74.5,63.4,,20.57,9.51,,,,,,
6,Virginia Tech,ACC,23,9,0.719,,12,6,0.667,,72.9,61.3,,20.55,8.96,,,,,,
7,Notre Dame,ACC,22,10,0.688,,12,6,0.667,,77.9,64.9,,27.8,14.8,,15.0,15.0,,,
8,Clemson,ACC,21,11,0.656,,11,7,0.611,,67.7,58.7,,18.78,9.78,,,,,,
9,Virginia,ACC,19,11,0.633,,11,7,0.611,,75.3,64.3,,20.7,9.73,,,,,,
10,California,ACC,19,14,0.576,,9,9,0.5,,69.3,63.0,,18.2,11.9,,,,,,
11,Stanford,ACC,19,13,0.594,,8,10,0.444,,70.2,62.3,,19.61,11.67,,,,,,
12,Miami (FL),ACC,17,14,0.548,,8,10,0.444,,70.3,65.7,,16.87,12.22,,,,,,
13,Georgia Tech,ACC,14,18,0.438,,8,10,0.444,,65.8,65.8,,12.65,12.65,,,,,,
14,Florida State,ACC,10,21,0.323,,5,13,0.278,,71.5,77.1,,8.78,14.32,,,,,,
15,Wake Forest,ACC,14,17,0.452,,4,14,0.222,,65.7,66.6,,5.55,6.38,,,,,,
16,Southern Methodist,ACC,9,21,0.3,,2,16,0.111,,61.8,74.7,,-2.99,9.91,,,,,,
17,Pittsburgh,ACC,8,23,0.258,,1,17,0.056,,60.5,73.1,,-7.02,5.62,,,,,,
18,Boston College,ACC,5,26,0.161,,1,17,0.056,,64.1,76.8,,-3.42,9.33,,,,,,
1,Vermont,AmEast,27,7,0.794,,13,3,0.813,,63.0,52.3,,4.75,-5.87,,,,,,Reg. Season Champion
2,Maine,AmEast,19,13,0.594,,12,4,0.75,,61.7,60.0,,-1.78,-3.47,,,,,,
3,Binghamton,AmEast,19,12,0.613,,10,6,0.625,,63.2,63.1,,-3.61,-3.68,,,,,,
4,Maryland-Baltimore County,AmEast,16,14,0.533,,10,6,0.625,,60.2,59.8,,-4.97,-5.36,,,,,,
5,NJIT,AmEast,18,12,0.6,,9,7,0.563,,65.8,62.9,,-4.51,-7.34,,,,,,
6,Bryant,AmEast,18,12,0.6,,8,8,0.5,,61.8,56.4,,-3.35,-8.74,,,,,,
7,Albany (NY),AmEast,14,16,0.467,,4,12,0.25,,56.3,55.7,,-4.53,-5.15,,,,,,
8,New Hampshire,AmEast,10,20,0.333,,4,12,0.25,,54.5,62.2,,-12.98,-5.34,,,,,,
9,Massachusetts-Lowell,AmEast,8,21,0.276,,2,14,0.125,,52.3,69.0,,-23.27,-6.61,,,,,,
1,Rice,American,28,4,0.875,,17,1,0.944,,70.9,59.7,,11.9,0.65,,,,,,Reg. Season Champion
2,East Carolina,American,22,10,0.688,,14,4,0.778,,71.2,65.3,,4.35,-1.59,,,,,,
3,South Florida,American,20,12,0.625,,13,5,0.722,,70.4,66.5,,11.86,7.93,,,,,,
4,Tulsa,American,19,12,0.613,,11,7,0.611,,67.9,66.0,,0.84,-1.09,,,,,,
5,North Texas,American,19,14,0.576,,11,7,0.611,,68.5,63.3,,7.92,2.75,,,,,,
6,UTSA,American,17,15,0.531,,9,9,0.5,,59.5,58.9,,3.84,3.32,,,,,,
7,Temple,American,15,17,0.469,,8,10,0.444,,67.8,68.8,,3.47,4.44,,,,,,
8,Charlotte,American,14,18,0.438,,8,10,0.444,,63.5,66.3,,0.74,3.46,,,,,,
9,Florida Atlantic,American,14,18,0.438,,7,11,0.389,,61.4,69.3,,-6.32,1.62,,,,,,
10,Tulane,American,11,20,0.355,,6,12,0.333,,65.0,67.1,,-0.09,1.98,,,,,,
11,Wichita State,American,8,23,0.258,,5,13,0.278,,59.3,67.9,,-7.99,0.61,,,,,,
12,UAB,American,11,19,0.367,,4,14,0.222,,68.6,70.2,,-2.6,-0.98,,,,,,
13,Memphis,American,10,21,0.323,,4,14,0.222,,63.9,69.1,,-4.43,0.77,,,,,,
1,Rhode Island,A-10,28,4,0.875,,16,2,0.889,,66.5,53.9,,13.89,1.34,,,,,,Reg. Season Champion; Conf. Tournament Champion
2,George Mason,A-10,23,9,0.719,,16,2,0.889,,67.4,59.7,,12.06,4.4,,,,,,Reg. Season Champion
3,Richmond,A-10,26,7,0.788,,15,3,0.833,,72.6,59.0,,17.33,3.72,,24.0,24.0,,,
4,Davidson,A-10,21,12,0.636,,12,6,0.667,,65.4,58.1,,10.31,2.98,,,,,,
5,Saint Joseph's,A-10,20,11,0.645,,10,8,0.556,,65.0,59.7,,7.88,2.54,,,,,,
6,La Salle,A-10,18,13,0.581,,10,8,0.556,,63.9,64.2,,-0.32,-0.02,,,,,,
7,Dayton,A-10,17,14,0.548,,9,9,0.5,,67.0,67.5,,-0.39,0.19,,,,,,
8,Loyola (IL),A-10,14,17,0.452,,9,9,0.5,,56.6,61.5,,-3.02,1.91,,,,,,
9,St. Bonaventure,A-10,16,15,0.516,,7,11,0.389,,61.4,62.2,,-5.06,-4.29,,,,,,
10,George Washington,A-10,15,17,0.469,,7,11,0.389,,60.0,61.2,,-0.64,0.52,,,,,,
11,Saint Louis,A-10,12,21,0.364,,5,13,0.278,,62.1,67.8,,-4.78,0.85,,,,,,
12,Duquesne,A-10,12,19,0.387,,4,14,0.222,,61.0,65.2,,-5.41,-1.17,,,,,,
13,Virginia Commonwealth,A-10,8,23,0.258,,4,14,0.222,,56.7,67.4,,-6.08,4.53,,,,,,
14,Fordham,A-10,10,20,0.333,,2,16,0.111,,60.4,64.7,,-7.48,-3.17,,,,,,
1,Eastern Kentucky,A-Sun,24,8,0.75,,15,3,0.833,,70.7,59.5,,3.08,-8.12,,,,,,Reg. Season Champion
2,Jacksonville,A-Sun,24,8,0.75,,13,5,0.722,,72.7,67.7,,0.52,-4.48,,,,,,Conf. Tournament Champion
3,Central Arkansas,A-Sun,21,11,0.656,,13,5,0.722,,67.5,58.7,,2.47,-6.29,,,,,,
4,Stetson,A-Sun,20,11,0.645,,12,6,0.667,,67.8,66.4,,-3.57,-4.99,,,,,,
5,North Alabama,A-Sun,17,14,0.548,,11,7,0.611,,64.0,65.5,,-8.25,-6.77,,,,,,
6,Florida Gulf Coast,A-Sun,16,15,0.516,,11,7,0.611,,60.7,60.7,,-1.21,-1.18,,,,,,
7,West Georgia,A-Sun,18,13,0.581,,10,8,0.556,,71.2,70.7,,-7.81,-8.4,,,,,,
8,Austin Peay,A-Sun,19,13,0.594,,8,10,0.444,,64.3,59.4,,-0.73,-5.69,,,,,,
9,Lipscomb,A-Sun,10,20,0.333,,7,11,0.389,,59.1,63.1,,-10.51,-6.51,,,,,,
10,Queens (NC),A-Sun,10,20,0.333,,4,14,0.222,,57.3,69.3,,-20.04,-8.0,,,,,,
11,North Florida,A-Sun,9,21,0.3,,4,14,0.222,,60.8,70.2,,-13.47,-4.0,,,,,,
