Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,17,3,0.85,,7,0,1.0,,82.7,58.6,,35.52,11.42,,20.0,9.0,,,
2,Duke,ACC,12,6,0.667,,7,0,1.0,,73.7,62.0,,30.98,19.32,,7.0,7.0,,,
3,NC State,ACC,13,5,0.722,,6,1,0.857,,77.4,64.3,,28.72,15.6,,9.0,9.0,,,
4,Syracuse,ACC,15,3,0.833,,5,2,0.714,,74.9,59.9,,19.17,4.17,,,,,,
5,Virginia,ACC,13,5,0.722,,5,2,0.714,,76.0,59.3,,19.8,3.08,,,,,,
6,Stanford,ACC,15,4,0.789,,4,2,0.667,,70.3,56.5,,22.65,8.86,,,,,,
7,Virginia Tech,ACC,14,5,0.737,,4,3,0.571,,74.5,57.7,,18.96,2.17,,,,,,
8,Notre Dame,ACC,12,5,0.706,,4,3,0.571,,83.6,63.2,,29.33,8.86,,15.0,15.0,,,
9,North Carolina,ACC,14,5,0.737,,3,3,0.5,,77.6,58.7,,27.96,9.12,,11.0,11.0,,,
10,Clemson,ACC,12,6,0.667,,3,3,0.5,,69.7,56.2,,17.79,4.29,,,,,,
11,Georgia Tech,ACC,8,10,0.444,,3,3,0.5,,67.2,65.8,,10.13,8.74,,,,,,
12,Miami (FL),ACC,11,7,0.611,,3,4,0.429,,72.9,63.3,,19.72,10.11,,,,,,
13,Wake Forest,ACC,12,7,0.632,,2,5,0.286,,66.1,58.8,,5.78,-1.49,,,,,,
14,California,ACC,10,9,0.526,,1,5,0.167,,68.8,62.7,,16.27,10.16,,,,,,
15,Pittsburgh,ACC,8,11,0.421,,1,5,0.167,,61.6,65.9,,-6.93,-2.6,,,,,,
16,Florida State,ACC,6,12,0.333,,1,5,0.167,,75.4,78.0,,9.7,12.26,,,,,,
17,Boston College,ACC,4,16,0.2,,0,7,0.0,,62.9,73.9,,-5.85,5.1,,,,,,
18,Southern Methodist,ACC,7,11,0.389,,0,6,0.0,,64.7,70.4,,2.1,7.77,,,,,,
1,Vermont,AmEast,15,5,0.75,,4,1,0.8,,63.8,56.3,,2.97,-4.53,,,,,,
2,Binghamton,AmEast,12,6,0.667,,4,1,0.8,,67.0,67.3,,-2.65,-2.33,,,,,,
3,Bryant,AmEast,14,5,0.737,,4,2,0.667,,66.2,56.2,,-1.81,-11.81,,,,,,
4,NJIT,AmEast,13,6,0.684,,4,2,0.667,,68.7,65.4,,-5.98,-9.35,,,,,,
5,Maine,AmEast,9,10,0.474,,4,2,0.667,,61.1,61.7,,-2.79,-2.16,,,,,,
6,Maryland-Baltimore County,AmEast,8,9,0.471,,3,2,0.6,,60.7,62.3,,-7.1,-5.44,,,,,,
7,Albany (NY),AmEast,11,7,0.611,,1,4,0.2,,58.2,55.4,,-1.9,-4.67,,,,,,
8,Massachusetts-Lowell,AmEast,6,12,0.333,,0,5,0.0,,55.2,69.0,,-22.46,-8.66,,,,,,
9,New Hampshire,AmEast,6,12,0.333,,0,5,0.0,,56.9,66.5,,-14.32,-4.76,,,,,,
1,Rice,American,15,3,0.833,,5,0,1.0,,69.6,58.5,,11.16,0.05,,,,,,
2,East Carolina,American,13,6,0.684,,5,1,0.833,,73.7,66.7,,3.65,-3.35,,,,,,
3,South Florida,American,12,7,0.632,,5,1,0.833,,71.0,70.2,,12.45,11.61,,,,,,
4,Tulsa,American,12,5,0.706,,4,1,0.8,,71.6,66.1,,1.5,-4.03,,,,,,
5,UTSA,American,9,7,0.563,,4,1,0.8,,60.4,59.1,,5.05,3.71,,,,,,
6,North Texas,American,10,8,0.556,,4,2,0.667,,67.4,64.4,,7.75,4.75,,,,,,
7,Tulane,American,8,10,0.444,,3,3,0.5,,70.1,69.6,,2.26,1.76,,,,,,
8,Charlotte,American,8,10,0.444,,2,3,0.4,,62.7,67.3,,1.25,5.86,,,,,,
9,Florida Atlantic,American,8,10,0.444,,2,4,0.333,,61.6,69.0,,-7.41,-0.05,,,,,,
10,Temple,American,7,10,0.412,,1,4,0.2,,68.4,69.5,,3.97,5.03,,,,,,
11,Memphis,American,7,11,0.389,,1,4,0.2,,64.8,71.1,,-5.9,0.46,,,,,,
12,UAB,American,7,11,0.389,,0,6,0.0,,71.6,69.6,,0.75,-1.25,,,,,,
13,Wichita State,American,3,16,0.158,,0,6,0.0,,57.3,68.2,,-10.57,0.38,,,,,,
1,Rhode Island,A-10,15,2,0.882,,6,0,1.0,,66.1,53.9,,12.47,0.29,,,,,,
2,George Mason,A-10,11,6,0.647,,6,0,1.0,,69.7,62.2,,10.74,3.21,,,,,,
3,Richmond,A-10,15,4,0.789,,5,1,0.833,,74.3,63.4,,15.17,4.33,,24.0,24.0,,,
4,Davidson,A-10,13,6,0.684,,5,1,0.833,,69.8,58.6,,15.0,3.74,,,,,,
5,Saint Joseph's,A-10,12,5,0.706,,3,3,0.5,,65.9,58.1,,9.03,1.3,,,,,,
6,St. Bonaventure,A-10,12,6,0.667,,3,3,0.5,,62.4,60.4,,-7.0,-8.94,,,,,,
7,La Salle,A-10,10,7,0.588,,3,3,0.5,,62.8,65.0,,-3.33,-1.14,,,,,,
8,Saint Louis,A-10,9,10,0.474,,3,3,0.5,,66.6,68.7,,-1.99,0.07,,,,,,
9,Loyola (IL),A-10,7,11,0.389,,3,4,0.429,,54.7,62.2,,-4.02,3.48,,,,,,
10,Dayton,A-10,9,8,0.529,,2,4,0.333,,65.8,67.6,,-3.74,-1.92,,,,,,
11,Virginia Commonwealth,A-10,6,12,0.333,,2,4,0.333,,58.1,65.9,,-2.77,5.07,,,,,,
12,George Washington,A-10,10,10,0.5,,2,5,0.286,,61.5,61.3,,-1.18,-1.4,,,,,,
13,Fordham,A-10,8,9,0.471,,0,6,0.0,,66.0,66.3,,-7.0,-6.69,,,,,,
14,Duquesne,A-10,7,10,0.412,,0,6,0.0,,61.3,63.2,,-6.26,-4.39,,,,,,
1,Eastern Kentucky,A-Sun,15,4,0.789,,6,0,1.0,,72.6,61.4,,2.62,-8.68,,,,,,
2,West Georgia,A-Sun,12,5,0.706,,5,1,0.833,,70.7,67.8,,-5.23,-8.17,,,,,,
3,Florida Gulf Coast,A-Sun,9,8,0.529,,5,1,0.833,,57.6,63.1,,0.28,5.81,,,,,,
4,Austin Peay,A-Sun,11,5,0.688,,3,3,0.5,,62.9,57.0,,0.57,-5.36,,,,,,
5,Jacksonville,A-Sun,11,6,0.647,,3,3,0.5,,71.6,70.8,,-1.25,-2.05,,,,,,
6,Stetson,A-Sun,10,7,0.588,,3,3,0.5,,66.5,68.5,,-6.29,-4.29,,,,,,
7,Central Arkansas,A-Sun,10,8,0.556,,3,3,0.5,,68.9,62.3,,2.43,-4.13,,,,,,
