Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,19,3,0.864,,9,0,1.0,,83.0,59.5,,34.89,11.3,,20.0,7.0,,,
2,Duke,ACC,14,6,0.7,,9,0,1.0,,75.7,60.2,,32.83,17.28,,7.0,7.0,,,
3,NC State,ACC,14,6,0.7,,7,2,0.778,,77.6,66.1,,27.97,16.47,,9.0,9.0,,,
4,Syracuse,ACC,16,4,0.8,,6,3,0.667,,74.4,60.7,,20.01,6.26,,,,,,
5,North Carolina,ACC,17,5,0.773,,6,3,0.667,,76.7,58.5,,27.64,9.51,,11.0,11.0,,,
6,Virginia Tech,ACC,16,5,0.762,,6,3,0.667,,74.9,58.2,,19.95,3.28,,,,,,
7,Virginia,ACC,14,6,0.7,,6,3,0.667,,76.4,59.6,,20.7,3.85,,,,,,
8,Clemson,ACC,14,7,0.667,,5,4,0.556,,69.8,57.7,,18.0,5.9,,,,,,
9,Notre Dame,ACC,13,7,0.65,,5,4,0.556,,80.1,64.5,,27.46,11.91,,15.0,15.0,,,
10,Stanford,ACC,15,6,0.714,,4,4,0.5,,69.7,58.1,,21.25,9.63,,,,,,
11,Miami (FL),ACC,12,8,0.6,,4,5,0.444,,72.7,64.0,,19.28,10.58,,,,,,
12,Georgia Tech,ACC,9,12,0.429,,4,5,0.444,,65.8,66.7,,9.79,10.69,,,,,,
13,California,ACC,12,9,0.571,,3,5,0.375,,69.5,62.9,,16.73,10.16,,,,,,
14,Wake Forest,ACC,12,9,0.571,,2,7,0.222,,65.9,61.0,,5.22,0.32,,,,,,
15,Florida State,ACC,7,14,0.333,,2,7,0.222,,74.0,77.0,,9.44,12.39,,,,,,
16,Southern Methodist,ACC,8,13,0.381,,1,8,0.111,,65.0,71.0,,1.42,7.42,,,,,,
17,Pittsburgh,ACC,8,14,0.364,,1,8,0.111,,60.5,69.0,,-8.34,0.09,,,,,,
18,Boston College,ACC,4,18,0.182,,0,9,0.0,,62.4,74.3,,-5.29,6.67,,,,,,
1,Vermont,AmEast,17,5,0.773,,6,1,0.857,,65.1,55.6,,3.95,-5.5,,,,,,
2,Binghamton,AmEast,14,6,0.7,,6,1,0.857,,65.8,65.3,,-2.5,-2.95,,,,,,
3,Maryland-Baltimore County,AmEast,10,9,0.526,,5,2,0.714,,61.0,61.1,,-6.58,-6.52,,,,,,
4,Maine,AmEast,10,11,0.476,,5,3,0.625,,61.1,61.7,,-2.84,-2.27,,,,,,
5,Bryant,AmEast,14,6,0.7,,4,3,0.571,,65.4,57.0,,-2.81,-11.25,,,,,,
6,NJIT,AmEast,13,7,0.65,,4,3,0.571,,67.9,64.7,,-5.75,-8.9,,,,,,
7,Albany (NY),AmEast,11,9,0.55,,1,6,0.143,,57.9,55.9,,-3.24,-5.19,,,,,,
8,New Hampshire,AmEast,7,13,0.35,,1,6,0.143,,56.1,64.7,,-13.43,-4.77,,,,,,
9,Massachusetts-Lowell,AmEast,6,14,0.3,,0,7,0.0,,54.5,70.1,,-23.75,-8.1,,,,,,
1,Rice,American,17,3,0.85,,7,0,1.0,,70.1,59.0,,11.09,-0.01,,,,,,
2,East Carolina,American,15,6,0.714,,7,1,0.875,,74.0,66.0,,4.75,-3.15,,,,,,
3,Tulsa,American,13,6,0.684,,5,2,0.714,,70.6,66.1,,1.82,-2.71,,,,,,
4,South Florida,American,12,9,0.571,,5,3,0.625,,71.2,70.6,,10.88,10.31,,,,,,
5,North Texas,American,11,9,0.55,,5,3,0.625,,66.9,63.7,,7.22,4.05,,,,,,
6,UTSA,American,9,9,0.5,,4,3,0.571,,59.1,59.0,,3.47,3.41,,,,,,
7,Temple,American,9,10,0.474,,3,4,0.429,,70.1,70.8,,4.31,5.05,,,,,,
8,Charlotte,American,9,11,0.45,,3,4,0.429,,64.4,67.5,,2.09,5.24,,,,,,
9,Tulane,American,8,11,0.421,,3,4,0.429,,69.6,69.6,,1.99,2.04,,,,,,
10,Florida Atlantic,American,9,11,0.45,,3,5,0.375,,61.5,69.1,,-7.21,0.43,,,,,,
11,Memphis,American,8,12,0.4,,2,5,0.286,,63.8,69.2,,-5.36,0.06,,,,,,
12,Wichita State,American,4,16,0.2,,1,6,0.143,,57.7,67.7,,-10.0,0.0,,,,,,
13,UAB,American,7,13,0.35,,0,8,0.0,,70.4,70.7,,-0.97,-0.71,,,,,,
1,Rhode Island,A-10,18,2,0.9,,9,0,1.0,,66.7,54.3,,12.75,0.38,,,,,,
2,George Mason,A-10,13,6,0.684,,8,0,1.0,,68.8,61.3,,10.22,2.64,,,,,,
3,Richmond,A-10,16,4,0.8,,6,1,0.857,,74.4,62.6,,15.74,3.94,,24.0,24.0,,,
4,Davidson,A-10,15,7,0.682,,7,2,0.778,,68.5,58.3,,13.72,3.45,,,,,,
5,Saint Louis,A-10,11,11,0.5,,5,4,0.556,,66.0,67.9,,-2.44,-0.63,,,,,,
6,Loyola (IL),A-10,9,11,0.45,,5,4,0.556,,56.2,62.0,,-2.76,3.05,,,,,,
7,Saint Joseph's,A-10,13,6,0.684,,4,4,0.5,,65.8,58.3,,8.86,1.33,,,,,,
8,La Salle,A-10,11,9,0.55,,4,5,0.444,,63.5,65.3,,-2.65,-0.86,,,,,,
9,St. Bonaventure,A-10,12,9,0.571,,3,6,0.333,,61.8,61.7,,-7.36,-7.46,,,,,,
10,Dayton,A-10,10,10,0.5,,3,6,0.333,,65.9,67.5,,-3.08,-1.53,,,,,,
11,George Washington,A-10,11,11,0.5,,3,6,0.333,,61.2,60.7,,-0.97,-1.54,,,,,,
12,Virginia Commonwealth,A-10,7,14,0.333,,3,6,0.333,,57.5,66.2,,-3.31,5.41,,,,,,
13,Fordham,A-10,9,11,0.45,,1,8,0.111,,64.5,65.2,,-6.62,-5.93,,,,,,
14,Duquesne,A-10,7,13,0.35,,0,9,0.0,,60.1,64.7,,-7.42,-2.75,,,,,,
1,Eastern Kentucky,A-Sun,17,4,0.81,,8,0,1.0,,73.9,61.1,,4.12,-8.77,,,,,,
2,West Georgia,A-Sun,13,6,0.684,,6,2,0.75,,70.8,68.7,,-6.46,-8.58,,,,,,
3,Austin Peay,A-Sun,13,5,0.722,,5,3,0.625,,65.1,59.1,,0.81,-5.19,,,,,,
4,Florida Gulf Coast,A-Sun,9,10,0.474,,5,3,0.625,,57.3,63.2,,-1.55,4.33,,,,,,
5,Central Arkansas,A-Sun,11,8,0.579,,4,3,0.571,,69.9,62.5,,3.14,-4.27,,,,,,
6,North Alabama,A-Sun,9,9,0.5,,4,3,0.571,,62.4,67.1,,-11.16,-6.47,,,,,,
