Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Syracuse,ACC,8,1,0.889,,1.0,0.0,1.0,,72.2,57.4,,18.53,3.75,,,,,,
2,Notre Dame,ACC,6,2,0.75,,1.0,0.0,1.0,,81.5,62.3,,29.31,10.06,,15.0,15.0,,,
3,Louisville,ACC,8,3,0.727,,1.0,0.0,1.0,,82.0,57.3,,32.98,8.25,,20.0,20.0,,,
4,Virginia,ACC,7,3,0.7,,1.0,0.0,1.0,,78.5,55.9,,20.72,-1.88,,,,,,
5,Duke,ACC,4,6,0.4,,1.0,0.0,1.0,,69.0,65.6,,25.12,21.72,,7.0,7.0,,,
6,North Carolina,ACC,9,2,0.818,,,,,,79.6,56.9,,31.71,8.98,,11.0,11.0,,,
7,Wake Forest,ACC,9,2,0.818,,,,,,68.6,53.8,,3.65,-11.17,,,,,,
8,Stanford,ACC,8,2,0.8,,,,,,72.9,53.2,,21.8,2.1,,,,,,
9,California,ACC,7,3,0.7,,,,,,68.6,58.0,,15.69,5.09,,,,,,
10,Miami (FL),ACC,6,3,0.667,,,,,,75.2,59.1,,22.71,6.6,,,,,,
11,NC State,ACC,6,4,0.6,,,,,,75.5,66.7,,23.96,15.16,,9.0,9.0,,,
12,Pittsburgh,ACC,6,5,0.545,,,,,,61.1,59.9,,-9.21,-10.41,,,,,,
13,Georgia Tech,ACC,4,6,0.4,,,,,,68.7,63.0,,7.08,1.38,,,,,,
14,Virginia Tech,ACC,7,3,0.7,,0.0,1.0,0.0,,73.2,59.0,,15.3,1.1,,,,,,
15,Clemson,ACC,6,4,0.6,,0.0,1.0,0.0,,66.0,56.2,,14.75,4.95,,,,,,
16,Southern Methodist,ACC,4,6,0.4,,0.0,1.0,0.0,,69.6,68.3,,5.31,4.01,,,,,,
17,Florida State,ACC,4,7,0.364,,0.0,1.0,0.0,,76.7,80.2,,9.79,13.24,,,,,,
18,Boston College,ACC,4,9,0.308,,0.0,1.0,0.0,,67.2,69.3,,-2.55,-0.48,,,,,,
1,Albany (NY),AEC,8,2,0.8,,,,,,60.6,52.2,,1.12,-7.21,,,,,,
2,Bryant,AEC,8,3,0.727,,,,,,67.6,56.8,,-3.62,-14.44,,,,,,
3,NJIT,AEC,8,3,0.727,,,,,,67.1,63.5,,-5.44,-8.99,,,,,,
4,Vermont,AEC,8,3,0.727,,,,,,63.9,57.6,,4.45,-1.88,,,,,,
5,Binghamton,AEC,5,3,0.625,,,,,,67.3,78.0,,-8.28,2.39,,,,,,
