Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,24,8,0.75,,16,2,0.889,,74.1,58.9,,34.05,18.84,,7.0,7.0,,,Reg. Season Champion; Conf. Tournament Champion
2,Louisville,ACC,27,7,0.794,,15,3,0.833,,79.9,60.8,,33.5,14.32,,20.0,6.0,,,
3,North Carolina,ACC,26,7,0.788,,14,4,0.778,,75.4,59.0,,29.06,12.61,,11.0,11.0,,,
4,NC State,ACC,20,10,0.667,,13,5,0.722,,77.2,66.5,,26.43,15.7,,9.0,9.0,,,
5,Syracuse,ACC,23,8,0.742,,12,6,0.667,,74.5,63.4,,20.53,9.47,,,,,,
6,Virginia Tech,ACC,23,9,0.719,,12,6,0.667,,72.9,61.3,,20.52,8.93,,,,,,
7,Notre Dame,ACC,22,10,0.688,,12,6,0.667,,77.9,64.9,,27.77,14.77,,15.0,15.0,,,
8,Clemson,ACC,21,11,0.656,,11,7,0.611,,67.7,58.7,,18.75,9.75,,,,,,
9,Virginia,ACC,19,11,0.633,,11,7,0.611,,75.3,64.3,,20.68,9.71,,,,,,
10,California,ACC,19,14,0.576,,9,9,0.5,,69.3,63.0,,18.15,11.85,,,,,,
11,Stanford,ACC,19,13,0.594,,8,10,0.444,,70.2,62.3,,19.55,11.61,,,,,,
12,Miami (FL),ACC,17,14,0.548,,8,10,0.444,,70.3,65.7,,16.83,12.18,,,,,,
13,Georgia Tech,ACC,14,18,0.438,,8,10,0.444,,65.8,65.8,,12.61,12.61,,,,,,
14,Florida State,ACC,10,21,0.323,,5,13,0.278,,71.5,77.1,,8.74,14.29,,,,,,
15,Wake Forest,ACC,14,17,0.452,,4,14,0.222,,65.7,66.6,,5.53,6.36,,,,,,
16,Southern Methodist,ACC,9,21,0.3,,2,16,0.111,,61.8,74.7,,-3.02,9.88,,,,,,
17,Pittsburgh,ACC,8,23,0.258,,1,17,0.056,,60.5,73.1,,-7.05,5.58,,,,,,
18,Boston College,ACC,5,26,0.161,,1,17,0.056,,64.1,76.8,,-3.43,9.31,,,,,,
1,Vermont,AmEast,26,7,0.788,,13,3,0.813,,63.0,52.6,,4.31,-6.08,,,,,,Reg. Season Champion
2,Maine,AmEast,19,12,0.613,,12,4,0.75,,62.3,59.9,,-1.46,-3.79,,,,,,
3,Binghamton,AmEast,19,12,0.613,,10,6,0.625,,63.2,63.1,,-3.63,-3.7,,,,,,
4,Maryland-Baltimore County,AmEast,16,14,0.533,,10,6,0.625,,60.2,59.8,,-5.0,-5.4,,,,,,
