Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,21,8,0.724,,16,2,0.889,,75.1,59.0,,34.2,18.13,,7.0,7.0,,,
2,Louisville,ACC,25,6,0.806,,15,3,0.833,,80.7,60.6,,33.22,13.13,,20.0,6.0,,,
3,North Carolina,ACC,25,6,0.806,,14,4,0.778,,75.7,58.5,,28.98,11.75,,11.0,11.0,,,
4,NC State,ACC,20,9,0.69,,13,5,0.722,,77.7,66.0,,27.2,15.47,,9.0,9.0,,,
5,Syracuse,ACC,22,7,0.759,,12,6,0.667,,75.1,62.8,,20.88,8.53,,,,,,
6,Virginia Tech,ACC,22,8,0.733,,12,6,0.667,,73.4,60.7,,20.88,8.21,,,,,,
7,Notre Dame,ACC,20,9,0.69,,12,6,0.667,,78.6,65.3,,27.02,13.74,,15.0,15.0,,,
8,Clemson,ACC,20,10,0.667,,11,7,0.611,,68.6,58.9,,18.36,8.73,,,,,,
9,Virginia,ACC,19,10,0.655,,11,7,0.611,,76.1,64.3,,21.32,9.53,,,,,,
10,California,ACC,18,13,0.581,,9,9,0.5,,69.5,63.2,,18.22,11.9,,,,,,
11,Stanford,ACC,19,12,0.613,,8,10,0.444,,70.0,61.6,,19.94,11.52,,,,,,
12,Miami (FL),ACC,16,13,0.552,,8,10,0.444,,70.4,65.2,,16.84,11.59,,,,,,
13,Georgia Tech,ACC,13,17,0.433,,8,10,0.444,,66.0,66.1,,12.45,12.58,,,,,,
14,Florida State,ACC,10,20,0.333,,5,13,0.278,,71.9,77.2,,9.1,14.43,,,,,,
15,Wake Forest,ACC,14,16,0.467,,4,14,0.222,,66.2,66.3,,6.02,6.12,,,,,,
16,Southern Methodist,ACC,9,21,0.3,,2,16,0.111,,61.8,74.7,,-2.91,10.0,,,,,,
17,Pittsburgh,ACC,8,23,0.258,,1,17,0.056,,60.5,73.1,,-6.92,5.72,,,,,,
18,Boston College,ACC,5,26,0.161,,1,17,0.056,,64.1,76.8,,-3.33,9.42,,,,,,
1,Vermont,AmEast,24,7,0.774,,13,3,0.813,,63.1,52.7,,4.42,-6.07,,,,,,
2,Maine,AmEast,17,12,0.586,,12,4,0.75,,61.8,60.1,,-1.64,-3.33,,,,,,
3,Binghamton,AmEast,18,11,0.621,,10,6,0.625,,64.1,64.0,,-3.48,-3.67,,,,,,
4,Maryland-Baltimore County,AmEast,15,13,0.536,,10,6,0.625,,59.8,59.3,,-5.14,-5.64,,,,,,
5,NJIT,AmEast,18,11,0.621,,9,7,0.563,,65.8,62.8,,-4.4,-7.36,,,,,,
6,Bryant,AmEast,18,11,0.621,,8,8,0.5,,62.4,56.8,,-3.35,-8.98,,,,,,
7,Albany (NY),AmEast,14,15,0.483,,4,12,0.25,,56.9,55.7,,-4.22,-5.4,,,,,,
8,New Hampshire,AmEast,10,19,0.345,,4,12,0.25,,54.4,61.6,,-12.65,-5.42,,,,,,
9,Massachusetts-Lowell,AmEast,8,21,0.276,,2,14,0.125,,52.3,69.0,,-23.23,-6.58,,,,,,
1,Rice,American,27,3,0.9,,17,0,1.0,,71.6,59.4,,12.6,0.44,,,,,,
2,East Carolina,American,21,9,0.7,,13,4,0.765,,71.9,65.8,,4.4,-1.76,,,,,,
3,South Florida,American,19,11,0.633,,12,5,0.706,,71.5,67.2,,12.62,8.35,,,,,,
4,Tulsa,American,18,10,0.643,,10,6,0.625,,68.5,66.1,,0.74,-1.62,,,,,,
5,North Texas,American,17,13,0.567,,11,7,0.611,,67.8,62.9,,7.89,2.96,,,,,,
6,UTSA,American,13,14,0.481,,8,8,0.5,,60.2,60.6,,2.55,2.93,,,,,,
7,Florida Atlantic,American,13,16,0.448,,7,10,0.412,,61.3,68.4,,-5.65,1.46,,,,,,
8,Temple,American,13,16,0.448,,7,10,0.412,,67.2,69.2,,3.09,5.16,,,,,,
9,Charlotte,American,13,17,0.433,,7,10,0.412,,63.1,66.0,,1.24,4.1,,,,,,
10,Tulane,American,11,18,0.379,,6,11,0.353,,65.1,66.7,,0.12,1.71,,,,,,
11,Wichita State,American,8,22,0.267,,5,12,0.294,,59.2,68.0,,-7.77,0.99,,,,,,
12,UAB,American,10,18,0.357,,3,13,0.188,,68.3,70.0,,-2.57,-0.83,,,,,,
