Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,13,3,0.813,,3.0,0.0,1.0,,82.9,58.3,,34.59,9.91,,20.0,13.0,,,
2,Virginia,ACC,11,3,0.786,,3.0,0.0,1.0,,78.4,55.5,,22.26,-0.67,,,,,,
3,NC State,ACC,10,4,0.714,,3.0,0.0,1.0,,76.5,63.6,,29.89,17.03,,9.0,9.0,,,
4,Duke,ACC,8,6,0.571,,3.0,0.0,1.0,,73.9,61.1,,30.68,17.96,,7.0,7.0,,,
5,Syracuse,ACC,12,2,0.857,,2.0,1.0,0.667,,74.9,56.9,,18.99,0.92,,,,,,
6,North Carolina,ACC,13,3,0.813,,2.0,1.0,0.667,,80.0,56.5,,29.68,6.18,,11.0,11.0,,,
7,Wake Forest,ACC,12,3,0.8,,2.0,1.0,0.667,,68.3,55.5,,4.79,-8.01,,,,,,
8,Notre Dame,ACC,10,3,0.769,,2.0,1.0,0.667,,86.2,61.8,,28.66,4.2,,15.0,15.0,,,
9,Miami (FL),ACC,10,4,0.714,,2.0,1.0,0.667,,74.2,60.5,,20.33,6.62,,,,,,
10,Stanford,ACC,12,3,0.8,,1.0,1.0,0.5,,71.1,56.0,,21.78,6.71,,,,,,
11,Virginia Tech,ACC,11,4,0.733,,1.0,2.0,0.333,,74.8,57.1,,16.89,-0.78,,,,,,
12,Clemson,ACC,10,5,0.667,,1.0,2.0,0.333,,70.3,55.6,,14.95,0.22,,,,,,
13,Georgia Tech,ACC,6,9,0.4,,1.0,2.0,0.333,,68.3,67.3,,7.65,6.58,,,,,,
14,Southern Methodist,ACC,7,8,0.467,,0.0,3.0,0.0,,67.3,68.7,,4.43,5.77,,,,,,
15,Pittsburgh,ACC,7,9,0.438,,0.0,3.0,0.0,,62.2,64.7,,-8.51,-6.04,,,,,,
16,Florida State,ACC,5,10,0.333,,0.0,3.0,0.0,,75.3,77.3,,8.82,10.82,,,,,,
17,Boston College,ACC,4,12,0.25,,0.0,3.0,0.0,,64.3,72.8,,-5.79,2.65,,,,,,
18,California,ACC,9,6,0.6,,0.0,2.0,0.0,,68.4,60.1,,15.36,7.02,,,,,,
1,Bryant,AmEast,11,3,0.786,,1.0,0.0,1.0,,65.8,54.7,,-2.58,-13.67,,,,,,
2,Vermont,AmEast,12,4,0.75,,1.0,0.0,1.0,,63.2,56.0,,3.45,-3.76,,,,,,
