Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,21,8,0.724,,16,2,0.889,,75.1,59.0,,34.14,18.07,,7.0,7.0,,,
2,Louisville,ACC,25,6,0.806,,15,3,0.833,,80.7,60.6,,33.23,13.13,,20.0,6.0,,,
3,North Carolina,ACC,25,6,0.806,,14,4,0.778,,75.7,58.5,,28.95,11.72,,11.0,11.0,,,
4,NC State,ACC,20,9,0.69,,13,5,0.722,,77.7,66.0,,27.17,15.45,,9.0,9.0,,,
5,Syracuse,ACC,22,7,0.759,,12,6,0.667,,75.1,62.8,,20.85,8.51,,,,,,
6,Virginia Tech,ACC,22,8,0.733,,12,6,0.667,,73.4,60.7,,20.86,8.19,,,,,,
7,Notre Dame,ACC,20,9,0.69,,12,6,0.667,,78.6,65.3,,27.03,13.75,,15.0,15.0,,,
8,Clemson,ACC,20,10,0.667,,11,7,0.611,,68.6,58.9,,18.35,8.72,,,,,,
9,Virginia,ACC,19,10,0.655,,11,7,0.611,,76.1,64.3,,21.3,9.5,,,,,,
10,California,ACC,18,13,0.581,,9,9,0.5,,69.5,63.2,,18.2,11.88,,,,,,
11,Stanford,ACC,19,12,0.613,,8,10,0.444,,70.0,61.6,,19.88,11.46,,,,,,
12,Miami (FL),ACC,16,13,0.552,,8,10,0.444,,70.4,65.2,,16.81,11.57,,,,,,
13,Georgia Tech,ACC,13,17,0.433,,8,10,0.444,,66.0,66.1,,12.43,12.56,,,,,,
14,Florida State,ACC,10,20,0.333,,5,13,0.278,,71.9,77.2,,9.05,14.39,,,,,,
15,Wake Forest,ACC,14,16,0.467,,4,14,0.222,,66.2,66.3,,6.0,6.1,,,,,,
16,Southern Methodist,ACC,9,21,0.3,,2,16,0.111,,61.8,74.7,,-2.89,10.01,,,,,,
17,Pittsburgh,ACC,8,23,0.258,,1,17,0.056,,60.5,73.1,,-6.94,5.69,,,,,,
18,Boston College,ACC,5,26,0.161,,1,17,0.056,,64.1,76.8,,-3.35,9.39,,,,,,
1,Vermont,AmEast,24,7,0.774,,13,3,0.813,,63.1,52.7,,4.39,-6.09,,,,,,
2,Maine,AmEast,17,12,0.586,,12,4,0.75,,61.8,60.1,,-1.67,-3.36,,,,,,
3,Binghamton,AmEast,18,11,0.621,,10,6,0.625,,64.1,64.0,,-3.51,-3.7,,,,,,
4,Maryland-Baltimore County,AmEast,15,13,0.536,,10,6,0.625,,59.8,59.3,,-5.18,-5.68,,,,,,
5,NJIT,AmEast,18,11,0.621,,9,7,0.563,,65.8,62.8,,-4.43,-7.39,,,,,,
6,Bryant,AmEast,18,11,0.621,,8,8,0.5,,62.4,56.8,,-3.38,-9.01,,,,,,
7,Albany (NY),AmEast,14,15,0.483,,4,12,0.25,,56.9,55.7,,-4.25,-5.43,,,,,,
8,New Hampshire,AmEast,10,19,0.345,,4,12,0.25,,54.4,61.6,,-12.68,-5.45,,,,,,
9,Massachusetts-Lowell,AmEast,8,21,0.276,,2,14,0.125,,52.3,69.0,,-23.27,-6.61,,,,,,
1,Rice,American,26,3,0.897,,16,0,1.0,,71.9,59.5,,12.73,0.39,,,,,,
2,East Carolina,American,21,9,0.7,,13,4,0.765,,71.9,65.8,,4.39,-1.78,,,,,,
3,South Florida,American,18,11,0.621,,11,5,0.688,,71.1,68.3,,11.35,8.53,,,,,,
4,North Texas,American,17,12,0.586,,11,6,0.647,,68.3,63.0,,8.58,3.29,,,,,,
5,Tulsa,American,18,10,0.643,,10,6,0.625,,68.5,66.1,,0.66,-1.7,,,,,,
6,UTSA,American,13,14,0.481,,8,8,0.5,,60.2,60.6,,2.55,2.93,,,,,,
7,Temple,American,13,15,0.464,,7,9,0.438,,68.3,68.8,,4.37,4.87,,,,,,
8,Charlotte,American,13,16,0.448,,7,9,0.438,,63.4,66.1,,1.09,3.81,,,,,,
9,Florida Atlantic,American,12,16,0.429,,6,10,0.375,,61.3,68.8,,-6.22,1.3,,,,,,
10,Tulane,American,11,17,0.393,,6,10,0.375,,65.4,66.9,,0.48,1.98,,,,,,
11,Wichita State,American,7,22,0.241,,4,12,0.25,,59.2,68.4,,-8.55,0.7,,,,,,
12,UAB,American,10,18,0.357,,3,13,0.188,,68.3,70.0,,-2.64,-0.9,,,,,,
13,Memphis,American,9,20,0.31,,3,13,0.188,,63.5,69.1,,-4.47,1.14,,,,,,
1,Rhode Island,A-10,25,4,0.862,,16,2,0.889,,67.2,53.9,,14.1,0.85,,,,,,
2,George Mason,A-10,21,8,0.724,,16,2,0.889,,67.5,59.6,,11.69,3.75,,,,,,
3,Richmond,A-10,25,6,0.806,,15,3,0.833,,73.6,59.2,,17.96,3.61,,24.0,24.0,,,
4,Davidson,A-10,20,11,0.645,,12,6,0.667,,66.1,58.1,,10.45,2.51,,,,,,
5,Saint Joseph's,A-10,19,10,0.655,,10,8,0.556,,65.2,60.0,,7.73,2.59,,,,,,
6,La Salle,A-10,17,12,0.586,,10,8,0.556,,64.5,64.5,,-0.32,-0.39,,,,,,
7,Dayton,A-10,16,13,0.552,,9,9,0.5,,66.5,67.3,,-1.0,-0.17,,,,,,
8,Loyola (IL),A-10,13,16,0.448,,9,9,0.5,,56.2,61.3,,-3.42,1.68,,,,,,
9,St. Bonaventure,A-10,16,14,0.533,,7,11,0.389,,61.5,62.2,,-5.07,-4.35,,,,,,
10,George Washington,A-10,15,16,0.484,,7,11,0.389,,60.2,61.2,,-0.34,0.59,,,,,,
11,Saint Louis,A-10,11,20,0.355,,5,13,0.278,,62.3,68.3,,-4.86,1.14,,,,,,
12,Duquesne,A-10,11,18,0.379,,4,14,0.222,,61.6,65.7,,-5.4,-1.32,,,,,,
13,Virginia Commonwealth,A-10,8,22,0.267,,4,14,0.222,,56.9,67.6,,-5.79,4.91,,,,,,
14,Fordham,A-10,10,19,0.345,,2,16,0.111,,60.4,64.6,,-7.3,-3.12,,,,,,
1,Eastern Kentucky,A-Sun,24,7,0.774,,15,3,0.833,,71.7,60.0,,3.4,-8.32,,,,,,
2,Jacksonville,A-Sun,21,8,0.724,,13,5,0.722,,72.7,67.9,,-0.05,-4.83,,,,,,
3,Central Arkansas,A-Sun,20,10,0.667,,13,5,0.722,,67.9,58.5,,2.84,-6.49,,,,,,
4,Stetson,A-Sun,19,10,0.655,,12,6,0.667,,68.3,66.4,,-3.56,-5.41,,,,,,
5,North Alabama,A-Sun,16,13,0.552,,11,7,0.611,,64.6,65.8,,-7.92,-6.66,,,,,,
6,Florida Gulf Coast,A-Sun,15,14,0.517,,11,7,0.611,,59.4,61.6,,-2.05,0.17,,,,,,
7,West Georgia,A-Sun,17,12,0.586,,10,8,0.556,,70.9,70.1,,-7.78,-8.56,,,,,,
8,Austin Peay,A-Sun,16,12,0.571,,8,10,0.444,,65.0,60.2,,-1.42,-6.23,,,,,,
9,Lipscomb,A-Sun,10,19,0.345,,7,11,0.389,,59.2,63.1,,-10.68,-6.79,,,,,,
10,Queens (NC),A-Sun,10,19,0.345,,4,14,0.222,,57.3,69.7,,-20.34,-7.93,,,,,,
11,North Florida,A-Sun,9,20,0.31,,4,14,0.222,,60.4,70.0,,-13.63,-4.0,,,,,,
12,Bellarmine,A-Sun,2,29,0.065,,0,18,0.0,,48.4,82.2,,-34.44,-0.67,,,,,,
1,TCU,Big 12,27,4,0.871,,15,3,0.833,,79.0,56.3,,32.45,9.78,,17.0,8.0,,,
2,West Virginia,Big 12,24,6,0.8,,14,4,0.778,,78.0,58.8,,32.09,12.85,,,15.0,,,
3,Baylor,Big 12,24,7,0.774,,13,5,0.722,,72.0,59.9,,24.64,12.51,,16.0,7.0,,,
4,Texas Tech,Big 12,25,6,0.806,,12,6,0.667,,72.6,58.1,,25.02,10.44,,,16.0,,,
5,Oklahoma State,Big 12,23,8,0.742,,12,6,0.667,,81.0,64.0,,26.07,9.1,,22.0,18.0,,,
6,Colorado,Big 12,20,10,0.667,,11,7,0.611,,69.1,61.8,,19.7,12.37,,,,,,
7,Iowa State,Big 12,22,8,0.733,,10,8,0.556,,82.8,66.8,,25.28,9.31,,14.0,10.0,,,
8,Utah,Big 12,19,11,0.633,,10,8,0.556,,68.2,65.2,,16.62,13.65,,,,,,
9,Arizona State,Big 12,22,9,0.71,,9,9,0.5,,67.0,60.5,,16.85,10.3,,,,,,
10,Brigham Young,Big 12,20,10,0.667,,9,9,0.5,,70.5,64.6,,16.49,10.53,,,,,,
11,Kansas,Big 12,18,12,0.6,,8,10,0.444,,71.9,67.1,,17.88,13.09,,,,,,
12,Kansas State,Big 12,15,16,0.484,,8,10,0.444,,69.6,67.3,,16.08,13.79,,,,,,
13,Cincinnati,Big 12,11,19,0.367,,6,12,0.333,,69.1,73.2,,8.23,12.3,,,,,,
14,Arizona,Big 12,12,17,0.414,,3,15,0.167,,70.4,71.8,,7.13,8.44,,,,,,
15,UCF,Big 12,11,18,0.379,,3,15,0.167,,63.9,67.6,,4.83,8.51,,,,,,
16,Houston,Big 12,7,22,0.241,,1,17,0.056,,61.0,73.1,,0.37,12.44,,,,,,
1,Connecticut,Big East,31,0,1.0,,20,0,1.0,,88.5,50.7,,51.36,13.55,,1.0,1.0,,,
2,Villanova,Big East,23,6,0.793,,16,4,0.8,,72.9,60.7,,22.2,10.06,,,,,,
3,Marquette,Big East,18,11,0.621,,12,8,0.6,,67.9,64.0,,13.28,9.38,,,,,,
4,Seton Hall,Big East,18,11,0.621,,12,8,0.6,,68.7,64.2,,13.77,9.33,,,,,,
