Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,15,3,0.833,,5,0,1.0,,82.7,58.9,,34.82,10.99,,20.0,10.0,,,
2,Virginia,ACC,13,3,0.813,,5,0,1.0,,78.1,57.7,,20.67,0.23,,,,,,
3,Duke,ACC,10,6,0.625,,5,0,1.0,,74.6,62.4,,30.55,18.3,,7.0,7.0,,,
4,NC State,ACC,11,5,0.688,,4,1,0.8,,75.4,64.1,,28.27,16.96,,9.0,9.0,,,
5,Stanford,ACC,14,3,0.824,,3,1,0.75,,70.5,56.1,,22.85,8.5,,,,,,
6,Syracuse,ACC,13,3,0.813,,3,2,0.6,,73.7,58.2,,17.61,2.11,,,,,,
7,Notre Dame,ACC,11,4,0.733,,3,2,0.6,,85.5,63.0,,28.01,5.48,,15.0,15.0,,,
8,Clemson,ACC,12,5,0.706,,3,2,0.6,,70.6,56.1,,17.98,3.51,,,,,,
9,North Carolina,ACC,13,4,0.765,,2,2,0.5,,79.5,57.7,,28.58,6.82,,11.0,11.0,,,
10,Virginia Tech,ACC,12,5,0.706,,2,3,0.4,,74.1,58.8,,17.64,2.34,,,,,,
11,Wake Forest,ACC,12,5,0.706,,2,3,0.4,,66.2,56.5,,4.88,-4.83,,,,,,
12,Miami (FL),ACC,10,6,0.625,,2,3,0.4,,72.6,62.1,,19.47,8.97,,,,,,
13,Georgia Tech,ACC,7,10,0.412,,2,3,0.4,,67.7,66.4,,9.11,7.81,,,,,,
14,Pittsburgh,ACC,8,9,0.471,,1,3,0.25,,62.3,64.4,,-8.17,-6.04,,,,,,
15,Boston College,ACC,4,14,0.222,,0,5,0.0,,63.9,73.4,,-6.36,3.19,,,,,,
16,California,ACC,9,8,0.529,,0,4,0.0,,68.2,61.8,,16.25,9.78,,,,,,
17,Southern Methodist,ACC,7,9,0.438,,0,4,0.0,,66.8,68.6,,4.08,5.83,,,,,,
18,Florida State,ACC,5,11,0.313,,0,4,0.0,,76.0,78.1,,10.29,12.42,,,,,,
1,Bryant,AmEast,13,3,0.813,,3,0,1.0,,67.9,54.8,,-0.46,-13.6,,,,,,
2,Binghamton,AmEast,10,5,0.667,,2,0,1.0,,67.0,69.2,,-2.9,-0.67,,,,,,
3,Vermont,AmEast,13,5,0.722,,2,1,0.667,,64.0,56.9,,2.04,-5.02,,,,,,
4,NJIT,AmEast,11,5,0.688,,2,1,0.667,,68.3,64.6,,-5.62,-9.3,,,,,,
5,Maine,AmEast,7,9,0.438,,2,1,0.667,,59.3,61.9,,-4.31,-1.68,,,,,,
6,Albany (NY),AmEast,11,4,0.733,,1,1,0.5,,58.9,54.1,,-1.07,-5.85,,,,,,
7,Massachusetts-Lowell,AmEast,6,10,0.375,,0,3,0.0,,55.3,68.2,,-22.72,-9.8,,,,,,
8,New Hampshire,AmEast,6,10,0.375,,0,3,0.0,,58.1,66.6,,-13.41,-4.84,,,,,,
9,Maryland-Baltimore County,AmEast,5,9,0.357,,0,2,0.0,,61.1,65.3,,-9.82,-5.65,,,,,,
1,Rice,American,13,3,0.813,,3,0,1.0,,69.9,58.9,,9.85,-1.16,,,,,,
2,Tulsa,American,11,4,0.733,,3,0,1.0,,73.7,66.1,,2.43,-5.17,,,,,,
3,UTSA,American,7,6,0.538,,2,0,1.0,,58.8,59.3,,2.97,3.47,,,,,,
4,East Carolina,American,10,6,0.625,,2,1,0.667,,72.4,68.7,,-0.49,-4.18,,,,,,
5,South Florida,American,9,7,0.563,,2,1,0.667,,69.6,71.6,,11.91,13.91,,,,,,
6,North Texas,American,8,7,0.533,,2,1,0.667,,68.5,65.8,,7.5,4.81,,,,,,
7,Charlotte,American,8,8,0.5,,2,1,0.667,,63.3,67.4,,1.4,5.52,,,,,,
8,Temple,American,7,8,0.467,,1,2,0.333,,69.3,68.6,,6.0,5.26,,,,,,
9,Memphis,American,7,9,0.438,,1,2,0.333,,63.7,69.6,,-7.33,-1.47,,,,,,
10,Tulane,American,6,9,0.4,,1,2,0.333,,71.0,71.2,,0.5,0.7,,,,,,
11,UAB,American,7,8,0.467,,0,3,0.0,,73.6,68.9,,1.9,-2.81,,,,,,
12,Florida Atlantic,American,6,9,0.4,,0,3,0.0,,60.6,69.1,,-8.66,-0.16,,,,,,
13,Wichita State,American,3,13,0.188,,0,3,0.0,,57.2,65.5,,-8.51,-0.24,,,,,,
1,Rhode Island,A-10,13,2,0.867,,4,0,1.0,,67.6,55.5,,12.9,0.83,,,,,,
2,Davidson,A-10,12,5,0.706,,4,0,1.0,,68.8,57.2,,15.03,3.44,,,,,,
3,George Mason,A-10,9,6,0.6,,4,0,1.0,,71.1,63.8,,11.22,3.89,,,,,,
