Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,18,3,0.857,,8,0,1.0,,83.0,59.6,,35.34,12.01,,20.0,8.0,,,
2,Duke,ACC,13,6,0.684,,8,0,1.0,,74.7,61.2,,32.14,18.61,,7.0,7.0,,,
3,Syracuse,ACC,16,3,0.842,,6,2,0.75,,74.6,59.8,,19.91,5.12,,,,,,
4,Virginia,ACC,14,5,0.737,,6,2,0.75,,76.4,58.6,,20.33,2.49,,,,,,
5,NC State,ACC,13,6,0.684,,6,2,0.75,,77.5,65.5,,28.4,16.4,,9.0,9.0,,,
6,North Carolina,ACC,16,5,0.762,,5,3,0.625,,76.7,58.0,,27.84,9.12,,11.0,11.0,,,
7,Virginia Tech,ACC,15,5,0.75,,5,3,0.625,,74.4,58.3,,19.2,3.1,,,,,,
8,Notre Dame,ACC,13,6,0.684,,5,3,0.625,,81.2,64.5,,28.45,11.71,,15.0,15.0,,,
9,Stanford,ACC,15,5,0.75,,4,3,0.571,,69.7,57.1,,21.91,9.36,,,,,,
10,Clemson,ACC,13,7,0.65,,4,4,0.5,,70.1,57.7,,17.12,4.77,,,,,,
11,Miami (FL),ACC,11,8,0.579,,3,5,0.375,,72.6,63.9,,19.83,11.15,,,,,,
12,Georgia Tech,ACC,8,12,0.4,,3,5,0.375,,65.1,66.6,,9.17,10.67,,,,,,
13,California,ACC,11,9,0.55,,2,5,0.286,,69.1,62.5,,16.11,9.56,,,,,,
14,Wake Forest,ACC,12,8,0.6,,2,6,0.25,,66.3,59.8,,5.82,-0.73,,,,,,
15,Florida State,ACC,7,13,0.35,,2,6,0.25,,74.3,76.9,,10.1,12.65,,,,,,
16,Southern Methodist,ACC,8,12,0.4,,1,7,0.125,,65.0,70.8,,1.14,6.99,,,,,,
17,Pittsburgh,ACC,8,13,0.381,,1,7,0.125,,61.5,67.7,,-7.54,-1.39,,,,,,
18,Boston College,ACC,4,17,0.19,,0,8,0.0,,62.7,73.8,,-5.68,5.46,,,,,,
1,Vermont,AmEast,16,5,0.762,,5,1,0.833,,64.7,55.7,,3.54,-5.46,,,,,,
2,Binghamton,AmEast,13,6,0.684,,5,1,0.833,,66.0,65.8,,-2.85,-3.03,,,,,,
3,Maine,AmEast,10,10,0.5,,5,2,0.714,,61.3,61.7,,-2.52,-2.17,,,,,,
4,Bryant,AmEast,14,5,0.737,,4,2,0.667,,66.2,56.2,,-1.85,-11.85,,,,,,
5,Maryland-Baltimore County,AmEast,9,9,0.5,,4,2,0.667,,60.1,61.6,,-6.89,-5.39,,,,,,
6,NJIT,AmEast,13,7,0.65,,4,3,0.571,,67.9,64.7,,-5.66,-8.81,,,,,,
7,Albany (NY),AmEast,11,8,0.579,,1,5,0.167,,58.3,55.9,,-2.02,-4.36,,,,,,
8,Massachusetts-Lowell,AmEast,6,13,0.316,,0,6,0.0,,54.6,69.8,,-23.19,-8.0,,,,,,
9,New Hampshire,AmEast,6,13,0.316,,0,6,0.0,,56.1,65.5,,-14.12,-4.65,,,,,,
1,Rice,American,16,3,0.842,,6,0,1.0,,70.1,58.9,,11.2,0.04,,,,,,
2,East Carolina,American,14,6,0.7,,6,1,0.857,,73.3,66.3,,3.75,-3.26,,,,,,
3,Tulsa,American,13,6,0.684,,5,2,0.714,,70.6,66.1,,2.08,-2.44,,,,,,
4,South Florida,American,12,8,0.6,,5,2,0.714,,71.6,71.0,,11.93,11.28,,,,,,
5,North Texas,American,11,9,0.55,,5,3,0.625,,66.9,63.7,,7.36,4.2,,,,,,
6,UTSA,American,9,9,0.5,,4,3,0.571,,59.1,59.0,,3.24,3.18,,,,,,
7,Charlotte,American,9,10,0.474,,3,3,0.5,,63.4,66.7,,1.92,5.18,,,,,,
8,Tulane,American,8,10,0.444,,3,3,0.5,,70.1,69.6,,1.99,1.49,,,,,,
9,Temple,American,8,10,0.444,,2,4,0.333,,69.4,70.2,,4.42,5.25,,,,,,
10,Florida Atlantic,American,8,11,0.421,,2,5,0.286,,61.3,69.4,,-8.07,0.05,,,,,,
11,Memphis,American,8,12,0.4,,2,5,0.286,,63.8,69.2,,-5.4,0.02,,,,,,
12,Wichita State,American,4,16,0.2,,1,6,0.143,,57.7,67.7,,-9.94,0.06,,,,,,
13,UAB,American,7,12,0.368,,0,7,0.0,,70.9,69.8,,0.39,-0.78,,,,,,
1,Rhode Island,A-10,17,2,0.895,,8,0,1.0,,66.0,53.7,,12.99,0.66,,,,,,
2,George Mason,A-10,13,6,0.684,,8,0,1.0,,68.8,61.3,,10.41,2.83,,,,,,
3,Richmond,A-10,16,4,0.8,,6,1,0.857,,74.4,62.6,,15.74,3.94,,24.0,24.0,,,
4,Davidson,A-10,14,7,0.667,,6,2,0.75,,68.7,58.6,,13.97,3.92,,,,,,
5,Saint Louis,A-10,11,10,0.524,,5,3,0.625,,66.4,67.6,,-1.69,-0.54,,,,,,
6,Loyola (IL),A-10,8,11,0.421,,4,4,0.5,,55.2,62.1,,-3.59,3.3,,,,,,
7,Saint Joseph's,A-10,12,6,0.667,,3,4,0.429,,65.4,58.6,,8.65,1.84,,,,,,
8,St. Bonaventure,A-10,12,8,0.6,,3,5,0.375,,61.1,60.5,,-7.07,-7.65,,,,,,
9,Dayton,A-10,10,9,0.526,,3,5,0.375,,65.9,66.8,,-3.37,-2.43,,,,,,
10,La Salle,A-10,10,9,0.526,,3,5,0.375,,62.4,64.8,,-2.76,-0.38,,,,,,
11,Virginia Commonwealth,A-10,7,13,0.35,,3,5,0.375,,57.8,66.2,,-3.27,5.13,,,,,,
12,George Washington,A-10,10,11,0.476,,2,6,0.25,,61.4,61.4,,-1.28,-1.33,,,,,,
13,Fordham,A-10,9,10,0.474,,1,7,0.125,,65.5,65.6,,-6.25,-6.14,,,,,,
14,Duquesne,A-10,7,12,0.368,,0,8,0.0,,60.5,64.3,,-7.24,-3.41,,,,,,
1,Eastern Kentucky,A-Sun,16,4,0.8,,7,0,1.0,,73.2,61.4,,3.26,-8.47,,,,,,
2,West Georgia,A-Sun,12,6,0.667,,5,2,0.714,,70.4,69.0,,-6.34,-7.78,,,,,,
3,Florida Gulf Coast,A-Sun,9,9,0.5,,5,2,0.714,,58.1,63.8,,-0.52,5.16,,,,,,
4,Austin Peay,A-Sun,12,5,0.706,,4,3,0.571,,63.7,57.6,,0.95,-5.12,,,,,,
5,Stetson,A-Sun,11,7,0.611,,4,3,0.571,,66.4,67.9,,-6.5,-5.0,,,,,,
6,Central Arkansas,A-Sun,11,8,0.579,,4,3,0.571,,69.9,62.5,,3.09,-4.32,,,,,,
7,North Alabama,A-Sun,9,9,0.5,,4,3,0.571,,62.4,67.1,,-11.14,-6.46,,,,,,
8,Jacksonville,A-Sun,11,7,0.611,,3,4,0.429,,71.1,71.5,,-2.38,-1.94,,,,,,
9,Lipscomb,A-Sun,6,12,0.333,,3,4,0.429,,57.4,66.4,,-13.59,-4.53,,,,,,
10,North Florida,A-Sun,7,11,0.389,,2,5,0.286,,59.9,71.3,,-15.39,-4.08,,,,,,
11,Queens (NC),A-Sun,7,11,0.389,,1,6,0.143,,55.9,70.3,,-23.76,-9.38,,,,,,
12,Bellarmine,A-Sun,2,18,0.1,,0,7,0.0,,51.3,81.8,,-28.93,1.55,,,,,,
1,Baylor,Big 12,18,3,0.857,,7,1,0.875,,72.6,56.0,,26.58,9.91,,16.0,7.0,,,
2,TCU,Big 12,18,2,0.9,,6,1,0.857,,81.6,53.4,,34.13,5.98,,17.0,8.0,,,
3,Texas Tech,Big 12,19,2,0.905,,6,2,0.75,,73.9,55.0,,24.94,6.13,,,17.0,,,
4,West Virginia,Big 12,16,4,0.8,,6,2,0.75,,77.4,57.8,,30.01,10.41,,,21.0,,,
5,Oklahoma State,Big 12,16,4,0.8,,5,2,0.714,,86.9,62.8,,28.35,4.25,,22.0,18.0,,,
6,Utah,Big 12,14,5,0.737,,5,2,0.714,,69.3,62.1,,18.06,10.79,,,,,,
7,Arizona State,Big 12,17,3,0.85,,4,3,0.571,,66.9,56.9,,16.91,6.91,,,,,,
8,Brigham Young,Big 12,15,4,0.789,,4,3,0.571,,72.4,59.9,,17.74,5.22,,,,,,
9,Kansas State,Big 12,11,9,0.55,,4,3,0.571,,70.0,65.2,,15.93,11.13,,,,,,
10,Colorado,Big 12,12,7,0.632,,3,4,0.429,,68.8,60.4,,16.79,8.37,,,,,,
11,Iowa State,Big 12,15,5,0.75,,3,5,0.375,,84.4,64.0,,24.63,4.23,,14.0,10.0,,,
12,Kansas,Big 12,12,8,0.6,,2,6,0.25,,71.1,66.9,,14.21,10.11,,,,,,
13,UCF,Big 12,10,9,0.526,,2,6,0.25,,66.1,62.1,,5.09,1.04,,,,,,
14,Cincinnati,Big 12,7,13,0.35,,2,6,0.25,,69.1,72.3,,6.32,9.58,,,,,,
15,Arizona,Big 12,10,8,0.556,,1,6,0.143,,72.6,68.6,,6.58,2.58,,,,,,
16,Houston,Big 12,6,13,0.316,,0,8,0.0,,61.1,70.3,,0.25,9.46,,,,,,
1,Connecticut,Big East,20,0,1.0,,10,0,1.0,,89.8,51.0,,54.33,15.53,,1.0,1.0,,,
2,Villanova,Big East,15,4,0.789,,8,2,0.8,,73.8,62.0,,21.05,9.26,,,,,,
3,Seton Hall,Big East,14,5,0.737,,8,2,0.8,,71.7,62.6,,16.56,7.51,,,,,,
4,Marquette,Big East,12,7,0.632,,6,4,0.6,,69.1,62.4,,14.32,7.6,,,,,,
5,St. John's (NY),Big East,15,6,0.714,,5,5,0.5,,63.4,60.2,,5.6,2.46,,,,,,
6,Georgetown,Big East,11,8,0.579,,4,6,0.4,,66.7,61.0,,10.59,4.86,,,,,,
7,Creighton,Big East,8,11,0.421,,4,6,0.4,,68.9,69.1,,8.39,8.55,,,,,,
8,Xavier,Big East,10,9,0.526,,3,7,0.3,,60.6,64.1,,-0.45,3.08,,,,,,
9,Providence,Big East,10,11,0.476,,3,7,0.3,,59.2,62.4,,0.89,4.08,,,,,,
10,Butler,Big East,9,11,0.45,,3,7,0.3,,63.9,65.2,,4.57,5.87,,,,,,
11,DePaul,Big East,4,17,0.19,,1,9,0.1,,62.4,73.0,,-4.75,5.77,,,,,,
1,Montana State,Big Sky,13,5,0.722,,6,1,0.857,,74.6,67.6,,10.61,3.61,,,,,,
2,Idaho,Big Sky,14,5,0.737,,5,1,0.833,,78.2,70.4,,3.07,-4.75,,,,,,
3,Northern Colorado,Big Sky,14,6,0.7,,5,2,0.714,,66.3,63.7,,-0.79,-3.38,,,,,,
4,Idaho State,Big Sky,12,6,0.667,,5,2,0.714,,63.2,58.8,,2.29,-2.06,,,,,,
5,Eastern Washington,Big Sky,10,9,0.526,,3,3,0.5,,66.4,69.4,,-5.3,-2.24,,,,,,
6,Sacramento State,Big Sky,9,10,0.474,,3,3,0.5,,59.6,61.7,,-5.79,-3.73,,,,,,
7,Northern Arizona,Big Sky,7,13,0.35,,3,4,0.429,,68.8,75.3,,-7.25,-0.75,,,,,,
8,Montana,Big Sky,5,13,0.278,,2,5,0.286,,60.8,73.9,,-9.38,3.74,,,,,,
9,Portland State,Big Sky,5,13,0.278,,1,5,0.167,,64.2,75.2,,-15.0,-3.94,,,,,,
10,Weber State,Big Sky,6,14,0.3,,0,7,0.0,,60.9,70.8,,-10.11,-0.29,,,,,,
1,High Point,Big South,18,2,0.9,,7,0,1.0,,74.3,59.8,,3.7,-10.81,,,,,,
2,Longwood,Big South,14,6,0.7,,5,2,0.714,,72.2,69.1,,-3.54,-6.72,,,,,,
3,Radford,Big South,13,9,0.591,,5,2,0.714,,62.3,63.0,,-8.94,-8.24,,,,,,
4,Charleston Southern,Big South,6,14,0.3,,4,3,0.571,,58.6,72.6,,-18.61,-4.56,,,,,,
5,Winthrop,Big South,10,11,0.476,,3,4,0.429,,61.8,73.9,,-16.72,-4.66,,,,,,
6,Gardner-Webb,Big South,6,15,0.286,,3,4,0.429,,53.8,63.7,,-20.71,-10.76,,,,,,
7,UNC Asheville,Big South,8,13,0.381,,3,5,0.375,,56.9,64.1,,-20.44,-13.22,,,,,,
8,South Carolina Upstate,Big South,6,15,0.286,,1,6,0.143,,52.3,67.2,,-22.85,-7.9,,,,,,
9,Presbyterian,Big South,3,17,0.15,,1,6,0.143,,48.9,74.2,,-32.99,-7.71,,,,,,
1,UCLA,Big Ten,18,1,0.947,,8,0,1.0,,87.5,56.8,,49.47,18.79,,3.0,3.0,,,
2,Iowa,Big Ten,17,2,0.895,,8,0,1.0,,80.4,62.6,,32.7,14.91,,21.0,10.0,,,
3,Ohio State,Big Ten,18,2,0.9,,7,1,0.875,,85.2,63.3,,30.39,8.49,,,12.0,,,
4,Michigan,Big Ten,16,3,0.842,,7,1,0.875,,87.9,59.2,,40.9,12.21,,13.0,6.0,,,
5,Michigan State,Big Ten,18,2,0.9,,7,2,0.778,,86.0,60.2,,33.81,8.01,,23.0,13.0,,,
6,Illinois,Big Ten,15,4,0.789,,5,3,0.625,,79.2,63.1,,23.19,7.03,,,25.0,,,
7,Washington,Big Ten,15,4,0.789,,5,3,0.625,,73.8,58.1,,24.97,9.23,,,20.0,,,
8,Maryland,Big Ten,17,4,0.81,,5,4,0.556,,84.4,60.0,,32.11,7.63,,10.0,7.0,,,
9,Wisconsin,Big Ten,13,7,0.65,,5,4,0.556,,71.2,68.7,,12.23,9.68,,,,,,
10,Minnesota,Big Ten,13,6,0.684,,4,4,0.5,,73.5,54.3,,30.46,11.25,,,,,,
11,Nebraska,Big Ten,14,5,0.737,,3,5,0.375,,82.4,62.8,,29.75,10.22,,,20.0,,,
12,Southern California,Big Ten,11,8,0.579,,3,5,0.375,,68.5,59.2,,29.49,20.12,,18.0,8.0,,,
13,Oregon,Big Ten,14,7,0.667,,2,6,0.25,,77.6,63.0,,27.53,12.91,,,,,,
14,Purdue,Big Ten,10,9,0.526,,2,6,0.25,,70.2,69.0,,12.88,11.67,,,,,,
15,Northwestern,Big Ten,8,11,0.421,,2,6,0.25,,66.1,71.4,,4.99,10.31,,,,,,
16,Rutgers,Big Ten,9,10,0.474,,1,7,0.125,,59.6,65.2,,2.22,7.75,,,,,,
17,Penn State,Big Ten,7,13,0.35,,0,9,0.0,,75.2,82.0,,9.22,16.02,,,,,,
18,Indiana,Big Ten,11,9,0.55,,0,8,0.0,,70.6,67.3,,15.26,11.96,,,,,,
1,UC Irvine,Big West,17,2,0.895,,8,0,1.0,,72.3,56.9,,8.27,-7.1,,,,,,
2,UC San Diego,Big West,12,6,0.667,,7,1,0.875,,69.0,60.8,,2.16,-6.02,,,,,,
3,UC Santa Barbara,Big West,14,3,0.824,,6,2,0.75,,69.6,60.6,,3.45,-5.55,,,,,,
4,UC Davis,Big West,13,6,0.684,,6,2,0.75,,68.4,66.6,,-0.2,-1.9,,,,,,
5,Cal State Fullerton,Big West,10,9,0.526,,6,3,0.667,,69.2,68.2,,-4.48,-5.54,,,,,,
6,UC Riverside,Big West,6,12,0.333,,4,4,0.5,,59.8,64.1,,-4.64,-0.27,,,,,,
7,Hawaii,Big West,9,9,0.5,,3,5,0.375,,63.8,62.5,,0.97,-0.28,,,,,,
8,Cal State Northridge,Big West,6,11,0.353,,2,6,0.25,,60.9,72.0,,-15.37,-4.24,,,,,,
9,Cal Poly,Big West,3,15,0.167,,1,7,0.125,,55.9,79.8,,-20.86,3.01,,,,,,
10,Long Beach State,Big West,2,16,0.111,,1,7,0.125,,51.9,74.6,,-21.79,0.91,,,,,,
11,Cal State Bakersfield,Big West,6,13,0.316,,1,8,0.111,,60.9,68.6,,-12.37,-4.7,,,,,,
1,College of Charleston,CAA,15,3,0.833,,7,0,1.0,,72.4,60.5,,5.01,-6.87,,,,,,
2,Monmouth,CAA,12,5,0.706,,5,1,0.833,,61.1,59.6,,-5.71,-7.29,,,,,,
3,Campbell,CAA,12,8,0.6,,5,2,0.714,,58.8,58.8,,-6.76,-6.76,,,,,,
4,Stony Brook,CAA,10,10,0.5,,5,2,0.714,,52.9,57.1,,-7.89,-3.72,,,,,,
5,Towson,CAA,11,7,0.611,,4,2,0.667,,65.3,68.1,,-7.96,-5.2,,,,,,
6,Drexel,CAA,10,7,0.588,,3,3,0.5,,61.8,58.9,,-2.83,-5.71,,,,,,
7,Elon,CAA,8,10,0.444,,3,3,0.5,,61.9,64.4,,-7.92,-5.45,,,,,,
8,William & Mary,CAA,9,8,0.529,,2,4,0.333,,60.4,61.4,,-6.91,-5.97,,,,,,
9,Hampton,CAA,8,10,0.444,,2,4,0.333,,59.1,65.3,,-13.33,-7.13,,,,,,
10,North Carolina A&T,CAA,7,10,0.412,,2,4,0.333,,56.8,69.8,,-10.56,2.44,,,,,,
11,Northeastern,CAA,6,11,0.353,,2,5,0.286,,61.5,67.4,,-14.33,-8.44,,,,,,
12,UNC Wilmington,CAA,5,13,0.278,,1,6,0.143,,60.8,71.9,,-19.26,-8.08,,,,,,
13,Hofstra,CAA,3,15,0.167,,1,6,0.143,,50.9,65.9,,-14.94,0.12,,,,,,
1,Louisiana Tech,CUSA,12,5,0.706,,5,1,0.833,,70.5,65.9,,6.31,1.71,,,,,,
2,Middle Tennessee,CUSA,11,9,0.55,,6,2,0.75,,60.0,59.3,,1.51,0.86,,,,,,
3,Florida International,CUSA,11,6,0.647,,4,2,0.667,,72.7,70.4,,-3.78,-6.03,,,,,,
4,Sam Houston,CUSA,11,6,0.647,,4,2,0.667,,61.0,59.8,,1.62,0.41,,,,,,
5,Missouri State,CUSA,12,7,0.632,,4,2,0.667,,65.9,63.7,,1.43,-0.78,,,,,,
6,Jacksonville State,CUSA,10,8,0.556,,4,2,0.667,,61.9,61.7,,-5.88,-6.08,,,,,,
7,Liberty,CUSA,9,9,0.5,,3,4,0.429,,64.3,66.2,,0.21,2.15,,,,,,
8,Delaware,CUSA,9,10,0.474,,3,4,0.429,,65.6,65.6,,-4.35,-4.35,,,,,,
9,New Mexico State,CUSA,7,12,0.368,,3,4,0.429,,56.5,69.3,,-12.83,-0.01,,,,,,
10,Kennesaw State,CUSA,9,8,0.529,,2,4,0.333,,62.3,65.6,,-5.85,-2.49,,,,,,
11,UTEP,CUSA,9,9,0.5,,1,6,0.143,,63.3,71.4,,-11.28,-3.22,,,,,,
12,Western Kentucky,CUSA,5,14,0.263,,1,7,0.125,,56.6,66.3,,-12.14,-2.42,,,,,,
1,Green Bay,Horizon,16,5,0.762,,11,0,1.0,,67.4,58.7,,7.77,-0.98,,,,,,
2,Northern Kentucky,Horizon,10,12,0.455,,7,4,0.636,,67.1,69.8,,-2.58,0.15,,,,,,
3,Robert Morris,Horizon,13,6,0.684,,6,4,0.6,,64.3,62.1,,-5.62,-7.86,,,,,,
4,Youngstown State,Horizon,13,7,0.65,,6,4,0.6,,63.2,61.8,,-4.53,-5.86,,,,,,
5,Purdue Fort Wayne,Horizon,12,8,0.6,,6,4,0.6,,67.8,64.3,,1.71,-1.87,,,,,,
6,Cleveland State,Horizon,15,6,0.714,,5,5,0.5,,70.2,61.7,,-1.34,-9.81,,,,,,
7,IU Indy,Horizon,8,11,0.421,,4,6,0.4,,63.9,69.5,,-8.26,-2.62,,,,,,
8,Oakland,Horizon,6,13,0.316,,3,6,0.333,,60.7,74.1,,-10.13,3.31,,,,,,
9,Milwaukee,Horizon,7,14,0.333,,3,7,0.3,,59.1,67.4,,-12.95,-4.63,,,,,,
10,Wright State,Horizon,6,14,0.3,,2,7,0.222,,62.7,73.9,,-16.85,-5.69,,,,,,
11,Detroit Mercy,Horizon,4,15,0.211,,2,8,0.2,,61.3,71.3,,-14.01,-3.96,,,,,,
1,Princeton,Ivy,16,1,0.941,,4,0,1.0,,75.8,65.1,,17.11,6.46,,,20.0,,,
2,Columbia,Ivy,12,5,0.706,,3,1,0.75,,71.4,62.5,,11.9,3.02,,,,,,
3,Brown,Ivy,11,5,0.688,,3,1,0.75,,64.3,58.3,,-0.91,-6.85,,,,,,
4,Harvard,Ivy,9,8,0.529,,2,2,0.5,,64.6,60.1,,10.05,5.52,,,,,,
5,Cornell,Ivy,7,10,0.412,,2,2,0.5,,52.3,60.6,,-16.53,-8.16,,,,,,
6,Pennsylvania,Ivy,11,6,0.647,,1,3,0.25,,61.7,59.7,,1.91,-0.02,,,,,,
7,Yale,Ivy,5,12,0.294,,1,3,0.25,,59.9,68.5,,-12.73,-4.15,,,,,,
8,Dartmouth,Ivy,9,8,0.529,,0,4,0.0,,53.1,59.9,,-14.27,-7.41,,,,,,
1,Fairfield,MAAC,16,3,0.842,,10,0,1.0,,79.5,60.6,,12.21,-6.63,,,,,,
