Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,7,3,0.7,,1.0,0.0,1.0,,80.8,58.7,,33.14,11.04,,20.0,20.0,,,
2,Wake Forest,ACC,9,1,0.9,,,,,,69.9,53.4,,2.79,-13.71,,,,,,
3,Syracuse,ACC,7,1,0.875,,,,,,71.5,56.0,,19.2,3.7,,,,,,
4,North Carolina,ACC,8,2,0.8,,,,,,79.4,58.6,,32.36,11.56,,11.0,11.0,,,
5,Stanford,ACC,8,2,0.8,,,,,,72.9,53.2,,21.71,2.01,,,,,,
6,Virginia Tech,ACC,7,2,0.778,,,,,,75.3,57.8,,16.61,-0.95,,,,,,
7,Notre Dame,ACC,5,2,0.714,,,,,,79.9,62.9,,26.08,9.08,,15.0,15.0,,,
8,California,ACC,6,3,0.667,,,,,,66.0,59.8,,13.69,7.47,,,,,,
9,Virginia,ACC,6,3,0.667,,,,,,78.2,56.0,,21.3,-0.93,,,,,,
10,Miami (FL),ACC,5,3,0.625,,,,,,72.3,60.8,,19.35,7.85,,,,,,
11,NC State,ACC,5,4,0.556,,,,,,77.1,68.2,,23.98,15.09,,9.0,9.0,,,
12,Pittsburgh,ACC,6,5,0.545,,,,,,61.1,59.9,,-9.86,-11.06,,,,,,
13,Southern Methodist,ACC,4,5,0.444,,,,,,69.7,67.2,,3.79,1.35,,,,,,
14,Florida State,ACC,4,6,0.4,,,,,,78.6,78.9,,11.4,11.7,,,,,,
15,Boston College,ACC,4,7,0.364,,,,,,68.0,67.3,,-2.03,-2.75,,,,,,
16,Duke,ACC,3,6,0.333,,,,,,68.9,66.9,,22.98,20.98,,7.0,7.0,,,
17,Georgia Tech,ACC,3,6,0.333,,,,,,68.3,63.7,,7.99,3.32,,,,,,
18,Clemson,ACC,5,4,0.556,,0.0,1.0,0.0,,64.7,55.9,,15.01,6.23,,,,,,
1,Albany (NY),AEC,7,2,0.778,,,,,,61.3,53.6,,1.31,-6.32,,,,,,
2,Bryant,AEC,7,2,0.778,,,,,,69.2,55.7,,-3.71,-17.26,,,,,,
3,NJIT,AEC,7,3,0.7,,,,,,66.7,64.5,,-7.2,-9.4,,,,,,
4,Vermont,AEC,7,3,0.7,,,,,,61.3,58.8,,4.49,1.99,,,,,,
5,Binghamton,AEC,4,3,0.571,,,,,,66.6,82.0,,-11.63,3.77,,,,,,
6,Maryland-Baltimore County,AEC,3,5,0.375,,,,,,61.6,67.4,,-6.08,-0.22,,,,,,
7,Massachusetts-Lowell,AEC,3,5,0.375,,,,,,52.8,64.8,,-22.73,-10.73,,,,,,
8,Maine,AEC,3,6,0.333,,,,,,57.3,60.7,,-8.47,-5.13,,,,,,
9,New Hampshire,AEC,3,6,0.333,,,,,,59.1,70.0,,-15.91,-5.06,,,,,,
1,Tulsa,American,6,2,0.75,,,,,,76.6,63.3,,0.8,-12.57,,,,,,
2,Rice,American,6,3,0.667,,,,,,66.6,60.9,,6.92,1.25,,,,,,
3,Florida Atlantic,American,5,3,0.625,,,,,,59.9,65.1,,-4.76,0.52,,,,,,
4,North Texas,American,5,3,0.625,,,,,,61.2,61.5,,4.89,5.23,,,,,,
5,South Florida,American,6,4,0.6,,,,,,71.1,68.6,,15.33,12.83,,,,,,
6,Temple,American,4,4,0.5,,,,,,70.6,73.4,,10.14,12.89,,,,,,
7,UAB,American,4,4,0.5,,,,,,75.0,73.1,,2.01,0.15,,,,,,
8,Charlotte,American,4,5,0.444,,,,,,62.1,69.6,,1.14,8.58,,,,,,
9,East Carolina,American,4,5,0.444,,,,,,70.3,69.8,,-1.77,-2.32,,,,,,
10,Memphis,American,4,5,0.444,,,,,,65.6,70.1,,-3.88,0.67,,,,,,
11,UTSA,American,3,4,0.429,,,,,,54.9,59.7,,0.76,5.61,,,,,,
12,Tulane,American,3,5,0.375,,,,,,71.1,75.1,,3.38,7.38,,,,,,
13,Wichita State,American,1,9,0.1,,,,,,55.0,67.0,,-14.99,-2.99,,,,,,
1,Rhode Island,A-10,7,2,0.778,,1.0,0.0,1.0,,65.8,55.6,,12.73,2.61,,,,,,
2,Richmond,A-10,7,2,0.778,,1.0,0.0,1.0,,70.9,60.6,,20.76,10.43,,24.0,24.0,,,
3,La Salle,A-10,6,2,0.75,,1.0,0.0,1.0,,69.4,66.6,,-1.75,-4.6,,,,,,
4,Davidson,A-10,6,3,0.667,,1.0,0.0,1.0,,69.7,58.7,,16.52,5.52,,,,,,
5,George Mason,A-10,6,4,0.6,,1.0,0.0,1.0,,72.1,64.8,,13.41,6.11,,,,,,
6,George Washington,A-10,4,5,0.444,,1.0,0.0,1.0,,64.5,68.3,,-1.29,2.46,,,,,,
7,Saint Louis,A-10,3,6,0.333,,1.0,0.0,1.0,,67.9,73.3,,-4.39,1.06,,,,,,
8,Saint Joseph's,A-10,6,2,0.75,,0.0,1.0,0.0,,65.6,61.6,,7.93,3.93,,,,,,
9,St. Bonaventure,A-10,7,3,0.7,,0.0,1.0,0.0,,67.6,61.3,,-8.0,-14.22,,,,,,
10,Duquesne,A-10,6,3,0.667,,0.0,1.0,0.0,,66.4,63.9,,-1.22,-3.8,,,,,,
11,Fordham,A-10,6,4,0.6,,0.0,1.0,0.0,,67.8,64.4,,-7.09,-10.43,,,,,,
12,Dayton,A-10,4,4,0.5,,0.0,1.0,0.0,,65.9,65.6,,-2.72,-2.97,,,,,,
13,Virginia Commonwealth,A-10,3,5,0.375,,0.0,1.0,0.0,,59.6,67.9,,-2.63,5.63,,,,,,
14,Loyola (IL),A-10,2,6,0.25,,0.0,1.0,0.0,,51.0,63.8,,-6.29,6.47,,,,,,
1,Eastern Kentucky,A-Sun,7,1,0.875,,,,,,70.8,58.7,,2.68,-9.49,,,,,,
2,Jacksonville,A-Sun,5,1,0.833,,,,,,72.0,76.0,,-11.14,-7.14,,,,,,
3,Austin Peay,A-Sun,4,1,0.8,,,,,,69.0,62.0,,9.37,2.37,,,,,,
4,Central Arkansas,A-Sun,6,2,0.75,,,,,,72.7,60.3,,11.0,-1.34,,,,,,
5,Stetson,A-Sun,6,2,0.75,,,,,,72.2,68.5,,1.84,-1.82,,,,,,
6,West Georgia,A-Sun,4,2,0.667,,,,,,71.0,70.0,,-6.15,-7.15,,,,,,
7,North Alabama,A-Sun,4,3,0.571,,,,,,61.6,65.8,,-10.92,-6.72,,,,,,
8,Queens (NC),A-Sun,3,4,0.429,,,,,,58.2,77.3,,-22.43,-3.26,,,,,,
9,North Florida,A-Sun,3,5,0.375,,,,,,52.7,75.4,,-19.6,3.11,,,,,,
10,Florida Gulf Coast,A-Sun,2,5,0.286,,,,,,58.3,70.2,,2.1,13.94,,,,,,
11,Lipscomb,A-Sun,2,6,0.25,,,,,,57.5,70.3,,-17.51,-4.67,,,,,,
12,Bellarmine,A-Sun,2,8,0.2,,,,,,52.2,78.6,,-21.66,4.67,,,,,,
1,Arizona State,Big 12,9,0,1.0,,,,,,71.0,54.0,,11.47,-5.53,,,,,,
2,Iowa State,Big 12,9,0,1.0,,,,,,94.8,57.8,,26.3,-10.7,,14.0,10.0,,,
3,TCU,Big 12,9,0,1.0,,,,,,85.3,49.4,,36.62,0.73,,17.0,8.0,,,
4,Texas Tech,Big 12,10,0,1.0,,,,,,77.9,52.1,,26.95,1.15,,,,,,
5,Oklahoma State,Big 12,9,1,0.9,,,,,,91.3,60.8,,23.45,-7.11,,22.0,18.0,,,
6,Baylor,Big 12,8,1,0.889,,,,,,76.0,52.1,,25.55,1.66,,16.0,7.0,,,
