Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,17,6,0.739,,12,0,1.0,,75.1,59.3,,33.27,17.44,,7.0,7.0,,,
2,Louisville,ACC,21,4,0.84,,11,1,0.917,,81.6,59.7,,34.57,12.65,,20.0,6.0,,,
3,Syracuse,ACC,19,4,0.826,,9,3,0.75,,75.7,61.0,,21.3,6.61,,,,,,
4,NC State,ACC,16,7,0.696,,9,3,0.75,,78.2,66.1,,27.63,15.54,,9.0,9.0,,,
5,North Carolina,ACC,19,5,0.792,,8,3,0.727,,75.0,58.0,,27.67,10.58,,11.0,11.0,,,
6,Virginia Tech,ACC,18,6,0.75,,8,4,0.667,,74.4,59.0,,20.05,4.68,,,,,,
7,Virginia,ACC,16,7,0.696,,8,4,0.667,,76.9,62.0,,20.15,5.28,,,,,,
8,Clemson,ACC,16,8,0.667,,7,5,0.583,,69.6,57.4,,18.73,6.52,,,,,,
9,Notre Dame,ACC,15,8,0.652,,7,5,0.583,,79.5,65.5,,26.95,12.95,,15.0,15.0,,,
10,Stanford,ACC,16,8,0.667,,5,6,0.455,,70.1,60.3,,20.61,10.82,,,,,,
11,California,ACC,14,10,0.583,,5,6,0.455,,69.2,63.2,,17.91,11.91,,,,,,
12,Georgia Tech,ACC,10,14,0.417,,5,7,0.417,,65.7,67.4,,9.05,10.71,,,,,,
13,Miami (FL),ACC,12,11,0.522,,4,8,0.333,,70.8,64.6,,18.36,12.19,,,,,,
14,Wake Forest,ACC,13,11,0.542,,3,9,0.25,,66.7,63.9,,5.35,2.6,,,,,,
15,Florida State,ACC,7,16,0.304,,2,9,0.182,,72.5,77.3,,8.57,13.31,,,,,,
16,Southern Methodist,ACC,8,15,0.348,,1,10,0.091,,64.5,71.5,,0.83,7.79,,,,,,
17,Pittsburgh,ACC,8,16,0.333,,1,10,0.091,,60.3,69.6,,-7.46,1.89,,,,,,
18,Boston College,ACC,4,21,0.16,,0,12,0.0,,63.0,76.2,,-4.69,8.47,,,,,,
1,Binghamton,AmEast,16,6,0.727,,8,1,0.889,,66.2,65.0,,-1.84,-3.04,,,,,,
2,Vermont,AmEast,19,6,0.76,,8,2,0.8,,64.3,55.4,,3.63,-5.24,,,,,,
3,Maine,AmEast,12,11,0.522,,7,3,0.7,,62.2,60.1,,-0.88,-2.92,,,,,,
4,Bryant,AmEast,16,7,0.696,,6,4,0.6,,64.0,56.2,,-2.62,-10.33,,,,,,
5,Maryland-Baltimore County,AmEast,11,11,0.5,,6,4,0.6,,59.9,61.3,,-6.95,-5.55,,,,,,
6,NJIT,AmEast,14,9,0.609,,5,5,0.5,,67.0,64.7,,-6.32,-8.63,,,,,,
7,New Hampshire,AmEast,8,14,0.364,,2,7,0.222,,55.8,63.7,,-13.28,-5.38,,,,,,
8,Albany (NY),AmEast,12,11,0.522,,2,8,0.2,,57.3,55.5,,-3.16,-4.94,,,,,,
9,Massachusetts-Lowell,AmEast,6,17,0.261,,0,10,0.0,,54.3,70.8,,-24.14,-7.69,,,,,,
1,Rice,American,19,3,0.864,,9,0,1.0,,69.6,58.6,,10.91,-0.04,,,,,,
2,East Carolina,American,17,7,0.708,,9,2,0.818,,72.4,65.5,,4.47,-2.41,,,,,,
3,Tulsa,American,16,6,0.727,,8,2,0.8,,71.2,65.8,,2.2,-3.25,,,,,,
4,South Florida,American,13,10,0.565,,6,4,0.6,,70.6,69.9,,10.45,9.75,,,,,,
5,North Texas,American,12,10,0.545,,6,4,0.6,,66.8,63.1,,6.89,3.24,,,,,,
6,UTSA,American,10,11,0.476,,5,5,0.5,,59.7,60.7,,2.57,3.52,,,,,,
7,Temple,American,10,11,0.476,,4,5,0.444,,69.3,70.3,,4.22,5.22,,,,,,
8,Charlotte,American,10,13,0.435,,4,6,0.4,,63.3,66.4,,2.11,5.24,,,,,,
9,Tulane,American,8,13,0.381,,3,6,0.333,,68.1,68.4,,2.08,2.36,,,,,,
10,Florida Atlantic,American,9,13,0.409,,3,7,0.3,,60.7,69.4,,-7.68,0.99,,,,,,
11,Memphis,American,8,13,0.381,,2,6,0.25,,64.1,69.5,,-5.39,0.01,,,,,,
12,UAB,American,9,13,0.409,,2,8,0.2,,71.5,70.3,,0.33,-0.86,,,,,,
13,Wichita State,American,5,18,0.217,,2,8,0.2,,58.6,68.1,,-9.15,0.35,,,,,,
1,Rhode Island,A-10,20,2,0.909,,11,0,1.0,,66.5,54.3,,12.77,0.54,,,,,,
2,George Mason,A-10,15,6,0.714,,10,0,1.0,,68.4,60.3,,11.07,2.98,,,,,,
3,Richmond,A-10,19,4,0.826,,9,1,0.9,,75.8,61.6,,16.87,2.65,,24.0,24.0,,,
4,Loyola (IL),A-10,11,11,0.5,,7,4,0.636,,55.9,60.6,,-2.76,1.92,,,,,,
5,Davidson,A-10,15,10,0.6,,7,5,0.583,,66.4,58.5,,11.32,3.4,,,,,,
6,Saint Joseph's,A-10,15,7,0.682,,6,5,0.545,,65.4,58.8,,8.88,2.28,,,,,,
7,George Washington,A-10,13,11,0.542,,5,6,0.455,,61.6,60.4,,-0.51,-1.64,,,,,,
8,Dayton,A-10,12,11,0.522,,5,7,0.417,,65.9,67.2,,-3.0,-1.65,,,,,,
9,La Salle,A-10,12,11,0.522,,5,7,0.417,,64.0,65.4,,-2.42,-1.05,,,,,,
10,Saint Louis,A-10,11,14,0.44,,5,7,0.417,,64.3,68.6,,-3.73,0.56,,,,,,
11,Virginia Commonwealth,A-10,8,15,0.348,,4,7,0.364,,58.3,66.3,,-2.6,5.4,,,,,,
12,St. Bonaventure,A-10,13,11,0.542,,4,8,0.333,,61.6,61.7,,-6.07,-6.03,,,,,,
13,Fordham,A-10,9,14,0.391,,1,11,0.083,,62.4,64.4,,-6.75,-4.79,,,,,,
