Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,18,3,0.857,,8,0,1.0,,83.0,59.6,,35.24,11.9,,20.0,8.0,,,
2,Duke,ACC,13,6,0.684,,8,0,1.0,,74.7,61.2,,32.03,18.5,,7.0,7.0,,,
3,Syracuse,ACC,16,3,0.842,,6,2,0.75,,74.6,59.8,,19.8,5.01,,,,,,
4,NC State,ACC,13,6,0.684,,6,2,0.75,,77.5,65.5,,28.25,16.25,,9.0,9.0,,,
5,Virginia,ACC,13,5,0.722,,5,2,0.714,,76.0,59.3,,19.56,2.84,,,,,,
6,North Carolina,ACC,15,5,0.75,,4,3,0.571,,77.8,58.6,,28.38,9.13,,11.0,11.0,,,
7,Stanford,ACC,15,5,0.75,,4,3,0.571,,69.7,57.1,,21.87,9.32,,,,,,
8,Virginia Tech,ACC,14,5,0.737,,4,3,0.571,,74.5,57.7,,18.91,2.12,,,,,,
9,Clemson,ACC,13,6,0.684,,4,3,0.571,,70.2,57.0,,16.96,3.8,,,,,,
10,Notre Dame,ACC,12,6,0.667,,4,3,0.571,,81.6,64.4,,28.34,11.11,,15.0,15.0,,,
11,Miami (FL),ACC,11,7,0.611,,3,4,0.429,,72.9,63.3,,19.42,9.8,,,,,,
12,Georgia Tech,ACC,8,11,0.421,,3,4,0.429,,66.1,67.2,,8.46,9.61,,,,,,
13,California,ACC,11,9,0.55,,2,5,0.286,,69.1,62.5,,15.95,9.4,,,,,,
14,Wake Forest,ACC,12,8,0.6,,2,6,0.25,,66.3,59.8,,5.71,-0.84,,,,,,
15,Southern Methodist,ACC,8,11,0.421,,1,6,0.143,,65.7,70.7,,1.79,6.79,,,,,,
16,Pittsburgh,ACC,8,12,0.4,,1,6,0.143,,62.3,66.8,,-7.13,-2.66,,,,,,
17,Florida State,ACC,6,13,0.316,,1,6,0.143,,74.4,78.2,,9.13,12.97,,,,,,
18,Boston College,ACC,4,17,0.19,,0,8,0.0,,62.7,73.8,,-5.65,5.49,,,,,,
1,Vermont,AmEast,15,5,0.75,,4,1,0.8,,63.8,56.3,,2.81,-4.69,,,,,,
2,Binghamton,AmEast,12,6,0.667,,4,1,0.8,,67.0,67.3,,-2.82,-2.5,,,,,,
3,Bryant,AmEast,14,5,0.737,,4,2,0.667,,66.2,56.2,,-1.92,-11.92,,,,,,
4,NJIT,AmEast,13,6,0.684,,4,2,0.667,,68.7,65.4,,-5.83,-9.2,,,,,,
5,Maine,AmEast,9,10,0.474,,4,2,0.667,,61.1,61.7,,-2.95,-2.32,,,,,,
6,Maryland-Baltimore County,AmEast,8,9,0.471,,3,2,0.6,,60.7,62.3,,-7.32,-5.66,,,,,,
7,Albany (NY),AmEast,11,7,0.611,,1,4,0.2,,58.2,55.4,,-1.94,-4.7,,,,,,
8,Massachusetts-Lowell,AmEast,6,12,0.333,,0,5,0.0,,55.2,69.0,,-22.66,-8.86,,,,,,
9,New Hampshire,AmEast,6,12,0.333,,0,5,0.0,,56.9,66.5,,-14.46,-4.9,,,,,,
1,Rice,American,16,3,0.842,,6,0,1.0,,70.1,58.9,,11.26,0.11,,,,,,
2,East Carolina,American,14,6,0.7,,6,1,0.857,,73.3,66.3,,3.67,-3.33,,,,,,
3,South Florida,American,12,8,0.6,,5,2,0.714,,71.6,71.0,,11.95,11.3,,,,,,
4,North Texas,American,11,8,0.579,,5,2,0.714,,67.7,64.1,,7.82,4.23,,,,,,
5,Tulsa,American,12,6,0.667,,4,2,0.667,,71.3,66.8,,1.53,-3.03,,,,,,
6,UTSA,American,9,8,0.529,,4,2,0.667,,60.3,59.4,,4.55,3.74,,,,,,
7,Charlotte,American,9,10,0.474,,3,3,0.5,,63.4,66.7,,1.68,4.94,,,,,,
8,Tulane,American,8,10,0.444,,3,3,0.5,,70.1,69.6,,1.85,1.35,,,,,,
9,Temple,American,8,10,0.444,,2,4,0.333,,69.4,70.2,,4.32,5.15,,,,,,
10,Florida Atlantic,American,8,11,0.421,,2,5,0.286,,61.3,69.4,,-8.35,-0.24,,,,,,
11,Memphis,American,7,12,0.368,,1,5,0.167,,64.4,70.8,,-6.49,-0.1,,,,,,
12,Wichita State,American,4,16,0.2,,1,6,0.143,,57.7,67.7,,-10.19,-0.19,,,,,,
13,UAB,American,7,12,0.368,,0,7,0.0,,70.9,69.8,,0.4,-0.76,,,,,,
1,Rhode Island,A-10,17,2,0.895,,8,0,1.0,,66.0,53.7,,12.86,0.53,,,,,,
2,George Mason,A-10,13,6,0.684,,8,0,1.0,,68.8,61.3,,10.37,2.79,,,,,,
3,Richmond,A-10,16,4,0.8,,6,1,0.857,,74.4,62.6,,15.72,3.92,,24.0,24.0,,,
4,Davidson,A-10,14,7,0.667,,6,2,0.75,,68.7,58.6,,13.8,3.75,,,,,,
5,Saint Louis,A-10,11,10,0.524,,5,3,0.625,,66.4,67.6,,-1.68,-0.53,,,,,,
6,Loyola (IL),A-10,8,11,0.421,,4,4,0.5,,55.2,62.1,,-3.78,3.11,,,,,,
7,Saint Joseph's,A-10,12,6,0.667,,3,4,0.429,,65.4,58.6,,8.44,1.63,,,,,,
8,St. Bonaventure,A-10,12,8,0.6,,3,5,0.375,,61.1,60.5,,-7.21,-7.79,,,,,,
9,Dayton,A-10,10,9,0.526,,3,5,0.375,,65.9,66.8,,-3.42,-2.47,,,,,,
10,La Salle,A-10,10,9,0.526,,3,5,0.375,,62.4,64.8,,-2.97,-0.59,,,,,,
11,Virginia Commonwealth,A-10,7,13,0.35,,3,5,0.375,,57.8,66.2,,-3.35,5.05,,,,,,
12,George Washington,A-10,10,11,0.476,,2,6,0.25,,61.4,61.4,,-1.51,-1.56,,,,,,
13,Fordham,A-10,9,10,0.474,,1,7,0.125,,65.5,65.6,,-6.46,-6.34,,,,,,
14,Duquesne,A-10,7,12,0.368,,0,8,0.0,,60.5,64.3,,-7.23,-3.41,,,,,,
1,Eastern Kentucky,A-Sun,15,4,0.789,,6,0,1.0,,72.6,61.4,,2.21,-9.08,,,,,,
2,Florida Gulf Coast,A-Sun,9,8,0.529,,5,1,0.833,,57.6,63.1,,-0.08,5.45,,,,,,
3,West Georgia,A-Sun,12,6,0.667,,5,2,0.714,,70.4,69.0,,-6.49,-7.93,,,,,,
4,Central Arkansas,A-Sun,11,8,0.579,,4,3,0.571,,69.9,62.5,,3.01,-4.4,,,,,,
5,Austin Peay,A-Sun,11,5,0.688,,3,3,0.5,,62.9,57.0,,0.37,-5.56,,,,,,
6,Jacksonville,A-Sun,11,6,0.647,,3,3,0.5,,71.6,70.8,,-1.76,-2.56,,,,,,
7,Stetson,A-Sun,10,7,0.588,,3,3,0.5,,66.5,68.5,,-6.56,-4.56,,,,,,
8,North Alabama,A-Sun,8,9,0.471,,3,3,0.5,,62.3,67.5,,-10.56,-5.36,,,,,,
9,Lipscomb,A-Sun,6,11,0.353,,3,3,0.5,,57.2,66.5,,-13.77,-4.5,,,,,,
10,Queens (NC),A-Sun,7,10,0.412,,1,5,0.167,,55.7,70.8,,-24.34,-9.2,,,,,,
11,North Florida,A-Sun,6,11,0.353,,1,5,0.167,,58.5,72.1,,-16.32,-2.72,,,,,,
12,Bellarmine,A-Sun,2,17,0.105,,0,6,0.0,,50.9,81.8,,-28.71,2.18,,,,,,
1,Baylor,Big 12,18,3,0.857,,7,1,0.875,,72.6,56.0,,26.56,9.89,,16.0,7.0,,,
2,TCU,Big 12,18,2,0.9,,6,1,0.857,,81.6,53.4,,34.29,6.14,,17.0,8.0,,,
3,Texas Tech,Big 12,19,2,0.905,,6,2,0.75,,73.9,55.0,,25.05,6.24,,,17.0,,,
4,West Virginia,Big 12,16,4,0.8,,6,2,0.75,,77.4,57.8,,29.87,10.27,,,21.0,,,
