Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,19,6,0.76,,14,0,1.0,,75.8,58.7,,34.54,17.46,,7.0,7.0,,,
2,Louisville,ACC,24,4,0.857,,14,1,0.933,,82.1,60.3,,34.38,12.63,,20.0,6.0,,,
3,Syracuse,ACC,21,5,0.808,,11,4,0.733,,75.3,61.6,,21.35,7.66,,,,,,
4,North Carolina,ACC,21,6,0.778,,10,4,0.714,,75.8,57.8,,29.03,11.03,,11.0,11.0,,,
5,NC State,ACC,17,8,0.68,,10,4,0.714,,77.9,66.5,,27.5,16.06,,9.0,9.0,,,
6,Virginia Tech,ACC,20,7,0.741,,10,5,0.667,,73.9,60.1,,20.41,6.67,,,,,,
7,Virginia,ACC,18,8,0.692,,10,5,0.667,,76.2,62.7,,20.89,7.31,,,,,,
8,Clemson,ACC,18,9,0.667,,9,6,0.6,,69.8,58.1,,18.57,6.91,,,,,,
9,Notre Dame,ACC,16,9,0.64,,8,6,0.571,,79.1,66.2,,26.81,13.89,,15.0,15.0,,,
10,California,ACC,16,11,0.593,,7,7,0.5,,69.6,63.8,,17.6,11.86,,,,,,
11,Georgia Tech,ACC,11,15,0.423,,6,8,0.429,,66.0,66.8,,11.0,11.76,,,,,,
12,Stanford,ACC,16,11,0.593,,5,9,0.357,,69.3,62.0,,18.87,11.65,,,,,,
13,Miami (FL),ACC,13,12,0.52,,5,9,0.357,,71.2,65.7,,17.17,11.69,,,,,,
14,Florida State,ACC,9,17,0.346,,4,10,0.286,,73.3,77.3,,9.54,13.62,,,,,,
15,Wake Forest,ACC,13,13,0.5,,3,11,0.214,,66.3,65.5,,5.42,4.69,,,,,,
16,Southern Methodist,ACC,9,17,0.346,,2,12,0.143,,63.1,73.5,,-1.16,9.23,,,,,,
17,Pittsburgh,ACC,8,19,0.296,,1,13,0.071,,61.3,71.5,,-6.76,3.39,,,,,,
18,Boston College,ACC,4,24,0.143,,0,15,0.0,,63.6,76.9,,-3.79,9.57,,,,,,
1,Vermont,AmEast,22,6,0.786,,11,2,0.846,,63.5,54.1,,4.1,-5.33,,,,,,
2,Binghamton,AmEast,17,8,0.68,,9,3,0.75,,64.7,64.3,,-2.14,-2.53,,,,,,
3,Maine,AmEast,14,12,0.538,,9,4,0.692,,61.2,59.9,,-1.42,-2.77,,,,,,
4,Maryland-Baltimore County,AmEast,12,12,0.5,,7,5,0.583,,59.7,60.3,,-6.0,-5.46,,,,,,
5,Bryant,AmEast,17,9,0.654,,7,6,0.538,,63.4,55.5,,-1.58,-9.41,,,,,,
6,NJIT,AmEast,16,10,0.615,,7,6,0.538,,66.4,63.4,,-5.1,-8.06,,,,,,
7,Albany (NY),AmEast,13,12,0.52,,3,9,0.25,,56.6,55.0,,-3.59,-5.13,,,,,,
8,New Hampshire,AmEast,8,17,0.32,,2,10,0.167,,54.0,63.0,,-13.77,-4.72,,,,,,
9,Massachusetts-Lowell,AmEast,7,18,0.28,,1,11,0.083,,53.6,69.9,,-23.13,-6.9,,,,,,
1,Rice,American,22,3,0.88,,12,0,1.0,,70.5,58.6,,11.44,-0.48,,,,,,
2,East Carolina,American,19,7,0.731,,11,2,0.846,,72.4,65.7,,4.51,-2.22,,,,,,
3,South Florida,American,16,10,0.615,,9,4,0.692,,71.1,68.6,,11.58,9.04,,,,,,
4,Tulsa,American,16,9,0.64,,8,5,0.615,,69.2,65.8,,0.68,-2.64,,,,,,
5,North Texas,American,14,11,0.56,,8,5,0.615,,66.4,62.8,,7.09,3.48,,,,,,
6,UTSA,American,12,12,0.5,,7,6,0.538,,59.8,59.7,,3.72,3.59,,,,,,
7,Charlotte,American,12,13,0.48,,6,6,0.5,,63.9,66.3,,1.64,4.04,,,,,,
8,Florida Atlantic,American,12,13,0.48,,6,7,0.462,,61.8,68.8,,-6.6,0.44,,,,,,
9,Temple,American,10,14,0.417,,4,8,0.333,,68.2,69.8,,3.5,5.12,,,,,,
10,UAB,American,10,14,0.417,,3,9,0.25,,70.6,69.6,,-0.41,-1.37,,,,,,
11,Tulane,American,8,16,0.333,,3,9,0.25,,66.3,68.5,,0.64,2.76,,,,,,
12,Memphis,American,8,16,0.333,,2,9,0.182,,63.5,69.1,,-4.94,0.71,,,,,,
13,Wichita State,American,5,21,0.192,,2,11,0.154,,59.2,69.6,,-9.82,0.5,,,,,,
1,Rhode Island,A-10,23,2,0.92,,14,0,1.0,,68.1,53.7,,15.11,0.65,,,,,,
2,Richmond,A-10,22,5,0.815,,12,2,0.857,,73.7,59.8,,17.33,3.37,,24.0,24.0,,,
3,George Mason,A-10,17,8,0.68,,12,2,0.857,,67.0,60.6,,10.61,4.21,,,,,,
4,Saint Joseph's,A-10,17,8,0.68,,8,6,0.571,,65.8,59.3,,8.61,2.09,,,,,,
5,Davidson,A-10,16,11,0.593,,8,6,0.571,,65.6,58.7,,10.64,3.75,,,,,,
6,Loyola (IL),A-10,12,13,0.48,,8,6,0.571,,56.0,60.7,,-3.12,1.56,,,,,,
7,La Salle,A-10,14,11,0.56,,7,7,0.5,,64.4,64.3,,-1.38,-1.46,,,,,,
8,Dayton,A-10,14,12,0.538,,7,8,0.467,,66.0,67.5,,-2.06,-0.6,,,,,,
9,St. Bonaventure,A-10,15,12,0.556,,6,9,0.4,,61.7,62.2,,-5.14,-4.68,,,,,,
10,George Washington,A-10,13,14,0.481,,5,9,0.357,,61.1,61.3,,-0.91,-0.68,,,,,,
11,Saint Louis,A-10,11,17,0.393,,5,10,0.333,,62.6,67.7,,-4.53,0.62,,,,,,
12,Virginia Commonwealth,A-10,8,18,0.308,,4,10,0.286,,57.3,66.9,,-4.34,5.24,,,,,,
13,Duquesne,A-10,9,16,0.36,,2,12,0.143,,61.5,66.2,,-6.64,-1.99,,,,,,
14,Fordham,A-10,10,16,0.385,,2,13,0.133,,61.4,64.2,,-7.29,-4.49,,,,,,
1,Eastern Kentucky,A-Sun,22,5,0.815,,13,1,0.929,,71.8,60.2,,3.45,-8.19,,,,,,
2,Jacksonville,A-Sun,18,7,0.72,,10,4,0.714,,71.7,68.2,,-0.5,-4.02,,,,,,
3,Stetson,A-Sun,16,9,0.64,,9,5,0.643,,67.9,66.3,,-4.25,-5.9,,,,,,
4,West Georgia,A-Sun,16,9,0.64,,9,5,0.643,,70.4,68.0,,-6.07,-8.46,,,,,,
5,Central Arkansas,A-Sun,16,10,0.615,,9,5,0.643,,68.0,59.0,,2.97,-6.11,,,,,,
6,North Alabama,A-Sun,13,12,0.52,,8,6,0.571,,61.5,64.8,,-9.08,-5.77,,,,,,
7,Florida Gulf Coast,A-Sun,12,13,0.48,,8,6,0.571,,58.6,61.7,,-2.62,0.51,,,,,,
8,Austin Peay,A-Sun,14,10,0.583,,6,8,0.429,,65.6,61.3,,-1.59,-5.95,,,,,,
9,Lipscomb,A-Sun,9,16,0.36,,6,8,0.429,,58.3,64.3,,-11.85,-5.81,,,,,,
