Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Arizona,Big 12,6,0,1.0,,,,,,78.5,63.5,,2.24,-12.76,,,,,,
2,Arizona State,Big 12,8,0,1.0,,,,,,72.8,54.9,,10.99,-6.88,,,,,,
3,Iowa State,Big 12,9,0,1.0,,,,,,94.8,57.8,,24.23,-12.77,,14.0,10.0,,,
4,TCU,Big 12,8,0,1.0,,,,,,85.5,48.6,,40.07,3.2,,17.0,8.0,,,
5,Texas Tech,Big 12,9,0,1.0,,,,,,77.3,53.1,,27.68,3.46,,,,,,
6,Oklahoma State,Big 12,8,1,0.889,,,,,,93.6,61.5,,23.19,-8.94,,22.0,18.0,,,
7,Baylor,Big 12,7,1,0.875,,,,,,71.5,52.8,,22.64,3.89,,16.0,7.0,,,
8,Brigham Young,Big 12,7,1,0.875,,,,,,76.5,59.1,,15.89,-1.49,,,,,,
9,Kansas,Big 12,6,2,0.75,,,,,,70.6,64.3,,11.04,4.66,,,,,,
10,UCF,Big 12,6,2,0.75,,,,,,72.5,56.6,,4.97,-10.9,,,,,,
11,West Virginia,Big 12,6,2,0.75,,,,,,77.5,60.3,,28.95,11.7,,,21.0,,,
12,Colorado,Big 12,6,3,0.667,,,,,,70.4,58.4,,18.72,6.72,,,,,,
13,Houston,Big 12,5,3,0.625,,,,,,65.8,65.4,,0.45,0.07,,,,,,
14,Utah,Big 12,5,3,0.625,,,,,,65.6,60.1,,13.77,8.34,,,,,,
15,Cincinnati,Big 12,4,4,0.5,,,,,,74.4,69.9,,4.49,-0.08,,,,,,
16,Kansas State,Big 12,5,5,0.5,,,,,,74.1,65.4,,15.57,6.87,,,,,,
