Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Eastern Kentucky,A-Sun,7,1,0.875,,,,,,70.8,58.7,,4.35,-7.81,,,,,,
2,Jacksonville,A-Sun,5,1,0.833,,,,,,72.0,76.0,,-11.21,-7.21,,,,,,
3,Austin Peay,A-Sun,4,1,0.8,,,,,,69.0,62.0,,10.4,3.4,,,,,,
4,Central Arkansas,A-Sun,6,2,0.75,,,,,,72.7,60.3,,12.73,0.4,,,,,,
5,Stetson,A-Sun,5,2,0.714,,,,,,72.6,68.8,,-0.21,-4.01,,,,,,
6,West Georgia,A-Sun,3,2,0.6,,,,,,68.6,71.4,,-7.86,-5.06,,,,,,
7,North Alabama,A-Sun,4,3,0.571,,,,,,61.6,65.8,,-10.0,-5.8,,,,,,
8,North Florida,A-Sun,3,4,0.429,,,,,,54.2,76.3,,-19.58,2.58,,,,,,
9,Queens (NC),A-Sun,3,4,0.429,,,,,,58.2,77.3,,-22.29,-3.13,,,,,,
10,Florida Gulf Coast,A-Sun,2,4,0.333,,,,,,58.4,70.6,,5.03,17.23,,,,,,
11,Lipscomb,A-Sun,2,5,0.286,,,,,,57.0,71.8,,-17.6,-2.8,,,,,,
12,Bellarmine,A-Sun,2,8,0.2,,,,,,52.2,78.6,,-22.21,4.12,,,,,,
