Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Army,Patriot,5,2,0.714,,,,,,66.3,60.2,,-1.19,-7.36,,,,,,
2,Navy,Patriot,5,2,0.714,,,,,,65.7,61.0,,5.63,0.91,,,,,,
3,Colgate,Patriot,4,3,0.571,,,,,,58.8,69.5,,-19.31,-8.64,,,,,,
4,Lafayette,Patriot,4,4,0.5,,,,,,64.0,64.1,,-14.32,-14.19,,,,,,
5,Holy Cross,Patriot,3,4,0.429,,,,,,60.7,69.3,,-6.69,1.88,,,,,,
6,Boston University,Patriot,3,5,0.375,,,,,,54.5,59.1,,-13.77,-9.15,,,,,,
7,Bucknell,Patriot,3,5,0.375,,,,,,53.8,61.3,,-10.97,-3.47,,,,,,
8,Lehigh,Patriot,3,5,0.375,,,,,,65.4,76.4,,-5.65,5.35,,,,,,
9,American,Patriot,1,5,0.167,,,,,,55.2,68.8,,-22.41,-8.75,,,,,,
10,Loyola (MD),Patriot,1,7,0.125,,,,,,52.3,65.5,,-14.02,-0.77,,,,,,
