season,team,conference,poll_week,week_number,rank,rank_numeric,prev_rank_numeric,rank_change,movement_category,weeks_in_top25,ranked_streak,team_identity,games_vs_top25,wins_vs_top25,losses_vs_top25,win_pct_vs_top25,run_date,table_id
2026,Notre Dame,ACC,12/22,7,18.0,18,20.0,2.0,Rising,8,8,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,1/5,8,,26,18.0,-8.0,Dropped,8,0,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,1/12,9,23.0,23,26.0,3.0,New,9,1,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,1/19,10,,26,23.0,-3.0,Dropped,9,0,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,1/26,11,,26,26.0,0.0,Unranked,9,0,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,2/2,12,,26,26.0,0.0,Unranked,9,0,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,2/9,13,,26,26.0,0.0,Unranked,9,0,Falling,6,2,4,0.333,2026-02-10,2
2026,Ohio State,Big Ten,Pre,0,,26,,,Unknown,0,0,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,11/10,1,,26,26.0,0.0,Unranked,0,0,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,11/17,2,,26,26.0,0.0,Unranked,0,0,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,11/24,3,,26,26.0,0.0,Unranked,0,0,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,12/1,4,23.0,23,26.0,3.0,New,1,1,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,12/8,5,21.0,21,23.0,2.0,Rising,2,2,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,12/15,6,21.0,21,21.0,0.0,Stable,3,3,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,12/22,7,19.0,19,21.0,2.0,Rising,4,4,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,1/5,8,19.0,19,19.0,0.0,Stable,5,5,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,1/12,9,14.0,14,19.0,5.0,Rising,6,6,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,1/19,10,12.0,12,14.0,2.0,Rising,7,7,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,1/26,11,11.0,11,12.0,1.0,Rising,8,8,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,2/2,12,9.0,9,11.0,2.0,Rising,9,9,Surging,7,4,3,0.571,2026-02-10,2
2026,Ohio State,Big Ten,2/9,13,8.0,8,9.0,1.0,Rising,10,10,Surging,7,4,3,0.571,2026-02-10,2
2026,Oklahoma,SEC,Pre,0,6.0,6,,,Unknown,1,1,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,11/10,1,6.0,6,6.0,0.0,Stable,2,2,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,11/17,2,8.0,8,6.0,-2.0,Falling,3,3,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,11/24,3,9.0,9,8.0,-1.0,Falling,4,4,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,12/1,4,9.0,9,9.0,0.0,Stable,5,5,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,12/8,5,9.0,9,9.0,0.0,Stable,6,6,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,12/15,6,8.0,8,9.0,1.0,Rising,7,7,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,12/22,7,8.0,8,8.0,0.0,Stable,8,8,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,1/5,8,5.0,5,8.0,3.0,Rising,9,9,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,1/12,9,13.0,13,5.0,-8.0,Falling,10,10,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,1/19,10,16.0,16,13.0,-3.0,Falling,11,11,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,1/26,11,10.0,10,16.0,6.0,Rising,12,12,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,2/2,12,11.0,11,10.0,-1.0,Falling,13,13,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma,SEC,2/9,13,10.0,10,11.0,1.0,Rising,14,14,Falling,8,2,6,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,Pre,0,22.0,22,,,Unknown,1,1,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,11/10,1,20.0,20,22.0,2.0,Rising,2,2,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,11/17,2,18.0,18,20.0,2.0,Rising,3,3,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,11/24,3,24.0,24,18.0,-6.0,Falling,4,4,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,12/1,4,24.0,24,24.0,0.0,Stable,5,5,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,12/8,5,23.0,23,24.0,1.0,Rising,6,6,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,12/15,6,,26,23.0,-3.0,Dropped,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,12/22,7,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,1/5,8,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,1/12,9,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,1/19,10,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,1/26,11,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,2/2,12,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Oklahoma State,Big 12,2/9,13,,26,26.0,0.0,Unranked,6,0,Unranked,4,1,3,0.25,2026-02-10,2
2026,Ole Miss,SEC,Pre,0,12.0,12,,,Unknown,1,1,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,11/10,1,13.0,13,12.0,-1.0,Falling,2,2,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,11/17,2,13.0,13,13.0,0.0,Stable,3,3,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,11/24,3,13.0,13,13.0,0.0,Stable,4,4,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,12/1,4,13.0,13,13.0,0.0,Stable,5,5,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,12/8,5,17.0,17,13.0,-4.0,Falling,6,6,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,12/15,6,14.0,14,17.0,3.0,Rising,7,7,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,12/22,7,15.0,15,14.0,-1.0,Falling,8,8,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,1/5,8,18.0,18,15.0,-3.0,Falling,9,9,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,1/12,9,16.0,16,18.0,2.0,Rising,10,10,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,1/19,10,18.0,18,16.0,-2.0,Falling,11,11,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,1/26,11,17.0,17,18.0,1.0,Rising,12,12,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,2/2,12,13.0,13,17.0,4.0,Rising,13,13,Steady,6,3,3,0.5,2026-02-10,2
2026,Ole Miss,SEC,2/9,13,14.0,14,13.0,-1.0,Falling,14,14,Steady,6,3,3,0.5,2026-02-10,2
2026,Princeton,Ivy,Pre,0,,26,,,Unknown,0,0,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,11/10,1,,26,26.0,0.0,Unranked,0,0,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,11/17,2,,26,26.0,0.0,Unranked,0,0,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,11/24,3,,26,26.0,0.0,Unranked,0,0,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,12/1,4,,26,26.0,0.0,Unranked,0,0,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,12/8,5,,26,26.0,0.0,Unranked,0,0,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,12/15,6,25.0,25,26.0,1.0,New,1,1,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,12/22,7,25.0,25,25.0,0.0,Stable,2,2,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,1/5,8,24.0,24,25.0,1.0,Rising,3,3,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,1/12,9,22.0,22,24.0,2.0,Rising,4,4,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,1/19,10,20.0,20,22.0,2.0,Rising,5,5,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,1/26,11,19.0,19,20.0,1.0,Rising,6,6,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,2/2,12,23.0,23,19.0,-4.0,Falling,7,7,Surging,1,0,1,0.0,2026-02-10,2
2026,Princeton,Ivy,2/9,13,24.0,24,23.0,-1.0,Falling,8,8,Surging,1,0,1,0.0,2026-02-10,2
2026,Richmond,A-10,Pre,0,24.0,24,,,Unknown,1,1,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,11/10,1,,26,24.0,-2.0,Dropped,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,11/17,2,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,11/24,3,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,12/1,4,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,12/8,5,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,12/15,6,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,12/22,7,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,1/5,8,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,1/12,9,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,1/19,10,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,1/26,11,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,2/2,12,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,Richmond,A-10,2/9,13,,26,26.0,0.0,Unranked,1,0,Unranked,2,0,2,0.0,2026-02-10,2
2026,South Carolina,SEC,Pre,0,2.0,2,,,Unknown,1,1,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,11/10,1,2.0,2,2.0,0.0,Stable,2,2,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,11/17,2,2.0,2,2.0,0.0,Stable,3,3,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,11/24,3,2.0,2,2.0,0.0,Stable,4,4,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,12/1,4,3.0,3,2.0,-1.0,Falling,5,5,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,12/8,5,3.0,3,3.0,0.0,Stable,6,6,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,12/15,6,3.0,3,3.0,0.0,Stable,7,7,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,12/22,7,3.0,3,3.0,0.0,Stable,8,8,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,1/5,8,3.0,3,3.0,0.0,Stable,9,9,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,1/12,9,2.0,2,3.0,1.0,Rising,10,10,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,1/19,10,2.0,2,2.0,0.0,Stable,11,11,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,1/26,11,3.0,3,2.0,-1.0,Falling,12,12,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,2/2,12,3.0,3,3.0,0.0,Stable,13,13,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,South Carolina,SEC,2/9,13,3.0,3,3.0,0.0,Stable,14,14,Elite Lock,7,5,2,0.714,2026-02-10,2
2026,TCU,Big 12,Pre,0,17.0,17,,,Unknown,1,1,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,11/10,1,17.0,17,17.0,0.0,Stable,2,2,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,11/17,2,10.0,10,17.0,7.0,Rising,3,3,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,11/24,3,8.0,8,10.0,2.0,Rising,4,4,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,12/1,4,8.0,8,8.0,0.0,Stable,5,5,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,12/8,5,8.0,8,8.0,0.0,Stable,6,6,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,12/15,6,9.0,9,8.0,-1.0,Falling,7,7,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,12/22,7,8.0,8,9.0,1.0,Rising,8,8,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,1/5,8,13.0,13,8.0,-5.0,Falling,9,9,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,1/12,9,10.0,10,13.0,3.0,Rising,10,10,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,1/19,10,9.0,9,10.0,1.0,Rising,11,11,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,1/26,11,12.0,12,9.0,-3.0,Falling,12,12,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,2/2,12,14.0,14,12.0,-2.0,Falling,13,13,Falling,3,1,2,0.333,2026-02-10,2
2026,TCU,Big 12,2/9,13,17.0,17,14.0,-3.0,Falling,14,14,Falling,3,1,2,0.333,2026-02-10,2
2026,Tennessee,SEC,Pre,0,8.0,8,,,Unknown,1,1,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,11/10,1,12.0,12,8.0,-4.0,Falling,2,2,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,11/17,2,15.0,15,12.0,-3.0,Falling,3,3,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,11/24,3,14.0,14,15.0,1.0,Rising,4,4,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,12/1,4,19.0,19,14.0,-5.0,Falling,5,5,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,12/8,5,18.0,18,19.0,1.0,Rising,6,6,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,12/15,6,17.0,17,18.0,1.0,Rising,7,7,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,12/22,7,23.0,23,17.0,-6.0,Falling,8,8,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,1/5,8,20.0,20,23.0,3.0,Rising,9,9,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,1/12,9,20.0,20,20.0,0.0,Stable,10,10,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,1/19,10,17.0,17,20.0,3.0,Rising,11,11,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,1/26,11,15.0,15,17.0,2.0,Rising,12,12,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,2/2,12,19.0,19,15.0,-4.0,Falling,13,13,Steady,7,2,5,0.286,2026-02-10,2
2026,Tennessee,SEC,2/9,13,22.0,22,19.0,-3.0,Falling,14,14,Steady,7,2,5,0.286,2026-02-10,2
2026,Texas,SEC,Pre,0,4.0,4,,,Unknown,1,1,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,11/10,1,4.0,4,4.0,0.0,Stable,2,2,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,11/17,2,4.0,4,4.0,0.0,Stable,3,3,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,11/24,3,4.0,4,4.0,0.0,Stable,4,4,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,12/1,4,2.0,2,4.0,2.0,Rising,5,5,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,12/8,5,2.0,2,2.0,0.0,Stable,6,6,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,12/15,6,2.0,2,2.0,0.0,Stable,7,7,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,12/22,7,2.0,2,2.0,0.0,Stable,8,8,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,1/5,8,2.0,2,2.0,0.0,Stable,9,9,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,1/12,9,4.0,4,2.0,-2.0,Falling,10,10,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,1/19,10,4.0,4,4.0,0.0,Stable,11,11,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,1/26,11,4.0,4,4.0,0.0,Stable,12,12,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,2/2,12,4.0,4,4.0,0.0,Stable,13,13,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas,SEC,2/9,13,4.0,4,4.0,0.0,Stable,14,14,Elite Lock,11,9,2,0.818,2026-02-10,2
2026,Texas Tech,Big 12,Pre,0,,26,,,Unknown,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,11/10,1,,26,26.0,0.0,Unranked,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,11/17,2,,26,26.0,0.0,Unranked,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,11/24,3,,26,26.0,0.0,Unranked,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,12/1,4,,26,26.0,0.0,Unranked,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,12/8,5,,26,26.0,0.0,Unranked,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,12/15,6,,26,26.0,0.0,Unranked,0,0,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,12/22,7,21.0,21,26.0,5.0,New,1,1,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,1/5,8,17.0,17,21.0,4.0,Rising,2,2,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,1/12,9,17.0,17,17.0,0.0,Stable,3,3,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,1/19,10,19.0,19,17.0,-2.0,Falling,4,4,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,1/26,11,21.0,21,19.0,-2.0,Falling,5,5,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,2/2,12,18.0,18,21.0,3.0,Rising,6,6,Steady,2,2,0,1.0,2026-02-10,2
2026,Texas Tech,Big 12,2/9,13,16.0,16,18.0,2.0,Rising,7,7,Steady,2,2,0,1.0,2026-02-10,2
2026,UCLA,Big Ten,Pre,0,3.0,3,,,Unknown,1,1,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,11/10,1,3.0,3,3.0,0.0,Stable,2,2,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,11/17,2,3.0,3,3.0,0.0,Stable,3,3,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,11/24,3,3.0,3,3.0,0.0,Stable,4,4,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,12/1,4,4.0,4,3.0,-1.0,Falling,5,5,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,12/8,5,4.0,4,4.0,0.0,Stable,6,6,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,12/15,6,4.0,4,4.0,0.0,Stable,7,7,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,12/22,7,4.0,4,4.0,0.0,Stable,8,8,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,1/5,8,4.0,4,4.0,0.0,Stable,9,9,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,1/12,9,3.0,3,4.0,1.0,Rising,10,10,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,1/19,10,3.0,3,3.0,0.0,Stable,11,11,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,1/26,11,2.0,2,3.0,1.0,Rising,12,12,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,2/2,12,2.0,2,2.0,0.0,Stable,13,13,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UCLA,Big Ten,2/9,13,2.0,2,2.0,0.0,Stable,14,14,Elite Lock,10,9,1,0.9,2026-02-10,2
2026,UConn,Big East,Pre,0,1.0,1,,,Unknown,1,1,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,11/10,1,1.0,1,1.0,0.0,Stable,2,2,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,11/17,2,1.0,1,1.0,0.0,Stable,3,3,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,11/24,3,1.0,1,1.0,0.0,Stable,4,4,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,12/1,4,1.0,1,1.0,0.0,Stable,5,5,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,12/8,5,1.0,1,1.0,0.0,Stable,6,6,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,12/15,6,1.0,1,1.0,0.0,Stable,7,7,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,12/22,7,1.0,1,1.0,0.0,Stable,8,8,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,1/5,8,1.0,1,1.0,0.0,Stable,9,9,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,1/12,9,1.0,1,1.0,0.0,Stable,10,10,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,1/19,10,1.0,1,1.0,0.0,Stable,11,11,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,1/26,11,1.0,1,1.0,0.0,Stable,12,12,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,2/2,12,1.0,1,1.0,0.0,Stable,13,13,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UConn,Big East,2/9,13,1.0,1,1.0,0.0,Stable,14,14,Elite Lock,5,5,0,1.0,2026-02-10,2
2026,UNC,ACC,Pre,0,11.0,11,,,Unknown,1,1,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,11/10,1,11.0,11,11.0,0.0,Stable,2,2,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,11/17,2,14.0,14,11.0,-3.0,Falling,3,3,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,11/24,3,12.0,12,14.0,2.0,Rising,4,4,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,12/1,4,11.0,11,12.0,1.0,Rising,5,5,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,12/8,5,12.0,12,11.0,-1.0,Falling,6,6,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,12/15,6,18.0,18,12.0,-6.0,Falling,7,7,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,12/22,7,16.0,16,18.0,2.0,Rising,8,8,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,1/5,8,22.0,22,16.0,-6.0,Falling,9,9,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,1/12,9,,26,22.0,-4.0,Dropped,9,0,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,1/19,10,,26,26.0,0.0,Unranked,9,0,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,1/26,11,,26,26.0,0.0,Unranked,9,0,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,2/2,12,25.0,25,26.0,1.0,New,10,1,Falling,3,0,3,0.0,2026-02-10,2
2026,UNC,ACC,2/9,13,21.0,21,25.0,4.0,Rising,11,2,Falling,3,0,3,0.0,2026-02-10,2
2026,USC,Big Ten,Pre,0,18.0,18,,,Unknown,1,1,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,11/10,1,8.0,8,18.0,10.0,Rising,2,2,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,11/17,2,11.0,11,8.0,-3.0,Falling,3,3,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,11/24,3,18.0,18,11.0,-7.0,Falling,4,4,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,12/1,4,16.0,16,18.0,2.0,Rising,5,5,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,12/8,5,16.0,16,16.0,0.0,Stable,6,6,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,12/15,6,19.0,19,16.0,-3.0,Falling,7,7,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,12/22,7,17.0,17,19.0,2.0,Rising,8,8,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,1/5,8,21.0,21,17.0,-4.0,Falling,9,9,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,1/12,9,,26,21.0,-5.0,Dropped,9,0,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,1/19,10,,26,26.0,0.0,Unranked,9,0,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,1/26,11,,26,26.0,0.0,Unranked,9,0,Unranked,11,4,7,0.364,2026-02-10,2
