Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,UTEP,CUSA,6,0,1.0,,,,,,73.6,59.4,,0.51,-13.7,,,,,,
2,Sam Houston,CUSA,5,1,0.833,,,,,,64.5,53.8,,9.34,-1.41,,,,,,
3,Missouri State,CUSA,6,2,0.75,,,,,,68.8,63.1,,1.29,-4.33,,,,,,
4,Liberty,CUSA,5,2,0.714,,,,,,64.4,62.8,,7.05,5.45,,,,,,
5,Delaware,CUSA,4,2,0.667,,,,,,70.6,66.6,,-2.13,-6.13,,,,,,
6,Kennesaw State,CUSA,4,3,0.571,,,,,,61.2,63.0,,-3.64,-1.81,,,,,,
7,Florida International,CUSA,3,3,0.5,,,,,,69.5,73.8,,-11.63,-7.29,,,,,,
8,Louisiana Tech,CUSA,3,3,0.5,,,,,,71.0,70.6,,1.57,1.17,,,,,,
9,Middle Tennessee,CUSA,3,4,0.429,,,,,,55.3,62.7,,-5.29,2.14,,,,,,
10,Western Kentucky,CUSA,3,4,0.429,,,,,,54.2,70.8,,-15.97,0.7,,,,,,
11,Jacksonville State,CUSA,2,5,0.286,,,,,,58.8,68.3,,-12.38,-2.88,,,,,,
12,New Mexico State,CUSA,1,5,0.167,,,,,,46.4,71.4,,-21.44,3.56,,,,,,
