Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Bryant,AEC,7,1,0.875,,,,,,71.9,55.0,,1.03,-15.85,,,,,,
2,NJIT,AEC,7,2,0.778,,,,,,66.6,63.1,,-6.52,-9.96,,,,,,
3,Albany (NY),AEC,6,2,0.75,,,,,,61.4,53.1,,4.13,-4.16,,,,,,
4,Vermont,AEC,6,3,0.667,,,,,,60.9,60.3,,4.47,3.89,,,,,,
5,Binghamton,AEC,3,3,0.5,,,,,,67.5,88.8,,-12.68,8.57,,,,,,
6,Massachusetts-Lowell,AEC,3,4,0.429,,,,,,52.2,64.4,,-21.72,-9.52,,,,,,
7,Maine,AEC,3,5,0.375,,,,,,60.1,61.0,,-5.24,-4.36,,,,,,
8,Maryland-Baltimore County,AEC,3,5,0.375,,,,,,61.6,67.4,,-6.44,-0.58,,,,,,
9,New Hampshire,AEC,2,6,0.25,,,,,,58.2,71.5,,-17.06,-3.72,,,,,,
