Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Houston Christian,Southland,3,3,0.5,,1.0,0.0,1.0,,68.0,81.0,,-6.73,6.27,,,,,,
2,Lamar,Southland,3,4,0.429,,1.0,0.0,1.0,,60.5,67.0,,-3.65,2.85,,,,,,
3,Southeastern Louisiana,Southland,2,3,0.4,,1.0,0.0,1.0,,53.8,85.0,,-19.9,11.35,,,,,,
4,McNeese State,Southland,5,2,0.714,,,,,,59.8,62.4,,6.37,8.97,,,,,,
5,Stephen F. Austin,Southland,5,2,0.714,,,,,,70.4,75.2,,-8.86,-4.06,,,,,,
6,Nicholls State,Southland,4,3,0.571,,,,,,66.0,74.5,,-18.06,-9.56,,,,,,
7,Northwestern State,Southland,3,4,0.429,,,,,,55.4,73.2,,-8.14,9.66,,,,,,
8,Incarnate Word,Southland,1,4,0.2,,,,,,56.5,84.0,,-13.34,14.16,,,,,,
9,Texas A&M-Corpus Christi,Southland,1,5,0.167,,,,,,53.4,81.2,,-21.61,6.19,,,,,,
10,East Texas A&M,Southland,3,3,0.5,,0.0,1.0,0.0,,65.3,83.0,,-13.86,3.9,,,,,,
11,Texas-Rio Grande Valley,Southland,3,4,0.429,,0.0,1.0,0.0,,62.8,73.2,,-4.37,6.03,,,,,,
12,New Orleans,Southland,0,7,0.0,,0.0,1.0,0.0,,59.8,86.5,,-22.88,3.79,,,,,,
