Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,17,7,0.708,,9,2,0.818,,62.7,59.2,,-4.9,-8.4,,,,,,
2,Wofford,Southern,15,11,0.577,,9,3,0.75,,63.0,62.9,,-6.16,-6.29,,,,,,
3,Furman,Southern,16,11,0.593,,8,4,0.667,,62.1,66.0,,-9.33,-5.42,,,,,,
4,East Tennessee State,Southern,14,12,0.538,,7,4,0.636,,56.4,59.4,,-8.46,-5.46,,,,,,
5,Mercer,Southern,15,11,0.577,,5,6,0.455,,62.6,63.2,,-10.97,-10.39,,,,,,
6,Samford,Southern,12,16,0.429,,5,6,0.455,,58.6,68.7,,-13.52,-3.4,,,,,,
7,UNC Greensboro,Southern,13,14,0.481,,3,9,0.25,,55.7,59.1,,-11.58,-8.19,,,,,,
8,Western Carolina,Southern,3,23,0.115,,0,12,0.0,,52.0,69.0,,-22.42,-5.5,,,,,,
