Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisiana Tech,CUSA,16,5,0.762,,9,1,0.9,,71.6,62.6,,8.66,-0.34,,,,,,
2,Middle Tennessee,CUSA,12,10,0.545,,7,3,0.7,,60.6,59.3,,1.35,-0.01,,,,,,
3,Sam Houston,CUSA,13,7,0.65,,6,3,0.667,,61.4,59.4,,0.87,-1.07,,,,,,
4,Missouri State,CUSA,14,8,0.636,,6,3,0.667,,65.6,62.6,,2.22,-0.73,,,,,,
5,Florida International,CUSA,13,8,0.619,,6,4,0.6,,71.2,68.4,,-2.28,-5.13,,,,,,
6,Liberty,CUSA,11,10,0.524,,5,5,0.5,,63.6,65.3,,-0.1,1.53,,,,,,
7,Delaware,CUSA,11,11,0.5,,5,5,0.5,,64.3,65.1,,-4.77,-3.96,,,,,,
8,Jacksonville State,CUSA,11,11,0.5,,5,5,0.5,,60.9,62.4,,-6.42,-4.95,,,,,,
9,New Mexico State,CUSA,8,14,0.364,,4,6,0.4,,57.5,69.2,,-12.51,-0.83,,,,,,
10,Kennesaw State,CUSA,10,11,0.476,,3,7,0.3,,61.3,65.2,,-6.54,-2.65,,,,,,
11,UTEP,CUSA,10,11,0.476,,2,8,0.2,,63.2,72.2,,-12.51,-3.51,,,,,,
12,Western Kentucky,CUSA,5,16,0.238,,1,9,0.1,,56.5,67.7,,-13.22,-2.02,,,,,,
