Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,16,5,0.762,,8,0,1.0,,61.8,58.4,,-4.14,-7.61,,,,,,
2,Furman,Southern,14,9,0.609,,6,2,0.75,,62.7,67.4,,-8.53,-3.85,,,,,,
3,Wofford,Southern,11,11,0.5,,5,3,0.625,,62.5,64.9,,-7.56,-5.09,,,,,,
4,East Tennessee State,Southern,11,11,0.5,,4,3,0.571,,55.4,59.6,,-8.96,-4.76,,,,,,
5,Mercer,Southern,13,9,0.591,,3,4,0.429,,64.3,64.1,,-9.65,-9.9,,,,,,
6,UNC Greensboro,Southern,13,10,0.565,,3,5,0.375,,56.8,59.2,,-10.3,-7.88,,,,,,
7,Samford,Southern,9,16,0.36,,2,6,0.25,,57.3,70.3,,-15.35,-2.35,,,,,,
8,Western Carolina,Southern,3,19,0.136,,0,8,0.0,,52.9,70.5,,-22.79,-5.16,,,,,,
