Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,9,5,0.643,,,,,,64.1,63.1,,1.58,0.58,,,,,,
2,Maryland-Eastern Shore,MEAC,6,8,0.429,,,,,,60.1,69.2,,-6.41,2.74,,,,,,
3,Norfolk State,MEAC,5,9,0.357,,,,,,50.1,71.5,,-12.18,9.22,,,,,,
4,Delaware State,MEAC,3,9,0.25,,,,,,46.4,71.1,,-23.38,1.29,,,,,,
5,South Carolina State,MEAC,3,10,0.231,,,,,,53.1,72.0,,-26.8,-7.89,,,,,,
6,North Carolina Central,MEAC,2,9,0.182,,,,,,56.9,74.1,,-16.56,0.62,,,,,,
7,Coppin State,MEAC,2,11,0.154,,,,,,51.9,73.9,,-12.4,9.6,,,,,,
8,Morgan State,MEAC,1,13,0.071,,,,,,45.8,80.7,,-25.05,9.79,,,,,,
