Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Liberty,CUSA,8,5,0.615,,2,0,1.0,,65.9,65.6,,3.55,3.28,,,,,,
2,Middle Tennessee,CUSA,7,7,0.5,,2,0,1.0,,57.0,60.6,,-1.76,1.89,,,,,,
3,Sam Houston,CUSA,8,4,0.667,,1,0,1.0,,60.6,60.8,,1.58,1.8,,,,,,
4,Missouri State,CUSA,9,5,0.643,,1,0,1.0,,67.4,65.4,,2.4,0.33,,,,,,
5,UTEP,CUSA,9,4,0.692,,1,1,0.5,,66.9,69.7,,-5.8,-2.98,,,,,,
6,Kennesaw State,CUSA,8,5,0.615,,1,1,0.5,,61.6,65.0,,-6.18,-2.78,,,,,,
7,Jacksonville State,CUSA,7,7,0.5,,1,1,0.5,,61.8,63.8,,-9.42,-7.42,,,,,,
8,New Mexico State,CUSA,5,9,0.357,,1,1,0.5,,54.5,68.9,,-12.3,2.07,,,,,,
9,Delaware,CUSA,6,8,0.429,,0,2,0.0,,66.3,66.9,,-6.1,-5.48,,,,,,
10,Western Kentucky,CUSA,4,9,0.308,,0,2,0.0,,56.0,67.8,,-15.27,-3.43,,,,,,
11,Florida International,CUSA,7,5,0.583,,0,1,0.0,,73.1,72.6,,-6.06,-6.51,,,,,,
12,Louisiana Tech,CUSA,7,5,0.583,,0,1,0.0,,70.6,70.2,,3.22,2.82,,,,,,
