Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,7,4,0.636,,,,,,65.2,62.1,,2.57,-0.53,,,,,,
2,Maryland-Eastern Shore,MEAC,6,6,0.5,,,,,,57.9,68.2,,-8.06,2.21,,,,,,
3,Norfolk State,MEAC,4,7,0.364,,,,,,49.1,71.0,,-13.63,8.25,,,,,,
4,Delaware State,MEAC,3,7,0.3,,,,,,50.1,69.9,,-25.9,-6.18,,,,,,
5,South Carolina State,MEAC,3,8,0.273,,,,,,55.4,71.3,,-25.51,-9.62,,,,,,
6,Coppin State,MEAC,2,8,0.2,,,,,,52.2,77.7,,-14.96,10.49,,,,,,
7,North Carolina Central,MEAC,1,8,0.111,,,,,,56.1,75.8,,-17.55,2.12,,,,,,
8,Morgan State,MEAC,1,10,0.091,,,,,,47.4,80.1,,-27.77,4.9,,,,,,
