Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,17,1,0.944,,5,0,1.0,,74.8,64.2,,16.45,5.89,,,19.0,,,
2,Columbia,Ivy,13,5,0.722,,4,1,0.8,,72.3,60.8,,13.33,1.78,,,,,,
3,Brown,Ivy,11,6,0.647,,3,2,0.6,,63.3,58.3,,-0.34,-5.34,,,,,,
4,Harvard,Ivy,10,8,0.556,,3,2,0.6,,65.7,58.8,,11.1,4.26,,,,,,
5,Pennsylvania,Ivy,12,6,0.667,,2,3,0.4,,61.8,58.3,,2.61,-0.89,,,,,,
6,Cornell,Ivy,7,11,0.389,,2,3,0.4,,51.4,62.0,,-17.83,-7.24,,,,,,
7,Yale,Ivy,5,13,0.278,,1,4,0.2,,58.7,68.3,,-13.63,-4.01,,,,,,
8,Dartmouth,Ivy,9,9,0.5,,0,5,0.0,,51.7,61.9,,-16.31,-6.11,,,,,,
