Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,10,5,0.667,,,,,,64.9,63.1,,1.75,0.02,,,,,,
2,Maryland-Eastern Shore,MEAC,7,8,0.467,,,,,,60.1,69.2,,-6.51,2.65,,,,,,
3,Norfolk State,MEAC,5,10,0.333,,,,,,49.3,70.3,,-13.51,7.49,,,,,,
4,Delaware State,MEAC,3,11,0.214,,,,,,46.2,70.5,,-24.31,-0.04,,,,,,
5,South Carolina State,MEAC,3,12,0.2,,,,,,50.5,73.7,,-29.92,-6.77,,,,,,
6,North Carolina Central,MEAC,2,10,0.167,,,,,,56.7,78.4,,-18.37,3.38,,,,,,
7,Coppin State,MEAC,2,12,0.143,,,,,,52.2,74.5,,-11.71,10.67,,,,,,
8,Morgan State,MEAC,1,14,0.067,,,,,,46.8,79.5,,-24.71,7.98,,,,,,
