Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,8,1,0.889,,,,,,75.3,66.9,,19.89,11.45,,,,,,
2,Brown,Ivy,6,3,0.667,,,,,,62.8,56.6,,-3.2,-9.42,,,,,,
3,Dartmouth,Ivy,4,2,0.667,,,,,,53.6,54.6,,-14.75,-13.75,,,,,,
4,Pennsylvania,Ivy,6,3,0.667,,,,,,59.1,58.3,,-2.11,-2.97,,,,,,
5,Columbia,Ivy,5,4,0.556,,,,,,74.8,69.6,,13.16,7.94,,,,,,
6,Harvard,Ivy,6,5,0.545,,,,,,64.7,60.9,,12.35,8.53,,,,,,
7,Cornell,Ivy,4,5,0.444,,,,,,52.0,56.7,,-20.86,-16.19,,,,,,
8,Yale,Ivy,2,7,0.222,,,,,,59.6,70.8,,-16.67,-5.45,,,,,,
