Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,18,2,0.9,,6,1,0.857,,74.3,64.5,,14.75,5.0,,,19.0,,,
2,Columbia,Ivy,14,6,0.7,,5,2,0.714,,71.5,61.3,,12.7,2.45,,,,,,
3,Harvard,Ivy,12,8,0.6,,5,2,0.714,,65.8,58.1,,11.0,3.3,,,,,,
4,Brown,Ivy,12,7,0.632,,4,3,0.571,,62.6,57.5,,0.12,-4.94,,,,,,
5,Pennsylvania,Ivy,13,7,0.65,,3,4,0.429,,61.7,58.3,,2.42,-0.97,,,,,,
6,Cornell,Ivy,8,12,0.4,,3,4,0.429,,52.5,62.3,,-15.3,-5.46,,,,,,
7,Dartmouth,Ivy,10,10,0.5,,1,6,0.143,,52.5,61.3,,-15.04,-6.28,,,,,,
8,Yale,Ivy,5,15,0.25,,1,6,0.143,,58.0,68.9,,-14.79,-3.84,,,,,,
