Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Connecticut,Big East,18,0,1.0,,9,0,1.0,,90.4,51.7,,53.65,14.93,,1.0,1.0,,,
2,Villanova,Big East,14,4,0.778,,7,2,0.778,,73.8,61.8,,21.55,9.55,,,,,,
3,Seton Hall,Big East,12,5,0.706,,6,2,0.75,,70.8,62.1,,17.12,8.47,,,,,,
4,Marquette,Big East,11,6,0.647,,5,3,0.625,,70.9,62.8,,15.36,7.3,,,,,,
5,St. John's (NY),Big East,14,5,0.737,,4,4,0.5,,63.7,60.3,,5.12,1.7,,,,,,
6,Georgetown,Big East,10,7,0.588,,3,5,0.375,,68.4,60.1,,9.59,1.3,,,,,,
7,Xavier,Big East,10,7,0.588,,3,5,0.375,,60.2,62.9,,-0.47,2.3,,,,,,
8,Creighton,Big East,7,10,0.412,,3,5,0.375,,67.7,68.8,,8.19,9.25,,,,,,
9,Providence,Big East,9,10,0.474,,2,6,0.25,,58.2,61.1,,0.25,3.09,,,,,,
10,Butler,Big East,8,10,0.444,,2,6,0.25,,63.3,64.6,,4.01,5.34,,,,,,
11,DePaul,Big East,4,15,0.211,,1,7,0.125,,61.4,72.3,,-5.94,4.9,,,,,,
