Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Connecticut,Big East,25,0,1.0,,14,0,1.0,,89.8,50.6,,53.5,14.22,,1.0,1.0,,,
2,Villanova,Big East,19,5,0.792,,12,3,0.8,,72.8,61.9,,19.15,8.27,,,,,,
3,Marquette,Big East,16,8,0.667,,10,5,0.667,,69.6,63.3,,13.63,7.33,,,,,,
4,Seton Hall,Big East,15,8,0.652,,9,5,0.643,,69.5,64.0,,15.1,9.62,,,,,,
5,St. John's (NY),Big East,19,7,0.731,,9,6,0.6,,63.6,60.5,,6.75,3.71,,,,,,
6,Creighton,Big East,12,12,0.5,,8,7,0.533,,69.5,68.4,,9.35,8.27,,,,,,
7,Georgetown,Big East,12,12,0.5,,5,10,0.333,,65.0,61.1,,10.11,6.2,,,,,,
8,Providence,Big East,11,14,0.44,,4,10,0.286,,59.8,63.3,,1.41,4.93,,,,,,
9,Xavier,Big East,11,13,0.458,,4,11,0.267,,58.6,65.7,,-1.36,5.68,,,,,,
10,Butler,Big East,9,15,0.375,,3,11,0.214,,62.5,65.7,,5.35,8.51,,,,,,
11,DePaul,Big East,5,20,0.2,,2,12,0.143,,62.2,72.9,,-1.94,8.7,,,,,,
