Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Maryland-Eastern Shore,MEAC,11,10,0.524,,4,0,1.0,,60.8,68.5,,-8.21,-0.58,,,,,,
2,Howard,MEAC,15,7,0.682,,5,1,0.833,,65.0,62.2,,-2.2,-4.98,,,,,,
3,Norfolk State,MEAC,10,11,0.476,,5,1,0.833,,57.1,64.0,,-8.31,-1.43,,,,,,
4,South Carolina State,MEAC,5,15,0.25,,2,3,0.4,,51.6,71.3,,-27.1,-7.38,,,,,,
5,Coppin State,MEAC,4,18,0.182,,2,4,0.333,,53.8,71.9,,-14.04,4.1,,,,,,
6,Morgan State,MEAC,3,19,0.136,,2,4,0.333,,51.2,74.9,,-23.77,-0.07,,,,,,
7,Delaware State,MEAC,4,16,0.2,,1,4,0.2,,51.2,68.2,,-22.17,-5.17,,,,,,
8,North Carolina Central,MEAC,3,14,0.176,,0,4,0.0,,57.6,76.2,,-18.96,-0.39,,,,,,
