Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,South Dakota,Summit,8,2,0.8,,,,,,70.8,56.6,,5.14,-8.99,,,,,,
2,South Dakota State,Summit,8,2,0.8,,,,,,78.7,68.2,,17.68,7.18,,,,,,
3,North Dakota State,Summit,7,2,0.778,,,,,,75.9,63.3,,16.21,3.58,,,,,,
4,Oral Roberts,Summit,5,5,0.5,,,,,,72.3,84.5,,-4.28,7.97,,,,,,
5,St. Thomas,Summit,4,6,0.4,,,,,,57.9,66.8,,-9.17,-0.3,,,,,,
6,Denver,Summit,3,6,0.333,,,,,,56.0,65.3,,-13.14,-3.89,,,,,,
7,Kansas City,Summit,2,7,0.222,,,,,,63.4,77.3,,-10.5,3.35,,,,,,
8,Omaha,Summit,1,8,0.111,,,,,,53.0,81.9,,-31.32,-2.45,,,,,,
9,North Dakota,Summit,1,9,0.1,,,,,,54.0,72.7,,-15.33,3.37,,,,,,
