Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Gonzaga,WCC,13,6,0.684,,5,1,0.833,,72.0,65.3,,12.16,5.42,,,,,,
2,Oregon State,WCC,13,6,0.684,,5,1,0.833,,65.6,61.4,,9.14,4.97,,,,,,
3,Santa Clara,WCC,15,5,0.75,,5,2,0.714,,77.8,67.8,,11.23,1.23,,,,,,
4,Loyola Marymount,WCC,10,7,0.588,,4,2,0.667,,68.3,65.9,,0.56,-1.82,,,,,,
5,Portland,WCC,10,8,0.556,,4,2,0.667,,67.1,65.3,,5.38,3.5,,,,,,
6,San Francisco,WCC,10,7,0.588,,3,3,0.5,,67.0,67.6,,1.35,1.91,,,,,,
7,Washington State,WCC,4,16,0.2,,3,4,0.429,,61.8,73.5,,-2.27,9.38,,,,,,
8,Pepperdine,WCC,11,7,0.611,,2,4,0.333,,67.4,66.2,,0.83,-0.42,,,,,,
9,Saint Mary's (CA),WCC,11,8,0.579,,2,4,0.333,,57.4,59.2,,-0.1,1.73,,,,,,
10,Pacific,WCC,7,10,0.412,,2,4,0.333,,62.4,67.8,,-4.04,1.34,,,,,,
11,San Diego,WCC,7,12,0.368,,1,5,0.167,,54.2,62.7,,-10.47,-2.03,,,,,,
12,Seattle,WCC,5,12,0.294,,1,5,0.167,,59.6,77.7,,-20.82,-2.75,,,,,,
