Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,San Diego State,MWC,15,3,0.833,,9,0,1.0,,71.2,62.2,,10.57,1.63,,,,,,
2,Nevada-Las Vegas,MWC,14,6,0.7,,9,1,0.9,,68.7,61.6,,9.48,2.38,,,,,,
3,Colorado State,MWC,17,4,0.81,,8,2,0.8,,67.2,56.3,,9.82,-1.13,,,,,,
4,Boise State,MWC,16,5,0.762,,7,3,0.7,,71.7,67.2,,4.31,-0.19,,,,,,
5,New Mexico,MWC,13,7,0.65,,5,4,0.556,,70.2,62.8,,6.14,-1.26,,,,,,
6,Grand Canyon,MWC,6,14,0.3,,5,5,0.5,,65.0,69.4,,3.47,7.87,,,,,,
7,Fresno State,MWC,10,11,0.476,,4,6,0.4,,61.8,60.7,,-0.06,-1.11,,,,,,
8,Wyoming,MWC,7,12,0.368,,4,6,0.4,,54.3,62.4,,-8.03,0.08,,,,,,
9,Nevada,MWC,7,13,0.35,,3,7,0.3,,54.6,58.9,,-5.16,-0.84,,,,,,
10,Air Force,MWC,8,12,0.4,,2,8,0.2,,57.4,61.6,,-6.64,-2.38,,,,,,
11,Utah State,MWC,6,13,0.316,,2,8,0.2,,59.2,68.8,,-9.66,-0.05,,,,,,
12,San Jose State,MWC,3,18,0.143,,1,9,0.1,,56.2,74.5,,-16.15,2.15,,,,,,
