Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,17,7,0.708,,7,1,0.875,,66.0,62.3,,-2.1,-5.81,,,,,,
2,Maryland-Eastern Shore,MEAC,14,11,0.56,,7,1,0.875,,61.5,66.2,,-9.1,-4.4,,,,,,
3,Norfolk State,MEAC,11,12,0.478,,6,2,0.75,,57.3,63.2,,-7.97,-2.03,,,,,,
4,Coppin State,MEAC,7,18,0.28,,4,4,0.5,,55.7,70.2,,-12.74,1.73,,,,,,
5,North Carolina Central,MEAC,6,15,0.286,,2,5,0.286,,57.6,72.8,,-17.43,-2.22,,,,,,
6,South Carolina State,MEAC,5,17,0.227,,2,5,0.286,,52.4,72.1,,-26.78,-7.08,,,,,,
7,Morgan State,MEAC,3,21,0.125,,2,6,0.25,,51.0,74.2,,-24.24,-1.02,,,,,,
8,Delaware State,MEAC,4,19,0.174,,1,7,0.125,,51.1,68.0,,-23.25,-6.35,,,,,,
