Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,McNeese State,Southland,23,4,0.852,,17,1,0.944,,65.8,53.1,,6.1,-6.54,,,,,,
2,Stephen F. Austin,Southland,19,8,0.704,,13,5,0.722,,76.0,69.0,,-2.56,-9.52,,,,,,
3,Lamar,Southland,16,9,0.64,,13,5,0.722,,62.9,59.5,,-4.55,-7.97,,,,,,
4,Texas-Rio Grande Valley,Southland,16,11,0.593,,13,5,0.722,,64.4,66.8,,-6.75,-4.39,,,,,,
5,Northwestern State,Southland,13,13,0.5,,10,8,0.556,,58.8,62.9,,-7.75,-3.63,,,,,,
6,Incarnate Word,Southland,12,13,0.48,,10,8,0.556,,64.5,71.3,,-12.16,-5.38,,,,,,
7,East Texas A&M,Southland,12,13,0.48,,8,10,0.444,,62.5,67.7,,-12.5,-7.33,,,,,,
8,Nicholls State,Southland,12,13,0.48,,8,10,0.444,,63.2,63.5,,-12.12,-11.87,,,,,,
9,Houston Christian,Southland,8,17,0.32,,6,12,0.333,,58.0,68.7,,-16.64,-5.95,,,,,,
10,Texas A&M-Corpus Christi,Southland,5,20,0.2,,4,14,0.222,,56.3,70.4,,-21.1,-7.02,,,,,,
11,Southeastern Louisiana,Southland,4,21,0.16,,3,15,0.167,,57.4,76.6,,-21.87,-2.66,,,,,,
12,New Orleans,Southland,3,23,0.115,,3,15,0.167,,61.8,81.8,,-24.5,-4.46,,,,,,
