Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,22,7,0.759,,12,1,0.923,,67.0,61.4,,-2.2,-7.79,,,,,,
2,Norfolk State,MEAC,16,12,0.571,,11,2,0.846,,60.7,60.1,,-5.2,-5.78,,,,,,
3,Maryland-Eastern Shore,MEAC,17,13,0.567,,10,3,0.769,,61.0,64.2,,-9.07,-5.9,,,,,,
4,Coppin State,MEAC,9,21,0.3,,6,7,0.462,,56.9,69.1,,-12.97,-0.76,,,,,,
5,North Carolina Central,MEAC,8,19,0.296,,4,9,0.308,,59.0,71.4,,-17.86,-5.46,,,,,,
6,Delaware State,MEAC,7,21,0.25,,4,9,0.308,,53.5,66.7,,-21.6,-8.4,,,,,,
7,South Carolina State,MEAC,5,23,0.179,,2,10,0.167,,50.8,72.8,,-30.88,-8.92,,,,,,
8,Morgan State,MEAC,4,25,0.138,,2,10,0.167,,53.4,73.0,,-23.19,-3.52,,,,,,
