Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,16,6,0.727,,8,1,0.889,,61.9,58.8,,-4.55,-7.65,,,,,,
2,Furman,Southern,14,10,0.583,,6,3,0.667,,62.3,66.9,,-8.6,-4.0,,,,,,
3,Wofford,Southern,12,11,0.522,,6,3,0.667,,62.7,64.9,,-7.2,-5.05,,,,,,
4,East Tennessee State,Southern,12,11,0.522,,5,3,0.625,,55.5,59.4,,-8.76,-4.9,,,,,,
5,Mercer,Southern,14,9,0.609,,4,4,0.5,,64.1,63.4,,-9.8,-10.51,,,,,,
6,UNC Greensboro,Southern,13,11,0.542,,3,6,0.333,,57.2,59.7,,-10.81,-8.31,,,,,,
7,Samford,Southern,10,16,0.385,,3,6,0.333,,57.8,70.0,,-15.08,-2.82,,,,,,
8,Western Carolina,Southern,3,20,0.13,,0,9,0.0,,52.8,70.1,,-22.62,-5.37,,,,,,
