Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,FDU,NEC,30,5,0.857,,18,0,1.0,,67.3,52.2,,-0.54,-15.6,,,,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Long Island University,NEC,21,11,0.656,,14,4,0.778,,69.7,64.7,,-13.14,-18.1,,,,,,
3,Mercyhurst,NEC,15,17,0.469,,14,4,0.778,,64.6,74.0,,-21.22,-11.82,,,,,,
4,Wagner,NEC,13,17,0.433,,9,9,0.5,,54.8,60.9,,-21.16,-15.12,,,,,,
5,Le Moyne,NEC,12,21,0.364,,9,9,0.5,,55.8,69.5,,-25.96,-12.28,,,,,,
6,Stonehill,NEC,12,18,0.4,,8,10,0.444,,59.0,65.8,,-22.12,-15.33,,,,,,
7,Chicago State,NEC,9,23,0.281,,8,10,0.444,,62.3,74.8,,-24.16,-11.69,,,,,,
8,New Haven,NEC,7,22,0.241,,5,13,0.278,,55.9,62.7,,-23.54,-16.69,,,,,,
9,Saint Francis (PA),NEC,3,27,0.1,,3,15,0.167,,56.9,70.9,,-28.69,-14.76,,,,,,
10,Central Connecticut State,NEC,2,27,0.069,,2,16,0.111,,53.8,72.1,,-32.4,-14.09,,,,,,
