Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,21,3,0.875,,9,2,0.818,,72.4,61.9,,15.39,4.85,,,19.0,,,
2,Columbia,Ivy,18,6,0.75,,9,2,0.818,,72.1,59.8,,14.08,1.75,,,,,,
3,Harvard,Ivy,15,9,0.625,,8,3,0.727,,66.5,56.8,,10.88,1.17,,,,,,
4,Brown,Ivy,15,8,0.652,,7,4,0.636,,61.6,57.7,,0.15,-3.76,,,,,,
5,Pennsylvania,Ivy,15,9,0.625,,5,6,0.455,,61.7,59.4,,1.92,-0.4,,,,,,
6,Cornell,Ivy,8,16,0.333,,3,8,0.273,,51.9,63.9,,-14.23,-2.23,,,,,,
7,Yale,Ivy,6,18,0.25,,2,9,0.182,,58.6,68.2,,-12.44,-2.9,,,,,,
8,Dartmouth,Ivy,10,14,0.417,,1,10,0.091,,51.2,63.7,,-16.61,-4.08,,,,,,
