Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,McNeese State,Southland,27,4,0.871,,21,1,0.955,,67.1,53.5,,5.85,-7.74,,,,,,Reg. Season Champion
2,Lamar,Southland,20,9,0.69,,17,5,0.773,,64.5,59.4,,-4.48,-9.63,,,,,,
3,Stephen F. Austin,Southland,22,9,0.71,,16,6,0.727,,75.9,68.6,,-2.29,-9.64,,,,,,
4,Texas-Rio Grande Valley,Southland,19,12,0.613,,16,6,0.727,,65.2,66.1,,-6.76,-5.87,,,,,,
5,Northwestern State,Southland,17,13,0.567,,14,8,0.636,,60.3,61.9,,-7.08,-5.51,,,,,,
6,Incarnate Word,Southland,13,16,0.448,,11,11,0.5,,65.1,72.0,,-12.6,-5.67,,,,,,
7,Nicholls State,Southland,14,15,0.483,,10,12,0.455,,62.8,63.3,,-11.9,-11.4,,,,,,
8,East Texas A&M,Southland,13,16,0.448,,9,13,0.409,,61.7,67.5,,-13.98,-8.24,,,,,,
9,Houston Christian,Southland,8,21,0.276,,6,16,0.273,,57.3,67.8,,-16.95,-6.47,,,,,,
10,Texas A&M-Corpus Christi,Southland,6,23,0.207,,5,17,0.227,,55.1,68.6,,-20.85,-7.28,,,,,,
11,Southeastern Louisiana,Southland,5,24,0.172,,4,18,0.182,,57.6,75.2,,-21.7,-4.06,,,,,,
12,New Orleans,Southland,3,27,0.1,,3,19,0.136,,61.2,81.3,,-24.89,-4.86,,,,,,
