Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,High Point,Big South,14,2,0.875,,3,0,1.0,,74.6,62.7,,0.43,-11.42,,,,,,
2,Longwood,Big South,11,4,0.733,,2,0,1.0,,72.5,70.1,,-2.5,-4.92,,,,,,
3,Winthrop,Big South,9,8,0.529,,2,1,0.667,,60.4,73.9,,-17.77,-4.27,,,,,,
4,Charleston Southern,Big South,4,12,0.25,,2,1,0.667,,57.7,75.1,,-17.71,-0.31,,,,,,
5,Radford,Big South,9,8,0.529,,1,1,0.5,,62.9,64.2,,-9.67,-8.34,,,,,,
6,Gardner-Webb,Big South,4,12,0.25,,1,1,0.5,,55.3,66.0,,-20.2,-9.51,,,,,,
7,UNC Asheville,Big South,6,10,0.375,,1,2,0.333,,55.9,64.8,,-21.42,-12.57,,,,,,
8,South Carolina Upstate,Big South,5,12,0.294,,0,3,0.0,,51.1,69.8,,-23.27,-4.62,,,,,,
9,Presbyterian,Big South,2,14,0.125,,0,3,0.0,,47.6,77.9,,-35.47,-5.19,,,,,,
