Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,20,7,0.741,,10,1,0.909,,66.0,61.0,,-1.96,-6.96,,,,,,
2,Norfolk State,MEAC,14,12,0.538,,9,2,0.818,,59.8,61.3,,-6.27,-4.73,,,,,,
3,Maryland-Eastern Shore,MEAC,15,13,0.536,,8,3,0.727,,60.7,65.8,,-9.73,-4.61,,,,,,
4,Coppin State,MEAC,9,19,0.321,,6,5,0.545,,57.4,68.7,,-12.01,-0.66,,,,,,
5,North Carolina Central,MEAC,8,17,0.32,,4,7,0.364,,58.9,71.8,,-17.64,-4.69,,,,,,
6,South Carolina State,MEAC,5,21,0.192,,2,8,0.2,,52.1,72.8,,-29.11,-8.41,,,,,,
7,Morgan State,MEAC,4,23,0.148,,2,8,0.2,,52.6,72.8,,-23.71,-3.59,,,,,,
8,Delaware State,MEAC,5,21,0.192,,2,9,0.182,,51.8,68.0,,-23.26,-7.09,,,,,,
