Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,12,1,0.923,,,,,,75.9,66.8,,19.16,10.09,,,25.0,,,
2,Pennsylvania,Ivy,9,3,0.75,,,,,,62.4,57.9,,3.87,-0.63,,,,,,
3,Columbia,Ivy,9,4,0.692,,,,,,72.5,63.8,,13.76,5.15,,,,,,
4,Brown,Ivy,8,4,0.667,,,,,,62.1,56.5,,-1.94,-7.48,,,,,,
5,Dartmouth,Ivy,8,4,0.667,,,,,,54.4,57.0,,-12.63,-10.03,,,,,,
6,Harvard,Ivy,7,6,0.538,,,,,,64.5,60.9,,9.82,6.2,,,,,,
7,Cornell,Ivy,4,8,0.333,,,,,,51.4,61.3,,-19.52,-9.6,,,,,,
8,Yale,Ivy,4,9,0.308,,,,,,60.1,67.2,,-13.72,-6.65,,,,,,
