Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,20,10,0.667,,10,4,0.714,,63.2,60.2,,-6.52,-9.52,,,,,,Reg. Season Champion
2,East Tennessee State,Southern,18,13,0.581,,10,4,0.714,,56.2,57.7,,-9.03,-7.48,,,,,,Reg. Season Champion
3,Wofford,Southern,16,13,0.552,,10,4,0.714,,61.6,62.1,,-7.78,-7.28,,,,,,Reg. Season Champion
4,Furman,Southern,18,13,0.581,,9,5,0.643,,62.4,65.2,,-8.93,-6.15,,,,,,
5,Mercer,Southern,17,13,0.567,,7,7,0.5,,62.4,62.8,,-10.75,-10.32,,,,,,
6,Samford,Southern,16,18,0.471,,6,8,0.429,,58.5,66.4,,-12.37,-4.46,,,,,,Conf. Tournament Champion
7,UNC Greensboro,Southern,14,16,0.467,,4,10,0.286,,55.9,58.9,,-11.99,-8.99,,,,,,
8,Western Carolina,Southern,3,26,0.103,,0,14,0.0,,51.9,68.5,,-22.62,-6.01,,,,,,
