Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,7,5,0.583,,,,,,62.9,67.0,,-8.74,-4.65,,,,,,
2,Mercer,Southern,7,5,0.583,,,,,,63.1,62.2,,-11.97,-12.88,,,,,,
3,UNC Greensboro,Southern,7,5,0.583,,,,,,53.7,61.7,,-11.1,-3.1,,,,,,
4,Furman,Southern,6,6,0.5,,,,,,62.2,73.6,,-15.74,-4.34,,,,,,
5,Samford,Southern,6,8,0.429,,,,,,56.6,70.4,,-13.79,0.04,,,,,,
6,Wofford,Southern,5,7,0.417,,,,,,62.1,66.7,,-8.82,-4.22,,,,,,
7,East Tennessee State,Southern,5,8,0.385,,,,,,54.6,63.1,,-9.86,-1.36,,,,,,
8,Western Carolina,Southern,2,10,0.167,,,,,,52.3,72.1,,-24.57,-4.77,,,,,,
