Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,10,6,0.625,,,,,,64.3,63.2,,1.08,-0.04,,,,,,
2,Maryland-Eastern Shore,MEAC,7,9,0.438,,,,,,59.9,69.9,,-7.39,2.61,,,,,,
3,Norfolk State,MEAC,5,10,0.333,,,,,,49.3,70.3,,-13.47,7.54,,,,,,
4,Delaware State,MEAC,3,12,0.2,,,,,,47.5,70.8,,-23.87,-0.53,,,,,,
5,South Carolina State,MEAC,3,12,0.2,,,,,,50.5,73.7,,-30.08,-6.93,,,,,,
6,North Carolina Central,MEAC,2,10,0.167,,,,,,56.7,78.4,,-18.32,3.43,,,,,,
7,Coppin State,MEAC,2,13,0.133,,,,,,51.9,73.7,,-11.91,9.88,,,,,,
8,Morgan State,MEAC,1,14,0.067,,,,,,46.8,79.5,,-24.85,7.84,,,,,,
